PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,1752,1752,1,m,35,5,RR,21,O,536,.,.,.,1
SWE,1,1752,1752,1,m,40,5,RR,21,O,609,.,.,.,1
SWE,1,1752,1752,1,m,45,5,RR,21,O,570,.,.,.,1
SWE,1,1752,1752,1,m,50,5,RR,21,O,713,.,.,.,1
SWE,1,1752,1752,1,m,55,5,RR,21,O,668,.,.,.,1
SWE,1,1752,1752,1,m,60,5,RR,21,O,870,.,.,.,1
SWE,1,1752,1752,1,m,65,5,RR,21,O,885,.,.,.,1
SWE,1,1752,1752,1,m,70,5,RR,21,O,948,.,.,.,1
SWE,1,1752,1752,1,m,75,5,RR,21,O,596,.,.,.,1
SWE,1,1752,1752,1,m,80,5,RR,21,O,462,.,.,.,1
SWE,1,1752,1752,1,m,85,5,RR,21,O,248,.,.,.,1
SWE,1,1752,1752,1,m,90,+,RR,21,O,147,.,.,.,1
SWE,1,1753,1753,1,f,0,1,RR,21,O,5768,.,.,.,1
SWE,1,1753,1753,1,f,1,2,RR,21,O,2322,.,.,.,1
SWE,1,1753,1753,1,f,3,2,RR,21,O,1143,.,.,.,1
SWE,1,1753,1753,1,f,5,5,RR,21,O,1122,.,.,.,1
SWE,1,1753,1753,1,f,10,5,RR,21,O,513,.,.,.,1
SWE,1,1753,1753,1,f,15,5,RR,21,O,458,.,.,.,1
SWE,1,1753,1753,1,f,20,5,RR,21,O,498,.,.,.,1
SWE,1,1753,1753,1,f,25,5,RR,21,O,601,.,.,.,1
SWE,1,1753,1753,1,f,30,5,RR,21,O,666,.,.,.,1
SWE,1,1753,1753,1,f,35,5,RR,21,O,482,.,.,.,1
SWE,1,1753,1753,1,f,40,5,RR,21,O,677,.,.,.,1
SWE,1,1753,1753,1,f,45,5,RR,21,O,514,.,.,.,1
SWE,1,1753,1753,1,f,50,5,RR,21,O,692,.,.,.,1
SWE,1,1753,1753,1,f,55,5,RR,21,O,625,.,.,.,1
SWE,1,1753,1753,1,f,60,5,RR,21,O,1097,.,.,.,1
SWE,1,1753,1753,1,f,65,5,RR,21,O,1145,.,.,.,1
SWE,1,1753,1753,1,f,70,5,RR,21,O,1342,.,.,.,1
SWE,1,1753,1753,1,f,75,5,RR,21,O,970,.,.,.,1
SWE,1,1753,1753,1,f,80,5,RR,21,O,789,.,.,.,1
SWE,1,1753,1753,1,f,85,5,RR,21,O,399,.,.,.,1
SWE,1,1753,1753,1,f,90,+,RR,21,O,269,.,.,.,1
SWE,1,1753,1753,1,m,0,1,RR,21,O,6740,.,.,.,1
SWE,1,1753,1753,1,m,1,2,RR,21,O,2524,.,.,.,1
SWE,1,1753,1753,1,m,3,2,RR,21,O,1235,.,.,.,1
SWE,1,1753,1753,1,m,5,5,RR,21,O,1172,.,.,.,1
SWE,1,1753,1753,1,m,10,5,RR,21,O,507,.,.,.,1
SWE,1,1753,1753,1,m,15,5,RR,21,O,412,.,.,.,1
SWE,1,1753,1753,1,m,20,5,RR,21,O,570,.,.,.,1
SWE,1,1753,1753,1,m,25,5,RR,21,O,581,.,.,.,1
SWE,1,1753,1753,1,m,30,5,RR,21,O,587,.,.,.,1
SWE,1,1753,1753,1,m,35,5,RR,21,O,533,.,.,.,1
