Year,Age,Cohort,Country,Sex,TL_Deaths,TU_Deaths_Next_Year,Deaths,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1938,92,1846,swe,f,95,126,221,1524.5169957631842,64,50,1529.183662429851
1938,92,1846,swe,m,56,72,128,1027.4007659716804,37,36.5,1027.567432638347
1939,92,1847,dnk,f,31,54.02,85.02000000000001,1617.1173787490243,95,126,1606.784045415691
1939,92,1847,dnk,m,25.01,31.02,56.03,1034.3494553461924,56,72,1029.0161220128591
1939,92,1847,fin,f,33.03,64.91,97.94,1617.1173787490243,31,54.02,1609.4440454156909
1939,92,1847,fin,m,19.99,43.73,63.72,1034.3494553461924,25.01,31.02,1032.346122012859
1939,92,1847,nor,f,73.5,53,126.5,1617.1173787490243,33.03,64.91,1606.4907120823577
1939,92,1847,nor,m,45,33.5,78.5,1034.3494553461924,19.99,43.73,1026.436122012859
1939,92,1847,swe,f,103,99,202,1617.1173787490243,73.5,53,1623.9507120823575
1939,92,1847,swe,m,71,91,162,1034.3494553461924,45,33.5,1038.1827886795256
1940,92,1848,dnk,f,53.02,50,103.02000000000001,1717.0079830527372,103,99,1718.3413163860705
1940,92,1848,dnk,m,30.02,31,61.019999999999996,1031.6381447207045,71,91,1024.9714780540378
1940,92,1848,fin,f,73.68,54.96,128.64000000000001,1717.0079830527372,53.02,50,1718.014649719404
1940,92,1848,fin,m,52.47,33.51,85.97999999999999,1031.6381447207045,30.02,31,1031.311478054038
1940,92,1848,nor,f,80.5,59.5,140,1717.0079830527372,73.68,54.96,1723.2479830527373
1940,92,1848,nor,m,40.5,29,69.5,1031.6381447207045,52.47,33.51,1037.9581447207045
1940,92,1848,swe,f,103,120,223,1717.0079830527372,80.5,59.5,1724.0079830527372
1940,92,1848,swe,m,69,69,138,1031.6381447207045,40.5,29,1035.4714780540378
1941,92,1849,dnk,f,41,31,72,1621.9032852045934,103,120,1616.2366185379267
1941,92,1849,dnk,m,29,34,63,999.482680900881,69,69,999.482680900881
1941,92,1849,fin,f,42.03,32.85,74.88,1621.9032852045934,41,31,1625.2366185379267
1941,92,1849,fin,m,27.22,12.84,40.06,999.482680900881,29,34,997.8160142342143
1941,92,1849,nor,f,68.5,50.5,119,1621.9032852045934,42.03,32.85,1624.9632852045934
1941,92,1849,nor,m,50.5,32,82.5,999.482680900881,27.22,12.84,1004.2760142342142
1941,92,1849,swe,f,99,96,195,1621.9032852045934,68.5,50.5,1627.9032852045934
1941,92,1849,swe,m,74,61,135,999.482680900881,50.5,32,1005.6493475675476
1942,92,1850,dnk,f,43,37,80,1619.216510759282,99,96,1620.216510759282
1942,92,1850,dnk,m,30,26,56,1053.1236681904338,74,61,1057.457001523767
1942,92,1850,fin,f,32.85,44.49,77.34,1619.216510759282,43,37,1621.216510759282
1942,92,1850,fin,m,15.18,8.46,23.64,1053.1236681904338,30,26,1054.457001523767
1942,92,1850,nor,f,57,56.5,113.5,1619.216510759282,32.85,44.49,1615.336510759282
1942,92,1850,nor,m,43.5,37.5,81,1053.1236681904338,15.18,8.46,1055.3636681904338
1942,92,1850,swe,f,87,76,163,1619.216510759282,57,56.5,1619.3831774259488
1942,92,1850,swe,m,60,81,141,1053.1236681904338,43.5,37.5,1055.1236681904338
1943,92,1851,dnk,f,35,35,70,1869.8901789497158,87,76,1873.5568456163826
1943,92,1851,dnk,m,31,26,57,1155.9959661054743,60,81,1148.9959661054743
1943,92,1851,fin,f,39.93,31.79,71.72,1869.8901789497158,35,35,1869.8901789497158
1943,92,1851,fin,m,26.79,16.16,42.95,1155.9959661054743,31,26,1157.662632772141
1943,92,1851,nor,f,68.5,56.5,125,1869.8901789497158,39.93,31.79,1872.6035122830492
1943,92,1851,nor,m,41.5,33,74.5,1155.9959661054743,26.79,16.16,1159.5392994388076
1943,92,1851,swe,f,111,121,232,1869.8901789497158,68.5,56.5,1873.8901789497158
1943,92,1851,swe,m,76,86,162,1155.9959661054743,41.5,33,1158.8292994388075
1944,92,1852,dnk,f,48,53,101,1841.765098115732,111,121,1838.4317647823987
1944,92,1852,dnk,m,36,32,68,1235.0303406176831,76,86,1231.6970072843499
1944,92,1852,fin,f,40.27,30.04,70.31,1841.765098115732,48,53,1840.0984314490652
1944,92,1852,fin,m,10.77,65.28,76.05,1235.0303406176831,36,32,1236.3636739510164
1944,92,1852,nor,f,72,58.5,130.5,1841.765098115732,40.27,30.04,1845.175098115732
1944,92,1852,nor,m,40.5,30.5,71,1235.0303406176831,10.77,65.28,1216.860340617683
1944,92,1852,swe,f,126,95.1972767309622,221.1972767309622,1841.765098115732,72,58.5,1846.265098115732
1944,92,1852,swe,m,64,66.13705541308953,130.1370554130895,1235.0303406176831,40.5,30.5,1238.3636739510164
1945,92,1853,dnk,f,53,43,96,2013.6808852714908,126,95.1972767309622,2023.9484596945033
1945,92,1853,dnk,m,34,24,58,1321.70858735645,64,66.13705541308953,1320.9962355520868
1945,92,1853,fin,f,39.6,33.53,73.13,2013.6808852714908,53,43,2017.014218604824
1945,92,1853,fin,m,71.21,20.58,91.78999999999999,1321.70858735645,34,24,1325.0419206897832
1945,92,1853,nor,f,60.5,66,126.5,2013.6808852714908,39.6,33.53,2015.704218604824
1945,92,1853,nor,m,51,39,90,1321.70858735645,71.21,20.58,1338.5852540231167
1945,92,1853,swe,f,116.2408852714907,99,215.2408852714907,2013.6808852714908,60.5,66,2011.8475519381575
1945,92,1853,swe,m,86.17858735645,77,163.17858735645,1321.70858735645,51,39,1325.70858735645
1946,92,1854,dnk,f,51,53,104,2115.32,116.2408852714907,99,2121.066961757164
1946,92,1854,dnk,m,43,36,79,1349.74,86.17858735645,77,1352.7995291188167
1946,92,1854,fin,f,41.11,35.2,76.31,2115.32,51,53,2114.6533333333336
1946,92,1854,fin,m,24.69,27.75,52.44,1349.74,43,36,1352.0733333333333
1946,92,1854,nor,f,75.5,60.5,136,2115.32,41.11,35.2,2117.29
1946,92,1854,nor,m,61,52.5,113.5,1349.74,24.69,27.75,1348.72
1946,92,1854,swe,f,136,171,307,2115.32,75.5,60.5,2120.32
1946,92,1854,swe,m,97,100,197,1349.74,61,52.5,1352.5733333333333
1947,92,1855,dnk,f,36,41,77,1961.79,136,171,1950.1233333333332
1947,92,1855,dnk,m,28,22,50,1217.8400000000001,97,100,1216.8400000000001
1947,92,1855,fin,f,37.72,38.64,76.36,1961.79,36,41,1960.1233333333332
1947,92,1855,fin,m,29.89,19.81,49.7,1217.8400000000001,28,22,1219.8400000000001
1947,92,1855,nor,f,85.5,63.5,149,1961.79,37.72,38.64,1961.4833333333333
1947,92,1855,nor,m,49.5,36.5,86,1217.8400000000001,29.89,19.81,1221.2
1947,92,1855,swe,f,128,105,233,1961.79,85.5,63.5,1969.1233333333332
1947,92,1855,swe,m,89,84,173,1217.8400000000001,49.5,36.5,1222.1733333333334
1948,92,1856,dnk,f,45,40,85,2027.37,128,105,2035.0366666666666
1948,92,1856,dnk,m,40,40,80,1292.47,89,84,1294.1366666666668
1948,92,1856,fin,f,31.74,42.57,74.31,2027.37,45,40,2029.0366666666666
1948,92,1856,fin,m,26.42,25.29,51.71,1292.47,40,40,1292.47
1948,92,1856,nor,f,76,80,156,2027.37,31.74,42.57,2023.76
1948,92,1856,nor,m,56.5,52.5,109,1292.47,26.42,25.29,1292.8466666666668
1948,92,1856,swe,f,105,100,205,2027.37,76,80,2026.0366666666666
1948,92,1856,swe,m,85,77,162,1292.47,56.5,52.5,1293.8033333333333
1949,92,1857,dnk,f,48,50,98,2059.35,105,100,2061.0166666666664
1949,92,1857,dnk,m,37,31,68,1269.25,85,77,1271.9166666666667
1949,92,1857,fin,f,47.17,41.7,88.87,2059.35,48,50,2058.6833333333334
1949,92,1857,fin,m,23.6,28.67,52.27,1269.25,37,31,1271.25
1949,92,1857,nor,f,85,65,150,2059.35,47.17,41.7,2061.173333333333
1949,92,1857,nor,m,50.5,45.5,96,1269.25,23.6,28.67,1267.56
1949,92,1857,swe,f,127,119,246,2059.35,85,65,2066.0166666666664
1949,92,1857,swe,m,94,91,185,1269.25,50.5,45.5,1270.9166666666667
1950,92,1858,dnk,f,70,54,124,2193.67,127,119,2196.3366666666666
1950,92,1858,dnk,m,56,43,99,1410.98,94,91,1411.98
1950,92,1858,fin,f,45.17,51,96.17,2193.67,70,54,2199.0033333333336
1950,92,1858,fin,m,20.48,13,33.480000000000004,1410.98,56,43,1415.3133333333333
1950,92,1858,nor,f,84.5,60.5,145,2193.67,45.17,51,2191.726666666667
1950,92,1858,nor,m,52.5,44,96.5,1410.98,20.48,13,1413.4733333333334
1950,92,1858,swe,f,144,157,301,2193.67,84.5,60.5,2201.67
1950,92,1858,swe,m,105,122,227,1410.98,52.5,44,1413.8133333333333
1951,92,1859,dnk,f,64,67,131,2262,144,157,2257.6666666666665
1951,92,1859,dnk,m,44,48,92,1401,105,122,1395.3333333333333
1951,92,1859,fin,f,35,32,67,2262,64,67,2261
1951,92,1859,fin,m,10,14,24,1401,44,48,1399.6666666666667
1951,92,1859,nor,f,75,71,146,2262,35,32,2263
1951,92,1859,nor,m,55,46,101,1401,10,14,1399.6666666666667
1951,92,1859,swe,f,129,123,252,2262,75,71,2263.3333333333335
1951,92,1859,swe,m,105,90,195,1401,55,46,1404
1952,92,1860,dnk,f,59,58,117,2262,129,123,2264
1952,92,1860,dnk,m,41,41,82,1458,105,90,1463
1952,92,1860,fin,f,31,48,79,2262,59,58,2262.3333333333335
1952,92,1860,fin,m,19,8,27,1458,41,41,1458
1952,92,1860,nor,f,82,75,157,2262,31,48,2256.3333333333335
1952,92,1860,nor,m,55,41.5,96.5,1458,19,8,1461.6666666666667
1952,92,1860,swe,f,145,141,286,2262,82,75,2264.3333333333335
1952,92,1860,swe,m,105,100,205,1458,55,41.5,1462.5
1953,92,1861,dnk,f,64,65,129,2245,145,141,2246.3333333333335
1953,92,1861,dnk,m,45,49,94,1313.5,105,100,1315.1666666666667
1953,92,1861,fin,f,37,30,67,2245,64,65,2244.6666666666665
1953,92,1861,fin,m,20,10,30,1313.5,45,49,1312.1666666666667
1953,92,1861,nor,f,77,57,134,2245,37,30,2247.3333333333335
1953,92,1861,nor,m,49.5,44,93.5,1313.5,20,10,1316.8333333333333
1953,92,1861,swe,f,136,140,276,2245,77,57,2251.6666666666665
1953,92,1861,swe,m,67,89,156,1313.5,49.5,44,1315.3333333333333
1954,92,1862,dnk,f,51,48,99,2311.5,136,140,2310.1666666666665
1954,92,1862,dnk,m,32,50,82,1493,67,89,1485.6666666666667
1954,92,1862,fin,f,36,36,72,2311.5,51,48,2312.5
1954,92,1862,fin,m,13,9,22,1493,32,50,1487
1954,92,1862,nor,f,97.5,74,171.5,2311.5,36,36,2311.5
1954,92,1862,nor,m,58,51,109,1493,13,9,1494.3333333333333
1954,92,1862,swe,f,133,151,284,2311.5,97.5,74,2319.3333333333335
1954,92,1862,swe,m,81,99,180,1493,58,51,1495.3333333333333
1955,92,1863,dnk,f,65,44,109,2478.5,133,151,2472.5
1955,92,1863,dnk,m,44,40,84,1573,81,99,1567
1955,92,1863,fin,f,39,38,77,2478.5,65,44,2485.5
1955,92,1863,fin,m,14,20,34,1573,44,40,1574.3333333333333
1955,92,1863,nor,f,96.5,88.5,185,2478.5,39,38,2478.8333333333335
1955,92,1863,nor,m,66,55,121,1573,14,20,1571
1955,92,1863,swe,f,152,126,278,2478.5,96.5,88.5,2481.1666666666665
1955,92,1863,swe,m,119,99,218,1573,66,55,1576.6666666666667
1956,92,1864,dnk,f,53,74,127,2541.5,152,126,2550.1666666666665
1956,92,1864,dnk,m,50,48,98,1515,119,99,1521.6666666666667
1956,92,1864,fin,f,40,44,84,2541.5,53,74,2534.5
1956,92,1864,fin,m,14,17,31,1515,50,48,1515.6666666666667
1956,92,1864,nor,f,106.5,75,181.5,2541.5,40,44,2540.1666666666665
1956,92,1864,nor,m,57,42.5,99.5,1515,14,17,1514
1956,92,1864,swe,f,162,161,323,2541.5,106.5,75,2552
1956,92,1864,swe,m,104,102,206,1515,57,42.5,1519.8333333333333
1957,92,1865,dnk,f,65,68,133,2567,162,161,2567.3333333333335
1957,92,1865,dnk,m,53,60,113,1584.5,104,102,1585.1666666666667
1957,92,1865,fin,f,46,42,88,2567,65,68,2566
1957,92,1865,fin,m,18,15,33,1584.5,53,60,1582.1666666666667
1957,92,1865,nor,f,91,90.5,181.5,2567,46,42,2568.3333333333335
1957,92,1865,nor,m,62.5,53,115.5,1584.5,18,15,1585.5
1957,92,1865,swe,f,177,143,320,2567,91,90.5,2567.1666666666665
1957,92,1865,swe,m,123,103,226,1584.5,62.5,53,1587.6666666666667
1958,92,1866,dnk,f,62,70,132,2627.5,177,143,2638.8333333333335
1958,92,1866,dnk,m,64,61,125,1653,123,103,1659.6666666666667
1958,92,1866,fin,f,30,28,58,2627.5,62,70,2624.8333333333335
1958,92,1866,fin,m,10,6,16,1653,64,61,1654
1958,92,1866,nor,f,108.5,83.5,192,2627.5,30,28,2628.1666666666665
1958,92,1866,nor,m,76,57.5,133.5,1653,10,6,1654.3333333333333
1958,92,1866,swe,f,157,161,318,2627.5,108.5,83.5,2635.8333333333335
1958,92,1866,swe,m,99,80,179,1653,76,57.5,1659.1666666666667
1959,92,1867,dnk,f,83,62,145,2551.5,157,161,2550.1666666666665
1959,92,1867,dnk,m,61,56,117,1550.5,99,80,1556.8333333333333
1959,92,1867,fin,f,29,35,64,2551.5,83,62,2558.5
1959,92,1867,fin,m,16,18,34,1550.5,61,56,1552.1666666666667
1959,92,1867,nor,f,98.5,80,178.5,2551.5,29,35,2549.5
1959,92,1867,nor,m,62.5,56.5,119,1550.5,16,18,1549.8333333333333
1959,92,1867,swe,f,159,137,296,2551.5,98.5,80,2557.6666666666665
1959,92,1867,swe,m,110,90,200,1550.5,62.5,56.5,1552.5
1960,92,1868,dnk,f,86,77,163,2410.5,159,137,2417.8333333333335
1960,92,1868,dnk,m,66,44,110,1505.5,110,90,1512.1666666666667
1960,92,1868,fin,f,30,24,54,2410.5,86,77,2413.5
1960,92,1868,fin,m,10,11,21,1505.5,66,44,1512.8333333333333
1960,92,1868,nor,f,98.5,88,186.5,2410.5,30,24,2412.5
1960,92,1868,nor,m,58.5,53,111.5,1505.5,10,11,1505.1666666666667
1960,92,1868,swe,f,121,106,227,2410.5,98.5,88,2414
1960,92,1868,swe,m,72,85,157,1505.5,58.5,53,1507.3333333333333
1961,92,1869,dnk,f,64,80,144,2733.5,121,106,2738.5
1961,92,1869,dnk,m,56,59,115,1705,72,85,1700.6666666666667
1961,92,1869,fin,f,48,74,122,2733.5,64,80,2728.1666666666665
1961,92,1869,fin,m,17,22,39,1705,56,59,1704
1961,92,1869,nor,f,91.5,83,174.5,2733.5,48,74,2724.8333333333335
1961,92,1869,nor,m,63,56.5,119.5,1705,17,22,1703.3333333333333
1961,92,1869,swe,f,131,162,293,2733.5,91.5,83,2736.3333333333335
1961,92,1869,swe,m,101,114,215,1705,63,56.5,1707.1666666666667
1962,92,1870,dnk,f,76,93,169,2823.5,131,162,2813.1666666666665
1962,92,1870,dnk,m,54,54,108,1768,101,114,1763.6666666666667
1962,92,1870,fin,f,44,53,97,2823.5,76,93,2817.8333333333335
1962,92,1870,fin,m,27,27,54,1768,54,54,1768
1962,92,1870,nor,f,110.5,87,197.5,2823.5,44,53,2820.5
1962,92,1870,nor,m,73,53,126,1768,27,27,1768
1962,92,1870,swe,f,146,145,291,2823.5,110.5,87,2831.3333333333335
1962,92,1870,swe,m,108,130,238,1768,73,53,1774.6666666666667
1963,92,1871,dnk,f,93,78,171,2878,146,145,2878.3333333333335
1963,92,1871,dnk,m,61,58,119,1733.5,108,130,1726.1666666666667
1963,92,1871,fin,f,59,50,109,2878,93,78,2883
1963,92,1871,fin,m,18,22,40,1733.5,61,58,1734.5
1963,92,1871,nor,f,120,70,190,2878,59,50,2881
1963,92,1871,nor,m,64.5,51,115.5,1733.5,18,22,1732.1666666666667
1963,92,1871,swe,f,160,141,301,2878,120,70,2894.6666666666665
1963,92,1871,swe,m,115,99,214,1733.5,64.5,51,1738
1964,92,1872,dnk,f,68,79,147,2958,160,141,2964.3333333333335
1964,92,1872,dnk,m,68,63,131,1911,115,99,1916.3333333333333
1964,92,1872,fin,f,55,59,114,2958,68,79,2954.3333333333335
1964,92,1872,fin,m,19,23,42,1911,68,63,1912.6666666666667
1964,92,1872,nor,f,90,84.5,174.5,2958,55,59,2956.6666666666665
1964,92,1872,nor,m,71,55.5,126.5,1911,19,23,1909.6666666666667
1964,92,1872,swe,f,170,151,321,2958,90,84.5,2959.8333333333335
1964,92,1872,swe,m,118,112,230,1911,71,55.5,1916.1666666666667
1965,92,1873,dnk,f,96,85,181,3124,170,151,3130.3333333333335
1965,92,1873,dnk,m,72,51,123,1949,118,112,1951
1965,92,1873,fin,f,58,66,124,3124,96,85,3127.6666666666665
1965,92,1873,fin,m,25,21,46,1949,72,51,1956
1965,92,1873,nor,f,91,86.5,177.5,3124,58,66,3121.3333333333335
1965,92,1873,nor,m,70,62.5,132.5,1949,25,21,1950.3333333333333
1965,92,1873,swe,f,161,169,330,3124,91,86.5,3125.5
1965,92,1873,swe,m,121,127,248,1949,70,62.5,1951.5
1966,92,1874,dnk,f,100,83,183,3305.5,161,169,3302.8333333333335
1966,92,1874,dnk,m,62,59,121,2114.5,121,127,2112.5
1966,92,1874,fin,f,45,60,105,3305.5,100,83,3311.1666666666665
1966,92,1874,fin,m,21,27,48,2114.5,62,59,2115.5
1966,92,1874,nor,f,117.5,82.5,200,3305.5,45,60,3300.5
1966,92,1874,nor,m,88.5,64,152.5,2114.5,21,27,2112.5
1966,92,1874,swe,f,182,167,349,3305.5,117.5,82.5,3317.1666666666665
1966,92,1874,swe,m,152,115,267,2114.5,88.5,64,2122.6666666666665
1967,92,1875,dnk,f,105,98,203,3512.5,182,167,3517.5
1967,92,1875,dnk,m,70,59,129,2242,152,115,2254.3333333333335
1967,92,1875,fin,f,46,39,85,3512.5,105,98,3514.8333333333335
1967,92,1875,fin,m,20,25,45,2242,70,59,2245.6666666666665
1967,92,1875,nor,f,113.5,95.5,209,3512.5,46,39,3514.8333333333335
1967,92,1875,nor,m,88,63,151,2242,20,25,2240.3333333333335
1967,92,1875,swe,f,211,220,431,3512.5,113.5,95.5,3518.5
1967,92,1875,swe,m,155,147,302,2242,88,63,2250.3333333333335
1968,92,1876,dnk,f,96,82,178,3749.5,211,220,3746.5
1968,92,1876,dnk,m,78,79,157,2251,155,147,2253.6666666666665
1968,92,1876,fin,f,45,54,99,3749.5,96,82,3754.1666666666665
1968,92,1876,fin,m,20,22,42,2251,78,79,2250.6666666666665
1968,92,1876,nor,f,112.5,94,206.5,3749.5,45,54,3746.5
1968,92,1876,nor,m,84,60.5,144.5,2251,20,22,2250.3333333333335
1968,92,1876,swe,f,198,179,377,3749.5,112.5,94,3755.6666666666665
1968,92,1876,swe,m,162,137,299,2251,84,60.5,2258.8333333333335
1969,92,1877,dnk,f,92,110,202,3953,198,179,3959.3333333333335
1969,92,1877,dnk,m,81,75,156,2511.5,162,137,2519.8333333333335
1969,92,1877,fin,f,68,51,119,3953,92,110,3947
1969,92,1877,fin,m,28,29,57,2511.5,81,75,2513.5
1969,92,1877,nor,f,120,93,213,3953,68,51,3958.6666666666665
1969,92,1877,nor,m,81.5,72.5,154,2511.5,28,29,2511.1666666666665
1969,92,1877,swe,f,220,227,447,3953,120,93,3962
1969,92,1877,swe,m,161,135,296,2511.5,81.5,72.5,2514.5
1970,92,1878,dnk,f,101,107,208,4072.5,220,227,4070.1666666666665
1970,92,1878,dnk,m,83,68,151,2439.5,161,135,2448.1666666666665
1970,92,1878,fin,f,60,58,118,4072.5,101,107,4070.5
1970,92,1878,fin,m,19,18,37,2439.5,83,68,2444.5
1970,92,1878,nor,f,134.5,93,227.5,4072.5,60,58,4073.1666666666665
1970,92,1878,nor,m,86.5,72.5,159,2439.5,19,18,2439.8333333333335
1970,92,1878,swe,f,195,193,388,4072.5,134.5,93,4086.3333333333335
1970,92,1878,swe,m,146,146,292,2439.5,86.5,72.5,2444.1666666666665
1971,92,1879,dnk,f,109,111,220,4358,195,193,4358.666666666667
1971,92,1879,dnk,m,78,85,163,2610,146,146,2610
1971,92,1879,fin,f,59,68,127,4358,109,111,4357.333333333333
1971,92,1879,fin,m,28,28,56,2610,78,85,2607.6666666666665
1971,92,1879,nor,f,122,100.5,222.5,4358,59,68,4355
1971,92,1879,nor,m,92,77.5,169.5,2610,28,28,2610
1971,92,1879,swe,f,232,207,439,4358,122,100.5,4365.166666666667
1971,92,1879,swe,m,146,138,284,2610,92,77.5,2614.8333333333335
1972,92,1880,dnk,f,118,136,254,4548,232,207,4556.333333333333
1972,92,1880,dnk,m,69,78,147,2503,146,138,2505.6666666666665
1972,92,1880,fin,f,78,57,135,4548,118,136,4542
1972,92,1880,fin,m,26,23,49,2503,69,78,2500
1972,92,1880,nor,f,117,107,224,4548,78,57,4555
1972,92,1880,nor,m,87,60.5,147.5,2503,26,23,2504
1972,92,1880,swe,f,252,218,470,4548,117,107,4551.333333333333
1972,92,1880,swe,m,156,141,297,2503,87,60.5,2511.8333333333335
1973,92,1881,dnk,f,135,115,250,4636,252,218,4647.333333333333
1973,92,1881,dnk,m,96,100,196,2584.5,156,141,2589.5
1973,92,1881,fin,f,54,57,111,4636,135,115,4642.666666666667
1973,92,1881,fin,m,30,25,55,2584.5,96,100,2583.1666666666665
1973,92,1881,nor,f,120,106.5,226.5,4636,54,57,4635
1973,92,1881,nor,m,77.5,58,135.5,2584.5,30,25,2586.1666666666665
1973,92,1881,swe,f,243,236,479,4636,120,106.5,4640.5
1973,92,1881,swe,m,189,152,341,2584.5,77.5,58,2591
1974,92,1882,dnk,f,136,129,265,4980,243,236,4982.333333333333
1974,92,1882,dnk,m,116,95,211,2748.5,189,152,2760.8333333333335
1974,92,1882,fin,f,74,64,138,4980,136,129,4982.333333333333
1974,92,1882,fin,m,23,22,45,2748.5,116,95,2755.5
1974,92,1882,nor,f,137,108.5,245.5,4980,74,64,4983.333333333333
1974,92,1882,nor,m,81.5,60,141.5,2748.5,23,22,2748.8333333333335
1974,92,1882,swe,f,229,212,441,4980,137,108.5,4989.5
1974,92,1882,swe,m,180,146,326,2748.5,81.5,60,2755.6666666666665
1975,92,1883,dnk,f,136,185,321,5493,229,212,5498.666666666667
1975,92,1883,dnk,m,99,111,210,2801,180,146,2812.3333333333335
1975,92,1883,fin,f,70,72,142,5493,136,185,5476.666666666667
1975,92,1883,fin,m,25,27,52,2801,99,111,2797
1975,92,1883,nor,f,135,111,246,5493,70,72,5492.333333333333
1975,92,1883,nor,m,82,62.5,144.5,2801,25,27,2800.3333333333335
1975,92,1883,swe,f,261,272,533,5493,135,111,5501
1975,92,1883,swe,m,183,184,367,2801,82,62.5,2807.5
1976,92,1884,dnk,f,156,155,311,5921,261,272,5917.333333333333
1976,92,1884,dnk,m,82,99,181,3040,183,184,3039.6666666666665
1976,92,1884,fin,f,66,77,143,5921,156,155,5921.333333333333
1976,92,1884,fin,m,27,33,60,3040,82,99,3034.3333333333335
1976,92,1884,nor,f,150,120,270,5921,66,77,5917.333333333333
1976,92,1884,nor,m,87,70,157,3040,27,33,3038
1976,92,1884,swe,f,281,288,569,5921,150,120,5931
1976,92,1884,swe,m,201,188,389,3040,87,70,3045.6666666666665
1977,92,1885,dnk,f,161,137,298,6150.5,281,288,6148.166666666667
1977,92,1885,dnk,m,108,104,212,3043,201,188,3047.3333333333335
1977,92,1885,fin,f,79,94,173,6150.5,161,137,6158.5
1977,92,1885,fin,m,27,22,49,3043,108,104,3044.3333333333335
1977,92,1885,nor,f,145.5,120.5,266,6150.5,79,94,6145.5
1977,92,1885,nor,m,92,73.5,165.5,3043,27,22,3044.6666666666665
1977,92,1885,swe,f,318,279,597,6150.5,145.5,120.5,6158.833333333333
1977,92,1885,swe,m,176,175,351,3043,92,73.5,3049.1666666666665
1978,92,1886,dnk,f,170,177,347,6579,318,279,6592
1978,92,1886,dnk,m,115,107,222,3233,176,175,3233.3333333333335
1978,92,1886,fin,f,81,76,157,6579,170,177,6576.666666666667
1978,92,1886,fin,m,33,29,62,3233,115,107,3235.6666666666665
1978,92,1886,nor,f,161,135.5,296.5,6579,81,76,6580.666666666667
1978,92,1886,nor,m,91,69.5,160.5,3233,33,29,3234.3333333333335
1978,92,1886,swe,f,321,322,643,6579,161,135.5,6587.5
1978,92,1886,swe,m,183,181,364,3233,91,69.5,3240.1666666666665
1979,92,1887,dnk,f,168,214,382,7124,321,322,7123.666666666667
1979,92,1887,dnk,m,113,119,232,3417,183,181,3417.6666666666665
1979,92,1887,fin,f,81,108,189,7124,168,214,7108.666666666667
1979,92,1887,fin,m,52,43,95,3417,113,119,3415
1979,92,1887,nor,f,184,155,339,7124,81,108,7115
1979,92,1887,nor,m,102,73,175,3417,52,43,3420
1979,92,1887,swe,f,359,368,727,7124,184,155,7133.666666666667
1979,92,1887,swe,m,202,200,402,3417,102,73,3426.6666666666665
1980,92,1888,dnk,f,214,195,409,7158,359,368,7155
1980,92,1888,dnk,m,118,114,232,3288,202,200,3288.6666666666665
1980,92,1888,fin,f,99,98,197,7158,214,195,7164.333333333333
1980,92,1888,fin,m,51,37,88,3288,118,114,3289.3333333333335
1980,92,1888,nor,f,153,160,313,7158,99,98,7158.333333333333
1980,92,1888,nor,m,91,78,169,3288,51,37,3292.6666666666665
1980,92,1888,swe,f,372,350,722,7158,153,160,7155.666666666667
1980,92,1888,swe,m,211,196,407,3288,91,78,3292.3333333333335
1981,92,1889,dnk,f,185,159,344,7438,372,350,7445.333333333333
1981,92,1889,dnk,m,129,104,233,3331,211,196,3336
1981,92,1889,fin,f,116,79,195,7438,185,159,7446.666666666667
1981,92,1889,fin,m,37,26,63,3331,129,104,3339.3333333333335
1981,92,1889,nor,f,128,142,270,7438,116,79,7450.333333333333
1981,92,1889,nor,m,97,88,185,3331,37,26,3334.6666666666665
1981,92,1889,swe,f,357,355,712,7438,128,142,7433.333333333333
1981,92,1889,swe,m,190,188,378,3331,97,88,3334
1982,92,1890,dnk,f,227,210,437,8166,357,355,8166.666666666667
1982,92,1890,dnk,m,121,119,240,3382,190,188,3382.6666666666665
1982,92,1890,fin,f,103,115,218,8166,227,210,8171.666666666667
1982,92,1890,fin,m,45,24,69,3382,121,119,3382.6666666666665
1982,92,1890,nor,f,164,154,318,8166,103,115,8162
1982,92,1890,nor,m,86,84,170,3382,45,24,3389
1982,92,1890,swe,f,359,370,729,8166,164,154,8169.333333333333
1982,92,1890,swe,m,180,195,375,3382,86,84,3382.6666666666665
1983,92,1891,dnk,f,252,248,500,8761,359,370,8757.333333333334
1983,92,1891,dnk,m,135,117,252,3740,180,195,3735
1983,92,1891,fin,f,130,108,238,8761,252,248,8762.333333333334
1983,92,1891,fin,m,42,41,83,3740,135,117,3746
1983,92,1891,nor,f,182,175,357,8761,130,108,8768.333333333334
1983,92,1891,nor,m,105,94,199,3740,42,41,3740.3333333333335
1983,92,1891,swe,f,421,368,789,8761,182,175,8763.333333333334
1983,92,1891,swe,m,206,204,410,3740,105,94,3743.6666666666665
1984,92,1892,dnk,f,252,245,497,9242,421,368,9259.666666666666
1984,92,1892,dnk,m,115,108,223,3683,206,204,3683.6666666666665
1984,92,1892,fin,f,115,114,229,9242,252,245,9244.333333333334
1984,92,1892,fin,m,34,62,96,3683,115,108,3685.3333333333335
1984,92,1892,nor,f,192,187,379,9242,115,114,9242.333333333334
1984,92,1892,nor,m,103,115,218,3683,34,62,3673.6666666666665
1984,92,1892,swe,f,419,447,866,9242,192,187,9243.666666666666
1984,92,1892,swe,m,218,216,434,3683,103,115,3679
1985,92,1893,dnk,f,252,239,491,9871,419,447,9861.666666666666
