Year,Age,Cohort,Country,Sex,TL_Deaths,TU_Deaths_Next_Year,Deaths,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1956,84,1872,swe,m,458,444,902,12738,186,192,12736
1957,84,1873,dnk,f,255,248,503,17222,492,452,17235.333333333332
1957,84,1873,dnk,m,269,230,499,12928.5,458,444,12933.166666666666
1957,84,1873,fin,f,213,245,458,17222,255,248,17224.333333333332
1957,84,1873,fin,m,133,108,241,12928.5,269,230,12941.5
1957,84,1873,nor,f,235,220.5,455.5,17222,213,245,17211.333333333332
1957,84,1873,nor,m,190.5,185,375.5,12928.5,133,108,12936.833333333334
1957,84,1873,swe,f,487,541,1028,17222,235,220.5,17226.833333333332
1957,84,1873,swe,m,478,422,900,12928.5,190.5,185,12930.333333333334
1958,84,1874,dnk,f,263,270,533,18007,487,541,17989
1958,84,1874,dnk,m,242,248,490,13401.5,478,422,13420.166666666666
1958,84,1874,fin,f,252,222,474,18007,263,270,18004.666666666668
1958,84,1874,fin,m,95,126,221,13401.5,242,248,13399.5
1958,84,1874,nor,f,249,229,478,18007,252,222,18017
1958,84,1874,nor,m,206.5,179.5,386,13401.5,95,126,13391.166666666666
1958,84,1874,swe,f,478,495,973,18007,249,229,18013.666666666668
1958,84,1874,swe,m,448,428,876,13401.5,206.5,179.5,13410.5
1959,84,1875,dnk,f,301,311,612,18751,478,495,18745.333333333332
1959,84,1875,dnk,m,253,284,537,14299,448,428,14305.666666666666
1959,84,1875,fin,f,243,215,458,18751,301,311,18747.666666666668
1959,84,1875,fin,m,114,114,228,14299,253,284,14288.666666666666
1959,84,1875,nor,f,243,257.5,500.5,18751,243,215,18760.333333333332
1959,84,1875,nor,m,219,210.5,429.5,14299,114,114,14299
1959,84,1875,swe,f,497,559,1056,18751,243,257.5,18746.166666666668
1959,84,1875,swe,m,478,487,965,14299,219,210.5,14301.833333333334
1960,84,1876,dnk,f,327,290,617,19432.5,497,559,19411.833333333332
1960,84,1876,dnk,m,271,276,547,14390,478,487,14387
1960,84,1876,fin,f,256,238,494,19432.5,327,290,19444.833333333332
1960,84,1876,fin,m,112,101,213,14390,271,276,14388.333333333334
1960,84,1876,nor,f,257.5,273,530.5,19432.5,256,238,19438.5
1960,84,1876,nor,m,249,211.5,460.5,14390,112,101,14393.666666666666
1960,84,1876,swe,f,544,545,1089,19432.5,257.5,273,19427.333333333332
1960,84,1876,swe,m,513,440,953,14390,249,211.5,14402.5
1961,84,1877,dnk,f,290,333,623,20299.5,544,545,20299.166666666668
1961,84,1877,dnk,m,317,276,593,15273.5,513,440,15297.833333333334
1961,84,1877,fin,f,313,280,593,20299.5,290,333,20285.166666666668
1961,84,1877,fin,m,143,112,255,15273.5,317,276,15287.166666666666
1961,84,1877,nor,f,259.5,259,518.5,20299.5,313,280,20310.5
1961,84,1877,nor,m,228.5,232,460.5,15273.5,143,112,15283.833333333334
1961,84,1877,swe,f,636,624,1260,20299.5,259.5,259,20299.666666666668
1961,84,1877,swe,m,573,516,1089,15273.5,228.5,232,15272.333333333334
1962,84,1878,dnk,f,336,294,630,20412,636,624,20416
1962,84,1878,dnk,m,301,267,568,15133.5,573,516,15152.5
1962,84,1878,fin,f,244,226,470,20412,336,294,20426
1962,84,1878,fin,m,123,114,237,15133.5,301,267,15144.833333333334
1962,84,1878,nor,f,282,302,584,20412,244,226,20418
1962,84,1878,nor,m,226.5,226.5,453,15133.5,123,114,15136.5
1962,84,1878,swe,f,614,581,1195,20412,282,302,20405.333333333332
1962,84,1878,swe,m,522,521,1043,15133.5,226.5,226.5,15133.5
1963,84,1879,dnk,f,290,318,608,21266.5,614,581,21277.5
1963,84,1879,dnk,m,287,325,612,15545.5,522,521,15545.833333333334
1963,84,1879,fin,f,238,246,484,21266.5,290,318,21257.166666666668
1963,84,1879,fin,m,133,138,271,15545.5,287,325,15532.833333333334
1963,84,1879,nor,f,322.5,287,609.5,21266.5,238,246,21263.833333333332
1963,84,1879,nor,m,227.5,224.5,452,15545.5,133,138,15543.833333333334
1963,84,1879,swe,f,597,549,1146,21266.5,322.5,287,21278.333333333332
1963,84,1879,swe,m,541,544,1085,15545.5,227.5,224.5,15546.5
1964,84,1880,dnk,f,338,346,684,21254,597,549,21270
1964,84,1880,dnk,m,263,280,543,15066,541,544,15065
1964,84,1880,fin,f,272,291,563,21254,338,346,21251.333333333332
1964,84,1880,fin,m,131,142,273,15066,263,280,15060.333333333334
1964,84,1880,nor,f,280,260.5,540.5,21254,272,291,21247.666666666668
1964,84,1880,nor,m,226,208,434,15066,131,142,15062.333333333334
1964,84,1880,swe,f,582,589,1171,21254,280,260.5,21260.5
1964,84,1880,swe,m,535,504,1039,15066,226,208,15072
1965,84,1881,dnk,f,322,361,683,21413.5,582,589,21411.166666666668
1965,84,1881,dnk,m,302,317,619,14915.5,535,504,14925.833333333334
1965,84,1881,fin,f,263,255,518,21413.5,322,361,21400.5
1965,84,1881,fin,m,120,117,237,14915.5,302,317,14910.5
1965,84,1881,nor,f,278.5,268,546.5,21413.5,263,255,21416.166666666668
1965,84,1881,nor,m,210.5,192.5,403,14915.5,120,117,14916.5
1965,84,1881,swe,f,540,560,1100,21413.5,278.5,268,21417
1965,84,1881,swe,m,494,517,1011,14915.5,210.5,192.5,14921.5
1966,84,1882,dnk,f,327,302,629,22554,540,560,22547.333333333332
1966,84,1882,dnk,m,318,266,584,15616,494,517,15608.333333333334
1966,84,1882,fin,f,250,290,540,22554,327,302,22562.333333333332
1966,84,1882,fin,m,152,153,305,15616,318,266,15633.333333333334
1966,84,1882,nor,f,290,269,559,22554,250,290,22540.666666666668
1966,84,1882,nor,m,233,190.5,423.5,15616,152,153,15615.666666666666
1966,84,1882,swe,f,587,604,1191,22554,290,269,22561
1966,84,1882,swe,m,481,530,1011,15616,233,190.5,15630.166666666666
1967,84,1883,dnk,f,338,343,681,23643.5,587,604,23637.833333333332
1967,84,1883,dnk,m,268,267,535,15634.5,481,530,15618.166666666666
1967,84,1883,fin,f,257,329,586,23643.5,338,343,23641.833333333332
1967,84,1883,fin,m,140,155,295,15634.5,268,267,15634.833333333334
1967,84,1883,nor,f,276.5,283,559.5,23643.5,257,329,23619.5
1967,84,1883,nor,m,229.5,207,436.5,15634.5,140,155,15629.5
1967,84,1883,swe,f,602,688,1290,23643.5,276.5,283,23641.333333333332
1967,84,1883,swe,m,502,516,1018,15634.5,229.5,207,15642
1968,84,1884,dnk,f,342,362,704,25137,602,688,25108.333333333332
1968,84,1884,dnk,m,301,318,619,16785,502,516,16780.333333333332
1968,84,1884,fin,f,278,265,543,25137,342,362,25130.333333333332
1968,84,1884,fin,m,141,131,272,16785,301,318,16779.333333333332
1968,84,1884,nor,f,302,294.5,596.5,25137,278,265,25141.333333333332
1968,84,1884,nor,m,231,239.5,470.5,16785,141,131,16788.333333333332
1968,84,1884,swe,f,576,684,1260,25137,302,294.5,25139.5
1968,84,1884,swe,m,563,542,1105,16785,231,239.5,16782.166666666668
1969,84,1885,dnk,f,347,371,718,25637.5,576,684,25601.5
1969,84,1885,dnk,m,261,330,591,16989,563,542,16996
1969,84,1885,fin,f,301,261,562,25637.5,347,371,25629.5
1969,84,1885,fin,m,152,148,300,16989,261,330,16966
1969,84,1885,nor,f,312.5,303,615.5,25637.5,301,261,25650.833333333332
1969,84,1885,nor,m,252,226,478,16989,152,148,16990.333333333332
1969,84,1885,swe,f,672,621,1293,25637.5,312.5,303,25640.666666666668
1969,84,1885,swe,m,546,538,1084,16989,252,226,16997.666666666668
1970,84,1886,dnk,f,373,327,700,26794,672,621,26811
1970,84,1886,dnk,m,265,313,578,17482,546,538,17484.666666666668
1970,84,1886,fin,f,286,273,559,26794,373,327,26809.333333333332
1970,84,1886,fin,m,141,136,277,17482,265,313,17466
1970,84,1886,nor,f,305,277,582,26794,286,273,26798.333333333332
1970,84,1886,nor,m,248,223.5,471.5,17482,141,136,17483.666666666668
1970,84,1886,swe,f,621,649,1270,26794,305,277,26803.333333333332
1970,84,1886,swe,m,537,531,1068,17482,248,223.5,17490.166666666668
1971,84,1887,dnk,f,356,345,701,28155.5,621,649,28146.166666666668
1971,84,1887,dnk,m,296,300,596,18041.5,537,531,18043.5
1971,84,1887,fin,f,304,316,620,28155.5,356,345,28159.166666666668
1971,84,1887,fin,m,163,148,311,18041.5,296,300,18040.166666666668
1971,84,1887,nor,f,309.5,329.5,639,28155.5,304,316,28151.5
1971,84,1887,nor,m,262.5,265,527.5,18041.5,163,148,18046.5
1971,84,1887,swe,f,672,686,1358,28155.5,309.5,329.5,28148.833333333332
1971,84,1887,swe,m,581,577,1158,18041.5,262.5,265,18040.666666666668
1972,84,1888,dnk,f,387,379,766,28225.5,672,686,28220.833333333332
1972,84,1888,dnk,m,289,284,573,17830,581,577,17831.333333333332
1972,84,1888,fin,f,328,255,583,28225.5,387,379,28228.166666666668
1972,84,1888,fin,m,139,150,289,17830,289,284,17831.666666666668
1972,84,1888,nor,f,325.5,333.5,659,28225.5,328,255,28249.833333333332
1972,84,1888,nor,m,242,260,502,17830,139,150,17826.333333333332
1972,84,1888,swe,f,691,672,1363,28225.5,325.5,333.5,28222.833333333332
1972,84,1888,swe,m,596,585,1181,17830,242,260,17824
1973,84,1889,dnk,f,345,345,690,28933,691,672,28939.333333333332
1973,84,1889,dnk,m,316,321,637,17824.5,596,585,17828.166666666668
1973,84,1889,fin,f,276,287,563,28933,345,345,28933
1973,84,1889,fin,m,138,156,294,17824.5,316,321,17822.833333333332
1973,84,1889,nor,f,311,311,622,28933,276,287,28929.333333333332
1973,84,1889,nor,m,233.5,241,474.5,17824.5,138,156,17818.5
1973,84,1889,swe,f,690,673,1363,28933,311,311,28933
1973,84,1889,swe,m,578,604,1182,17824.5,233.5,241,17822
1974,84,1890,dnk,f,382,370,752,30577.5,690,673,30583.166666666668
1974,84,1890,dnk,m,298,328,626,18251.5,578,604,18242.833333333332
1974,84,1890,fin,f,292,290,582,30577.5,382,370,30581.5
1974,84,1890,fin,m,158,141,299,18251.5,298,328,18241.5
1974,84,1890,nor,f,343.5,339.5,683,30577.5,292,290,30578.166666666668
1974,84,1890,nor,m,275.5,243,518.5,18251.5,158,141,18257.166666666668
1974,84,1890,swe,f,653,722,1375,30577.5,343.5,339.5,30578.833333333332
1974,84,1890,swe,m,593,621,1214,18251.5,275.5,243,18262.333333333332
1975,84,1891,dnk,f,369,453,822,32404.5,653,722,32381.5
1975,84,1891,dnk,m,314,363,677,19238.5,593,621,19229.166666666668
1975,84,1891,fin,f,318,321,639,32404.5,369,453,32376.5
1975,84,1891,fin,m,147,163,310,19238.5,314,363,19222.166666666668
1975,84,1891,nor,f,332.5,346.5,679,32404.5,318,321,32403.5
1975,84,1891,nor,m,290.5,238,528.5,19238.5,147,163,19233.166666666668
1975,84,1891,swe,f,754,790,1544,32404.5,332.5,346.5,32399.833333333332
1975,84,1891,swe,m,596,650,1246,19238.5,290.5,238,19256
1976,84,1892,dnk,f,389,383,772,32716.5,754,790,32704.5
1976,84,1892,dnk,m,343,279,622,19044.5,596,650,19026.5
1976,84,1892,fin,f,256,267,523,32716.5,389,383,32718.5
1976,84,1892,fin,m,154,156,310,19044.5,343,279,19065.833333333332
1976,84,1892,nor,f,318.5,332.5,651,32716.5,256,267,32712.833333333332
1976,84,1892,nor,m,272.5,239.5,512,19044.5,154,156,19043.833333333332
1976,84,1892,swe,f,715,754,1469,32716.5,318.5,332.5,32711.833333333332
1976,84,1892,swe,m,623,576,1199,19044.5,272.5,239.5,19055.5
1977,84,1893,dnk,f,413,406,819,34856,715,754,34843
1977,84,1893,dnk,m,313,364,677,19971,623,576,19986.666666666668
1977,84,1893,fin,f,278,296,574,34856,413,406,34858.333333333336
1977,84,1893,fin,m,172,175,347,19971,313,364,19954
1977,84,1893,nor,f,352,361.5,713.5,34856,278,296,34850
1977,84,1893,nor,m,269,276.5,545.5,19971,172,175,19970
1977,84,1893,swe,f,769,774,1543,34856,352,361.5,34852.833333333336
1977,84,1893,swe,m,617,614,1231,19971,269,276.5,19968.5
1978,84,1894,dnk,f,397,421,818,36119.5,769,774,36117.833333333336
1978,84,1894,dnk,m,325,363,688,20413.5,617,614,20414.5
1978,84,1894,fin,f,292,342,634,36119.5,397,421,36111.5
1978,84,1894,fin,m,196,168,364,20413.5,325,363,20400.833333333332
1978,84,1894,nor,f,355.5,354,709.5,36119.5,292,342,36102.833333333336
1978,84,1894,nor,m,270.5,258.5,529,20413.5,196,168,20422.833333333332
1978,84,1894,swe,f,787,803,1590,36119.5,355.5,354,36120
1978,84,1894,swe,m,632,582,1214,20413.5,270.5,258.5,20417.5
1979,84,1895,dnk,f,429,472,901,38337.5,787,803,38332.166666666664
1979,84,1895,dnk,m,370,325,695,21229.5,632,582,21246.166666666668
1979,84,1895,fin,f,334,344,678,38337.5,429,472,38323.166666666664
1979,84,1895,fin,m,176,195,371,21229.5,370,325,21244.5
1979,84,1895,nor,f,404.5,357,761.5,38337.5,334,344,38334.166666666664
1979,84,1895,nor,m,301.5,279,580.5,21229.5,176,195,21223.166666666668
1979,84,1895,swe,f,803,822,1625,38337.5,404.5,357,38353.333333333336
1979,84,1895,swe,m,674,639,1313,21229.5,301.5,279,21237
1980,84,1896,dnk,f,476,480,956,39902,803,822,39895.666666666664
1980,84,1896,dnk,m,354,374,728,21880,674,639,21891.666666666668
1980,84,1896,fin,f,370,356,726,39902,476,480,39900.666666666664
1980,84,1896,fin,m,171,182,353,21880,354,374,21873.333333333332
1980,84,1896,nor,f,400,393,793,39902,370,356,39906.666666666664
1980,84,1896,nor,m,301,301,602,21880,171,182,21876.333333333332
1980,84,1896,swe,f,854,893,1747,39902,400,393,39904.333333333336
1980,84,1896,swe,m,676,721,1397,21880,301,301,21880
1981,84,1897,dnk,f,486,448,934,40826,854,893,40813
1981,84,1897,dnk,m,363,328,691,21872,676,721,21857
1981,84,1897,fin,f,366,327,693,40826,486,448,40838.666666666664
1981,84,1897,fin,m,185,166,351,21872,363,328,21883.666666666668
1981,84,1897,nor,f,402,362,764,40826,366,327,40839
1981,84,1897,nor,m,317,290,607,21872,185,166,21878.333333333332
1981,84,1897,swe,f,873,829,1702,40826,402,362,40839.333333333336
1981,84,1897,swe,m,678,675,1353,21872,317,290,21881
1982,84,1898,dnk,f,497,478,975,43155,873,829,43169.666666666664
1982,84,1898,dnk,m,360,372,732,22989,678,675,22990
1982,84,1898,fin,f,371,392,763,43155,497,478,43161.333333333336
1982,84,1898,fin,m,201,202,403,22989,360,372,22985
1982,84,1898,nor,f,385,381,766,43155,371,392,43148
1982,84,1898,nor,m,310,302,612,22989,201,202,22988.666666666668
1982,84,1898,swe,f,811,873,1684,43155,385,381,43156.333333333336
1982,84,1898,swe,m,681,709,1390,22989,310,302,22991.666666666668
1983,84,1899,dnk,f,468,472,940,44124,811,873,44103.333333333336
1983,84,1899,dnk,m,349,356,705,22841,681,709,22831.666666666668
1983,84,1899,fin,f,407,415,822,44124,468,472,44122.666666666664
1983,84,1899,fin,m,207,199,406,22841,349,356,22838.666666666668
1983,84,1899,nor,f,402,365,767,44124,407,415,44121.333333333336
1983,84,1899,nor,m,323,297,620,22841,207,199,22843.666666666668
1983,84,1899,swe,f,853,818,1671,44124,402,365,44136.333333333336
1983,84,1899,swe,m,684,695,1379,22841,323,297,22849.666666666668
1984,84,1900,dnk,f,477,506,983,46607,853,818,46618.666666666664
1984,84,1900,dnk,m,351,397,748,23896,684,695,23892.333333333332
1984,84,1900,fin,f,400,429,829,46607,477,506,46597.333333333336
1984,84,1900,fin,m,221,223,444,23896,351,397,23880.666666666668
1984,84,1900,nor,f,431,424,855,46607,400,429,46597.333333333336
1984,84,1900,nor,m,325,349,674,23896,221,223,23895.333333333332
1984,84,1900,swe,f,852,957,1809,46607,431,424,46609.333333333336
1984,84,1900,swe,m,728,732,1460,23896,325,349,23888
1985,84,1901,dnk,f,470,529,999,48646,852,957,48611
1985,84,1901,dnk,m,318,376,694,24679,728,732,24677.666666666668
1985,84,1901,fin,f,456,432,888,48646,470,529,48626.333333333336
1985,84,1901,fin,m,229,247,476,24679,318,376,24659.666666666668
1985,84,1901,nor,f,401,425,826,48646,456,432,48654
1985,84,1901,nor,m,318,331,649,24679,229,247,24673
1985,84,1901,swe,f,913,1014,1927,48646,401,425,48638
1985,84,1901,swe,m,722,781,1503,24679,318,331,24674.666666666668
1986,84,1902,dnk,f,514,536,1050,50238,913,1014,50204.333333333336
1986,84,1902,dnk,m,370,396,766,25485,722,781,25465.333333333332
1986,84,1902,fin,f,488,492,980,50238,514,536,50230.666666666664
1986,84,1902,fin,m,226,241,467,25485,370,396,25476.333333333332
1986,84,1902,nor,f,447,447,894,50238,488,492,50236.666666666664
1986,84,1902,nor,m,341,343,684,25485,226,241,25480
1986,84,1902,swe,f,895,971,1866,50238,447,447,50238
1986,84,1902,swe,m,730,754,1484,25485,341,343,25484.333333333332
1987,84,1903,dnk,f,527,511,1038,50694,895,971,50668.666666666664
1987,84,1903,dnk,m,372,350,722,25694,730,754,25686
1987,84,1903,fin,f,444,461,905,50694,527,511,50699.333333333336
