adec;sexe;age_atteint;age_revolu;nbdec
2020;1;82;82;4909
2020;1;83;82;4465
2020;1;83;83;5106
2020;1;84;83;4839
2020;1;84;84;5418
2020;1;85;84;5070
2020;1;85;85;5699
2020;1;86;85;5344
2020;1;86;86;5795
2020;1;87;86;5370
2020;1;87;87;5869
2020;1;88;87;5653
2020;1;88;88;6158
2020;1;89;88;5472
2020;1;89;89;5974
2020;1;90;89;5422
2020;1;90;90;5649
2020;1;91;90;4808
2020;1;91;91;5008
2020;1;92;91;4382
2020;1;92;92;4515
2020;1;93;92;4007
2020;1;93;93;3767
2020;1;94;93;3383
2020;1;94;94;3332
2020;1;95;94;2880
2020;1;95;95;2670
2020;1;96;95;2265
2020;1;96;96;2123
2020;1;97;96;1791
2020;1;97;97;1505
2020;1;98;97;1261
2020;1;98;98;1136
2020;1;99;98;960
2020;1;99;99;807
2020;1;100;99;696
2020;1;100;100;552
2020;1;101;100;307
2020;1;101;101;181
2020;1;102;101;159
2020;1;102;102;106
2020;1;103;102;82
2020;1;103;103;63
2020;1;104;103;37
2020;1;104;104;37
2020;1;105;104;20
2020;1;105;105;22
2020;1;106;105;31
2020;1;106;106;13
2020;1;107;106;9
2020;1;107;107;5
2020;1;108;107;6
2020;1;108;108;2
2020;1;109;109;2
2020;1;110;109;2
2020;1;110;110;1
2020;2;0;0;948
2020;2;1;0;90
2020;2;1;1;35
2020;2;2;1;34
2020;2;2;2;32
2020;2;3;2;15
2020;2;3;3;18
2020;2;4;3;9
2020;2;4;4;15
2020;2;5;4;10
2020;2;5;5;10
2020;2;6;5;11
2020;2;6;6;7
2020;2;7;6;14
2020;2;7;7;10
2020;2;8;7;8
2020;2;8;8;15
2020;2;9;8;8
2020;2;9;9;8
2020;2;10;9;10
2020;2;10;10;10
2020;2;11;10;11
2020;2;11;11;13
2020;2;12;11;15
2020;2;12;12;14
2020;2;13;12;12
2020;2;13;13;12
2020;2;14;13;18
2020;2;14;14;17
2020;2;15;14;12
2020;2;15;15;18
2020;2;16;15;17
2020;2;16;16;11
2020;2;17;16;27
2020;2;17;17;20
2020;2;18;17;20
2020;2;18;18;36
2020;2;19;18;45
2020;2;19;19;27
2020;2;20;19;29
2020;2;20;20;36
2020;2;21;20;35
2020;2;21;21;25
2020;2;22;21;40
2020;2;22;22;44
2020;2;23;22;35
2020;2;23;23;40
2020;2;24;23;47
2020;2;24;24;26
2020;2;25;24;36
2020;2;25;25;35
2020;2;26;25;38
2020;2;26;26;26
2020;2;27;26;36
2020;2;27;27;46
2020;2;28;27;34
2020;2;28;28;36
2020;2;29;28;57
2020;2;29;29;49
2020;2;30;29;59
2020;2;30;30;64
2020;2;31;30;62
2020;2;31;31;70
2020;2;32;31;69
2020;2;32;32;65
2020;2;33;32;62
2020;2;33;33;76
2020;2;34;33;85
2020;2;34;34;74
2020;2;35;34;84
2020;2;35;35;89
2020;2;36;35;94
2020;2;36;36;87
2020;2;37;36;98
2020;2;37;37;103
2020;2;38;37;93
2020;2;38;38;109
2020;2;39;38;119
2020;2;39;39;145
2020;2;40;39;119
2020;2;40;40;145
2020;2;41;40;140
2020;2;41;41;168
2020;2;42;41;146
2020;2;42;42;173
2020;2;43;42;160
2020;2;43;43;210
2020;2;44;43;168
2020;2;44;44;197
2020;2;45;44;208
2020;2;45;45;249
2020;2;46;45;213
2020;2;46;46;251
2020;2;47;46;279
2020;2;47;47;329
2020;2;48;47;320
2020;2;48;48;338
2020;2;49;48;374
2020;2;49;49;396
2020;2;50;49;402
2020;2;50;50;427
2020;2;51;50;448
2020;2;51;51;459
2020;2;52;51;442
2020;2;52;52;510
2020;2;53;52;520
2020;2;53;53;544
2020;2;54;53;554
2020;2;54;54;630
2020;2;55;54;551
2020;2;55;55;622
2020;2;56;55;689
2020;2;56;56;685
2020;2;57;56;711
2020;2;57;57;776
2020;2;58;57;754
2020;2;58;58;778
2020;2;59;58;849
2020;2;59;59;874
2020;2;60;59;888
2020;2;60;60;958
2020;2;61;60;946
2020;2;61;61;1038
2020;2;62;61;991
2020;2;62;62;1056
2020;2;63;62;1067
2020;2;63;63;1143
2020;2;64;63;1165
2020;2;64;64;1284
2020;2;65;64;1231
2020;2;65;65;1359
2020;2;66;65;1305
2020;2;66;66;1461
2020;2;67;66;1343
2020;2;67;67;1490
2020;2;68;67;1401
2020;2;68;68;1647
2020;2;69;68;1528
2020;2;69;69;1771
2020;2;70;69;1611
2020;2;70;70;2014
2020;2;71;70;1898
2020;2;71;71;2019
2020;2;72;71;1938
2020;2;72;72;2160
2020;2;73;72;2069
2020;2;73;73;2297
2020;2;74;73;2217
2020;2;74;74;2458
2020;2;75;74;1873
2020;2;75;75;2155
2020;2;76;75;2021
2020;2;76;76;2229
2020;2;77;76;2247
2020;2;77;77;2461
2020;2;78;77;2249
2020;2;78;78;2452
2020;2;79;78;2389
2020;2;79;79;2476
2020;2;80;79;2569
2020;2;80;80;3173
2020;2;81;80;3163
2020;2;81;81;3713
2020;2;82;81;3515
2020;2;82;82;4041
2020;2;83;82;3888
2020;2;83;83;4434
2020;2;84;83;4391
2020;2;84;84;5045
2020;2;85;84;4855
2020;2;85;85;5570
2020;2;86;85;5562
2020;2;86;86;6385
2020;2;87;86;6091
2020;2;87;87;6802
2020;2;88;87;6671
2020;2;88;88;7537
2020;2;89;88;7229
2020;2;89;89;7897
2020;2;90;89;7499
2020;2;90;90;8229
2020;2;91;90;7619
2020;2;91;91;8226
2020;2;92;91;7670
2020;2;92;92;8036
2020;2;93;92;7206
2020;2;93;93;7560
2020;2;94;93;6910
2020;2;94;94;7235
2020;2;95;94;6548
2020;2;95;95;6355
2020;2;96;95;5771
2020;2;96;96;5436
2020;2;97;96;4916
2020;2;97;97;4595
2020;2;98;97;4115
2020;2;98;98;3754
2020;2;99;98;3460
2020;2;99;99;2966
2020;2;100;99;2492
2020;2;100;100;2260
2020;2;101;100;1387
2020;2;101;101;847
2020;2;102;101;783
2020;2;102;102;600
2020;2;103;102;453
2020;2;103;103;355
2020;2;104;103;309
2020;2;104;104;229
2020;2;105;104;167
2020;2;105;105;204
2020;2;106;105;190
2020;2;106;106;132
2020;2;107;106;118
2020;2;107;107;85
2020;2;108;107;56
2020;2;108;108;36
2020;2;109;108;38
2020;2;109;109;19
2020;2;110;109;10
2020;2;110;110;9
2020;2;111;110;5
2020;2;111;111;4
2020;2;112;111;4
2020;2;112;112;2
2020;2;113;113;2
2020;2;114;114;1
2021;1;0;0;1230
2021;1;1;0;101
2021;1;1;1;45
2021;1;2;1;38
2021;1;2;2;33
2021;1;3;2;24
2021;1;3;3;21
2021;1;4;3;17
2021;1;4;4;27
2021;1;5;4;19
2021;1;5;5;24
2021;1;6;5;18
2021;1;6;6;11
2021;1;7;6;25
2021;1;7;7;18
2021;1;8;7;15
2021;1;8;8;12
2021;1;9;8;16
2021;1;9;9;13
2021;1;10;9;12
2021;1;10;10;11
2021;1;11;10;15
2021;1;11;11;15
2021;1;12;11;14
2021;1;12;12;14
2021;1;13;12;23
2021;1;13;13;23
2021;1;14;13;31
2021;1;14;14;27
2021;1;15;14;20
2021;1;15;15;24
2021;1;16;15;40
2021;1;16;16;40
2021;1;17;16;53
2021;1;17;17;54
2021;1;18;17;64
2021;1;18;18;71
2021;1;19;18;62
2021;1;19;19;94
2021;1;20;19;88
2021;1;20;20;109
2021;1;21;20;100
2021;1;21;21;113
2021;1;22;21;113
2021;1;22;22;119
2021;1;23;22;111
2021;1;23;23;94
2021;1;24;23;101
2021;1;24;24;104
2021;1;25;24;105
2021;1;25;25;113
2021;1;26;25;91
2021;1;26;26;107
2021;1;27;26;130
2021;1;27;27;125
2021;1;28;27;96
2021;1;28;28;128
2021;1;29;28;118
2021;1;29;29;136
2021;1;30;29;127
2021;1;30;30;149
2021;1;31;30;150
2021;1;31;31;150
2021;1;32;31;177
2021;1;32;32;156
2021;1;33;32;167
2021;1;33;33;181
2021;1;34;33;147
2021;1;34;34;191
2021;1;35;34;170
2021;1;35;35;218
2021;1;36;35;219
2021;1;36;36;222
2021;1;37;36;198
2021;1;37;37;247
2021;1;38;37;225
2021;1;38;38;242
2021;1;39;38;238
2021;1;39;39;287
2021;1;40;39;286
2021;1;40;40;296
2021;1;41;40;308
2021;1;41;41;333
2021;1;42;41;316
2021;1;42;42;353
2021;1;43;42;313
2021;1;43;43;375
2021;1;44;43;396
2021;1;44;44;361
2021;1;45;44;398
2021;1;45;45;433
2021;1;46;45;436
2021;1;46;46;484
2021;1;47;46;512
2021;1;47;47;546
2021;1;48;47;592
2021;1;48;48;644
2021;1;49;48;688
2021;1;49;49;739
2021;1;50;49;711
2021;1;50;50;794
2021;1;51;50;786
2021;1;51;51;882
2021;1;52;51;834
2021;1;52;52;923
2021;1;53;52;922
2021;1;53;53;1034
2021;1;54;53;1022
2021;1;54;54;1038
2021;1;55;54;1179
2021;1;55;55;1244
2021;1;56;55;1227
2021;1;56;56;1317
2021;1;57;56;1424
2021;1;57;57;1490
2021;1;58;57;1411
2021;1;58;58;1574
2021;1;59;58;1534
2021;1;59;59;1563
2021;1;60;59;1679
2021;1;60;60;1909
2021;1;61;60;1740
2021;1;61;61;1963
2021;1;62;61;1993
2021;1;62;62;2088
2021;1;63;62;2059
2021;1;63;63;2291
2021;1;64;63;2278
2021;1;64;64;2440
2021;1;65;64;2372
2021;1;65;65;2555
2021;1;66;65;2535
2021;1;66;66;2826
2021;1;67;66;2780
2021;1;67;67;2977
2021;1;68;67;2777
2021;1;68;68;3076
2021;1;69;68;3035
2021;1;69;69;3284
2021;1;70;69;3095
2021;1;70;70;3466
2021;1;71;70;3478
2021;1;71;71;3754
2021;1;72;71;3559
2021;1;72;72;3877
2021;1;73;72;3833
2021;1;73;73;4139
2021;1;74;73;4103
2021;1;74;74;4328
2021;1;75;74;4134
2021;1;75;75;4345
2021;1;76;75;3301
2021;1;76;76;3513
2021;1;77;76;3528
2021;1;77;77;3725
2021;1;78;77;3627
2021;1;78;78;3797
2021;1;79;78;3730
2021;1;79;79;3799
2021;1;80;79;3734
2021;1;80;80;3441
2021;1;81;80;3796
2021;1;81;81;4097
2021;1;82;81;4414
2021;1;82;82;4521
2021;1;83;82;4661
2021;1;83;83;4810
2021;1;84;83;4937
2021;1;84;84;4966
2021;1;85;84;5160
2021;1;85;85;5187
2021;1;86;85;5140
2021;1;86;86;5189
2021;1;87;86;5528
2021;1;87;87;5571
2021;1;88;87;5423
2021;1;88;88;5349
2021;1;89;88;5486
2021;1;89;89;5483
2021;1;90;89;5419
2021;1;90;90;5075
2021;1;91;90;5137
2021;1;91;91;4855
2021;1;92;91;4516
2021;1;92;92;4114
2021;1;93;92;4068
2021;1;93;93;3710
2021;1;94;93;3434
2021;1;94;94;2913
2021;1;95;94;2888
2021;1;95;95;2431
2021;1;96;95;2150
2021;1;96;96;1883
2021;1;97;96;1769
2021;1;97;97;1399
2021;1;98;97;1267
2021;1;98;98;1041
2021;1;99;98;939
2021;1;99;99;682
2021;1;100;99;657
2021;1;100;100;520
2021;1;101;100;442
2021;1;101;101;328
2021;1;102;101;194
2021;1;102;102;88
2021;1;103;102;69
2021;1;103;103;47
2021;1;104;103;47
2021;1;104;104;27
2021;1;105;104;20
2021;1;105;105;11
2021;1;106;105;15
2021;1;106;106;8
2021;1;107;106;10
2021;1;107;107;8
2021;1;108;107;3
2021;1;108;108;2
2021;1;109;108;2
2021;1;110;109;1
2021;1;112;112;2
2021;2;0;0;985
2021;2;1;0;76
2021;2;1;1;32
2021;2;2;1;37
2021;2;2;2;26
2021;2;3;2;25
2021;2;3;3;15
2021;2;4;3;18
2021;2;4;4;16
2021;2;5;4;12
2021;2;5;5;12
2021;2;6;5;11
2021;2;6;6;12
2021;2;7;6;12
2021;2;7;7;9
2021;2;8;7;7
2021;2;8;8;10
2021;2;9;8;11
2021;2;9;9;5
2021;2;10;9;5
2021;2;10;10;8
2021;2;11;10;14
2021;2;11;11;6
2021;2;12;11;11
2021;2;12;12;11
2021;2;13;12;21
2021;2;13;13;18
2021;2;14;13;10
2021;2;14;14;19
2021;2;15;14;23
2021;2;15;15;23
2021;2;16;15;20
2021;2;16;16;27
2021;2;17;16;18
2021;2;17;17;16
2021;2;18;17;21
2021;2;18;18;33
2021;2;19;18;31
2021;2;19;19;36
2021;2;20;19;46
2021;2;20;20;42
2021;2;21;20;43
2021;2;21;21;34
2021;2;22;21;35
2021;2;22;22;27
2021;2;23;22;38
2021;2;23;23;42
2021;2;24;23;23
2021;2;24;24;39
2021;2;25;24;41
2021;2;25;25;40
2021;2;26;25;46
2021;2;26;26;30
2021;2;27;26;33
2021;2;27;27;40
2021;2;28;27;43
2021;2;28;28;52
2021;2;29;28;50
2021;2;29;29;47
2021;2;30;29;67
2021;2;30;30;56
2021;2;31;30;55
2021;2;31;31;59
2021;2;32;31;55
2021;2;32;32;59
2021;2;33;32;67
2021;2;33;33;75
2021;2;34;33;76
2021;2;34;34;79
2021;2;35;34;86
2021;2;35;35;99
2021;2;36;35;98
2021;2;36;36;112
2021;2;37;36;83
2021;2;37;37;103
2021;2;38;37;102
2021;2;38;38;110
2021;2;39;38;106
2021;2;39;39;123
2021;2;40;39;151
2021;2;40;40;132
2021;2;41;40;169
2021;2;41;41;165
2021;2;42;41;151
2021;2;42;42;185
2021;2;43;42;175
2021;2;43;43;200
2021;2;44;43;172
2021;2;44;44;189
2021;2;45;44;179
2021;2;45;45;237
2021;2;46;45;222
2021;2;46;46;249
2021;2;47;46;235
2021;2;47;47;254
2021;2;48;47;283
2021;2;48;48;349
2021;2;49;48;313
2021;2;49;49;396
2021;2;50;49;362
2021;2;50;50;437
2021;2;51;50;405
2021;2;51;51;530
2021;2;52;51;464
2021;2;52;52;499
2021;2;53;52;500
2021;2;53;53;522
2021;2;54;53;539
2021;2;54;54;589
2021;2;55;54;598
2021;2;55;55;668
2021;2;56;55;632
2021;2;56;56;709
2021;2;57;56;657
2021;2;57;57;711
2021;2;58;57;752
2021;2;58;58;810
2021;2;59;58;824
2021;2;59;59;864
2021;2;60;59;867
2021;2;60;60;928
2021;2;61;60;909
2021;2;61;61;1034
2021;2;62;61;1026
2021;2;62;62;1119
2021;2;63;62;1093
2021;2;63;63;1181
2021;2;64;63;1249
2021;2;64;64;1249
2021;2;65;64;1289
2021;2;65;65;1429
2021;2;66;65;1371
2021;2;66;66;1462
2021;2;67;66;1471
2021;2;67;67;1517
2021;2;68;67;1435
2021;2;68;68;1595
2021;2;69;68;1688
2021;2;69;69;1803
2021;2;70;69;1722
2021;2;70;70;1905
2021;2;71;70;1965
2021;2;71;71;2054
2021;2;72;71;2070
2021;2;72;72;2241
2021;2;73;72;2120
2021;2;73;73;2415
2021;2;74;73;2373
2021;2;74;74;2500
2021;2;75;74;2556
2021;2;75;75;2621
2021;2;76;75;2127
2021;2;76;76;2273
2021;2;77;76;2207
2021;2;77;77;2465
2021;2;78;77;2408
2021;2;78;78;2536
2021;2;79;78;2561
2021;2;79;79;2648
2021;2;80;79;2656
2021;2;80;80;2584
2021;2;81;80;2959
2021;2;81;81;3275
2021;2;82;81;3609
2021;2;82;82;3760
2021;2;83;82;3904
2021;2;83;83;4229
2021;2;84;83;4321
2021;2;84;84;4711
2021;2;85;84;4892
2021;2;85;85;5167
2021;2;86;85;5389
2021;2;86;86;5612
2021;2;87;86;5980
2021;2;87;87;6317
2021;2;88;87;6419
2021;2;88;88;6690
2021;2;89;88;7101
2021;2;89;89;7209
2021;2;90;89;7395
2021;2;90;90;7503
2021;2;91;90;7660
2021;2;91;91;7679
2021;2;92;91;7456
2021;2;92;92;7332
2021;2;93;92;7370
2021;2;93;93;7019
2021;2;94;93;6873
2021;2;94;94;6329
2021;2;95;94;6415
2021;2;95;95;5916
2021;2;96;95;5664
2021;2;96;96;5157
2021;2;97;96;4811
2021;2;97;97;4287
2021;2;98;97;4049
2021;2;98;98;3584
2021;2;99;98;3256
2021;2;99;99;2825
2021;2;100;99;2510
2021;2;100;100;2119
2021;2;101;100;1939
2021;2;101;101;1579
2021;2;102;101;910
2021;2;102;102;540
2021;2;103;102;483
2021;2;103;103;368
2021;2;104;103;307
2021;2;104;104;200
2021;2;105;104;174
2021;2;105;105;109
2021;2;106;105;103
2021;2;106;106;105
2021;2;107;106;120
2021;2;107;107;72
2021;2;108;107;62
2021;2;108;108;44
2021;2;109;108;26
2021;2;109;109;22
2021;2;110;109;17
2021;2;110;110;7
2021;2;111;110;9
2021;2;111;111;4
2021;2;112;111;3
2021;2;112;112;4
2021;2;114;113;2
2021;2;116;116;1
2022;1;0;0;1255
2022;1;1;0;164
2022;1;1;1;43
2022;1;2;1;39
2022;1;2;2;40
2022;1;3;2;26
2022;1;3;3;34
2022;1;4;3;18
2022;1;4;4;15
2022;1;5;4;16
2022;1;5;5;20
2022;1;6;5;12
2022;1;6;6;20
2022;1;7;6;17
2022;1;7;7;17
2022;1;8;7;6
2022;1;8;8;13
2022;1;9;8;17
2022;1;9;9;16
2022;1;10;9;19
2022;1;10;10;16
2022;1;11;10;21
2022;1;11;11;22
2022;1;12;11;18
2022;1;12;12;16
2022;1;13;12;22
2022;1;13;13;19
2022;1;14;13;24
2022;1;14;14;23
2022;1;15;14;39
2022;1;15;15;31
2022;1;16;15;37
2022;1;16;16;53
2022;1;17;16;46
2022;1;17;17;50
2022;1;18;17;49
2022;1;18;18;65
2022;1;19;18;88
2022;1;19;19;103
2022;1;20;19;102
2022;1;20;20;111
2022;1;21;20;102
2022;1;21;21;113
2022;1;22;21;127
2022;1;22;22;117
2022;1;23;22;106
2022;1;23;23;118
2022;1;24;23;114
2022;1;24;24;124
2022;1;25;24;109
2022;1;25;25;108
2022;1;26;25;115
2022;1;26;26;114
2022;1;27;26;119
2022;1;27;27;111
2022;1;28;27;125
2022;1;28;28;131
2022;1;29;28;128
2022;1;29;29;126
2022;1;30;29;124
2022;1;30;30;138
2022;1;31;30;151
2022;1;31;31;130
2022;1;32;31;154
2022;1;32;32;164
2022;1;33;32;164
2022;1;33;33;172
2022;1;34;33;179
2022;1;34;34;193
2022;1;35;34;177
2022;1;35;35;211
2022;1;36;35;191
2022;1;36;36;207
2022;1;37;36;246
2022;1;37;37;214
2022;1;38;37;253
2022;1;38;38;263
2022;1;39;38;279
2022;1;39;39;275
2022;1;40;39;325
2022;1;40;40;312
2022;1;41;40;329
2022;1;41;41;336
2022;1;42;41;347
2022;1;42;42;381
2022;1;43;42;369
2022;1;43;43;423
2022;1;44;43;339
2022;1;44;44;371
2022;1;45;44;418
2022;1;45;45;425
2022;1;46;45;427
2022;1;46;46;488
2022;1;47;46;459
2022;1;47;47;559
2022;1;48;47;536
2022;1;48;48;570
2022;1;49;48;684
2022;1;49;49;653
2022;1;50;49;719
2022;1;50;50;780
2022;1;51;50;829
2022;1;51;51;855
2022;1;52;51;845
2022;1;52;52;959
2022;1;53;52;910
2022;1;53;53;1036
2022;1;54;53;977
2022;1;54;54;1110
2022;1;55;54;1054
2022;1;55;55;1106
2022;1;56;55;1209
2022;1;56;56;1342
2022;1;57;56;1290
2022;1;57;57;1442
2022;1;58;57;1431
2022;1;58;58;1598
2022;1;59;58;1520
2022;1;59;59;1664
2022;1;60;59;1545
2022;1;60;60;1773
2022;1;61;60;1805
2022;1;61;61;1968
2022;1;62;61;1871
2022;1;62;62;2135
2022;1;63;62;2096
2022;1;63;63;2242
2022;1;64;63;2278
2022;1;64;64;2327
2022;1;65;64;2447
2022;1;65;65;2542
2022;1;66;65;2447
2022;1;66;66;2834
2022;1;67;66;2702
2022;1;67;67;2759
2022;1;68;67;2882
2022;1;68;68;2979
2022;1;69;68;2849
2022;1;69;69;3076
2022;1;70;69;3210
2022;1;70;70;3359
2022;1;71;70;3290
2022;1;71;71;3503
2022;1;72;71;3534
2022;1;72;72;3895
2022;1;73;72;3659
2022;1;73;73;4189
2022;1;74;73;4041
2022;1;74;74;4347
2022;1;75;74;4063
2022;1;75;75;4490
2022;1;76;75;4211
2022;1;76;76;4601
2022;1;77;76;3444
2022;1;77;77;3707
2022;1;78;77;3576
2022;1;78;78;3883
2022;1;79;78;3754
2022;1;79;79;4056
2022;1;80;79;3795
2022;1;80;80;3960
2022;1;81;80;3755
2022;1;81;81;3684
2022;1;82;81;3800
2022;1;82;82;4326
2022;1;83;82;4487
2022;1;83;83;4662
2022;1;84;83;4568
2022;1;84;84;4979
2022;1;85;84;4941
2022;1;85;85;5141
2022;1;86;85;5144
2022;1;86;86;5491
2022;1;87;86;5251
2022;1;87;87;5521
2022;1;88;87;5408
2022;1;88;88;5724
2022;1;89;88;5364
2022;1;89;89;5593
2022;1;90;89;5331
2022;1;90;90;5431
2022;1;91;90;5192
2022;1;91;91;4990
2022;1;92;91;4767
2022;1;92;92;4697
2022;1;93;92;4180
2022;1;93;93;3916
2022;1;94;93;3425
2022;1;94;94;3329
2022;1;95;94;2974
2022;1;95;95;2711
2022;1;96;95;2351
2022;1;96;96;2068
2022;1;97;96;1831
2022;1;97;97;1577
2022;1;98;97;1390
2022;1;98;98;1112
2022;1;99;98;1009
2022;1;99;99;798
2022;1;100;99;680
2022;1;100;100;587
2022;1;101;100;476
2022;1;101;101;347
2022;1;102;101;316
2022;1;102;102;179
2022;1;103;102;119
2022;1;103;103;56
2022;1;104;103;59
2022;1;104;104;29
2022;1;105;104;30
2022;1;105;105;12
2022;1;106;105;16
2022;1;106;106;8
2022;1;107;106;7
2022;1;107;107;7
2022;1;108;107;7
2022;1;108;108;2
2022;1;109;108;2
2022;1;110;109;2
2022;1;110;110;2
2022;1;112;111;1
2022;2;0;0;987
2022;2;1;0;112
2022;2;1;1;52
2022;2;2;1;33
2022;2;2;2;34
2022;2;3;2;27
2022;2;3;3;22
2022;2;4;3;16
2022;2;4;4;17
2022;2;5;4;9
2022;2;5;5;17
2022;2;6;5;20
2022;2;6;6;14
2022;2;7;6;19
2022;2;7;7;10
2022;2;8;7;16
2022;2;8;8;14
2022;2;9;8;8
2022;2;9;9;15
2022;2;10;9;12
2022;2;10;10;13
2022;2;11;10;14
2022;2;11;11;13
2022;2;12;11;17
2022;2;12;12;11
2022;2;13;12;11
2022;2;13;13;26
2022;2;14;13;22
2022;2;14;14;29
2022;2;15;14;15
2022;2;15;15;23
2022;2;16;15;16
2022;2;16;16;25
2022;2;17;16;28
2022;2;17;17;39
2022;2;18;17;29
2022;2;18;18;33
2022;2;19;18;38
2022;2;19;19;38
2022;2;20;19;40
2022;2;20;20;43
2022;2;21;20;39
2022;2;21;21;44
2022;2;22;21;44
2022;2;22;22;47
2022;2;23;22;37
2022;2;23;23;37
2022;2;24;23;42
2022;2;24;24;46
2022;2;25;24;48
2022;2;25;25;46
2022;2;26;25;51
2022;2;26;26;39
2022;2;27;26;38
2022;2;27;27;49
2022;2;28;27;45
2022;2;28;28;52
2022;2;29;28;48
2022;2;29;29;54
2022;2;30;29;58
2022;2;30;30;57
2022;2;31;30;53
2022;2;31;31;55
2022;2;32;31;79
2022;2;32;32;77
2022;2;33;32;64
2022;2;33;33;78
2022;2;34;33;89
2022;2;34;34;94
2022;2;35;34;93
2022;2;35;35;87
2022;2;36;35;85
2022;2;36;36;85
2022;2;37;36;100
2022;2;37;37;103
2022;2;38;37;124
2022;2;38;38;121
2022;2;39;38;138
2022;2;39;39;144
2022;2;40;39;156
2022;2;40;40;150
2022;2;41;40;132
2022;2;41;41;168
2022;2;42;41;179
2022;2;42;42;193
2022;2;43;42;173
2022;2;43;43;193
2022;2;44;43;190
2022;2;44;44;185
2022;2;45;44;216
2022;2;45;45;231
2022;2;46;45;219
2022;2;46;46;236
2022;2;47;46;241
2022;2;47;47;286
2022;2;48;47;297
2022;2;48;48;313
2022;2;49;48;329
2022;2;49;49;360
2022;2;50;49;374
2022;2;50;50;396
2022;2;51;50;426
2022;2;51;51;443
2022;2;52;51;459
2022;2;52;52;473
2022;2;53;52;487
2022;2;53;53;561
2022;2;54;53;523
2022;2;54;54;571
2022;2;55;54;586
2022;2;55;55;659
2022;2;56;55;604
2022;2;56;56;643
2022;2;57;56;695
2022;2;57;57;781
2022;2;58;57;770
2022;2;58;58;835
2022;2;59;58;787
2022;2;59;59;845
2022;2;60;59;848
2022;2;60;60;988
2022;2;61;60;890
2022;2;61;61;1048
2022;2;62;61;979
2022;2;62;62;1116
2022;2;63;62;1101
2022;2;63;63;1156
2022;2;64;63;1172
2022;2;64;64;1254
2022;2;65;64;1228
2022;2;65;65;1370
2022;2;66;65;1317
2022;2;66;66;1477
2022;2;67;66;1462
2022;2;67;67;1601
2022;2;68;67;1533
2022;2;68;68;1645
2022;2;69;68;1596
2022;2;69;69;1787
2022;2;70;69;1743
2022;2;70;70;1944
2022;2;71;70;1809
2022;2;71;71;2118
2022;2;72;71;2095
2022;2;72;72;2318
2022;2;73;72;2203
2022;2;73;73;2415
2022;2;74;73;2345
2022;2;74;74;2817
2022;2;75;74;2525
2022;2;75;75;2847
2022;2;76;75;2637
2022;2;76;76;3040
2022;2;77;76;2216
2022;2;77;77;2674
2022;2;78;77;2367
2022;2;78;78;2720
2022;2;79;78;2650
2022;2;79;79;2836
2022;2;80;79;2734
2022;2;80;80;2972
2022;2;81;80;2910
2022;2;81;81;2875
2022;2;82;81;3137
2022;2;82;82;3709
2022;2;83;82;3952
2022;2;83;83;4277
2022;2;84;83;4278
2022;2;84;84;4773
2022;2;85;84;4675
2022;2;85;85;5197
2022;2;86;85;5178
2022;2;86;86;5812
2022;2;87;86;5714
2022;2;87;87;6327
2022;2;88;87;6543
2022;2;88;88;7032
2022;2;89;88;6649
2022;2;89;89;7375
2022;2;90;89;7408
2022;2;90;90;8099
2022;2;91;90;7593
2022;2;91;91;8046
2022;2;92;91;7887
2022;2;92;92;8110
2022;2;93;92;7219
2022;2;93;93;7515
2022;2;94;93;7121
2022;2;94;94;7003
2022;2;95;94;6547
2022;2;95;95;6289
2022;2;96;95;6037
2022;2;96;96;5661
2022;2;97;96;5224
2022;2;97;97;4821
2022;2;98;97;4279
2022;2;98;98;3813
2022;2;99;98;3392
2022;2;99;99;3062
2022;2;100;99;2611
2022;2;100;100;2388
2022;2;101;100;2050
2022;2;101;101;1690
2022;2;102;101;1468
2022;2;102;102;1230
2022;2;103;102;708
2022;2;103;103;393
2022;2;104;103;351
2022;2;104;104;245
2022;2;105;104;221
2022;2;105;105;129
2022;2;106;105;100
2022;2;106;106;84
2022;2;107;106;65
2022;2;107;107;71
2022;2;108;107;72
2022;2;108;108;37
2022;2;109;108;29
2022;2;109;109;24
2022;2;110;109;16
2022;2;110;110;9
2022;2;111;110;14
2022;2;111;111;5
2022;2;112;111;2
2022;2;113;112;2
2022;2;113;113;2
2022;2;114;114;1
2022;2;116;115;1
