COUNTRY;IDL_ID;AGEYEARS;DAYSSINCEBD;AGEDAYS;SEX;BIRTH_DAY;BIRTH_MONTH;BIRTH_YEAR;DEATH_DAY;DEATH_MONTH;DEATH_YEAR;BIRTH_COUNTRY;BIRTH_LOCALITY;DEATH_COUNTRY;DEATH_LOCALITY;VALIDATION
FRA;FRA1895200102058;106;43;38759;F;11;11;1895;24;12;2001;FRA;FR108;FRA;FR101;SAMPLE OUT
FRA;FRA1895200102051;106;245;38961;F;14;3;1895;14;11;2001;FRA;FRI23;FRA;FRI34;SAMPLE OUT
FRA;FRA1895200102040;106;160;38876;F;18;7;1895;25;12;2001;FRA;FRE12;FRA;FRE22;SAMPLE OUT
FRA;FRA1895200102006;106;21;38737;F;17;3;1895;7;4;2001;FRA;FRK28;FRA;FRL03;SAMPLE OUT
FRA;FRA1895200102023;106;97;38813;F;15;2;1895;23;5;2001;FRA;FRB06;FRA;FRB06;SAMPLE OUT
FRA;FRA1894200102012;106;279;38995;F;24;9;1894;30;6;2001;FRA;FRJ28;FRA;FRI14;SAMPLE OUT
FRA;FRA1895200102014;106;7;38723;F;19;6;1895;26;6;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1894200102027;106;257;38973;F;20;8;1894;4;5;2001;FRA;FRL03;FRA;FRK28;SAMPLE OUT
FRA;FRA1894200102022;106;242;38958;F;14;12;1894;13;8;2001;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1895200102063;106;89;38805;F;12;7;1895;9;10;2001;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1895200102038;106;37;38753;F;27;1;1895;5;3;2001;FRA;FRJ11;FRA;FRJ21;SAMPLE OUT
FRA;FRA1894200102021;106;177;38893;F;29;12;1894;24;6;2001;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1895200102008;106;45;38761;F;7;9;1895;22;10;2001;FRA;FRB05;FRA;FRB05;SAMPLE OUT
FRA;FRA1894200101998;106;172;38888;F;15;7;1894;3;1;2001;FRA;FR101;FRA;FR102;SAMPLE OUT
FRA;FRA1895200102019;106;55;38771;F;13;6;1895;7;8;2001;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1895200102059;106;332;39048;F;29;1;1895;27;12;2001;FRA;FRM02;FRA;FRM02;SAMPLE OUT
FRA;FRA1895200102031;106;120;38836;F;3;4;1895;1;8;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1895200101995;106;350;39066;F;2;1;1895;18;12;2001;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1895200102068;106;0;38716;F;2;11;1895;2;11;2001;FRA;FRF31;FRA;MAR;SAMPLE OUT
FRA;FRA1894200102053;106;265;38981;F;4;5;1894;24;1;2001;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1894200102054;106;205;38921;F;29;11;1894;22;6;2001;FRA;FRF22;FRA;FRF22;SAMPLE OUT
FRA;FRA1895200102009;106;93;38809;F;30;6;1895;1;10;2001;FRA;FRI14;FRA;FRI14;SAMPLE OUT
FRA;FRA1894200102013;106;147;38863;F;1;11;1894;28;3;2001;FRA;FRH03;FRA;FRB04;SAMPLE OUT
FRA;FRA1895200102052;106;60;38776;F;15;8;1895;14;10;2001;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1895200101991;106;262;38978;F;15;3;1895;2;12;2001;FRA;FRK21;FRA;FRK26;SAMPLE OUT
FRA;FRA1894200102010;106;247;38963;F;16;8;1894;20;4;2001;FRA;FRL05;FRA;FRL05;SAMPLE OUT
FRA;FRA1895200102048;106;304;39020;F;7;1;1895;7;11;2001;FRA;FRD22;FRA;FRJ11;SAMPLE OUT
FRA;FRA1894200102049;106;163;38879;F;24;9;1894;6;3;2001;FRA;FRF31;FRA;FRF31;SAMPLE OUT
FRA;FRA1895200101993;106;129;38845;F;11;8;1895;18;12;2001;FRA;FRG04;FRA;FRG04;SAMPLE OUT
FRA;FRA1894200102016;106;147;38863;F;18;12;1894;14;5;2001;FRA;FRB01;FRA;FRB01;YES
FRA;FRA1895200102017;106;31;38747;F;10;11;1895;11;12;2001;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1894200102011;106;280;38996;F;29;3;1894;3;1;2001;FRA;FRB03;FRA;FRI11;SAMPLE OUT
FRA;FRA1895200102056;106;23;38739;F;3;10;1895;26;10;2001;FRA;FRB02;FRA;FRL06;SAMPLE OUT
FRA;FRA1895200102004;106;100;38816;F;7;7;1895;15;10;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1894200102046;106;235;38951;F;23;7;1894;15;3;2001;FRA;FRI12;FRA;FRI32;SAMPLE OUT
FRA;FRA1894200102002;106;105;38821;F;21;12;1894;5;4;2001;FRA;FRI11;FRA;FRI11;SAMPLE OUT
FRA;FRA1895200101996;106;23;38739;F;29;9;1895;22;10;2001;FRA;FRK25;FRA;FRI12;SAMPLE OUT
FRA;FRA1895200102050;106;62;38778;F;13;5;1895;14;7;2001;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1894200102025;106;251;38967;F;21;5;1894;27;1;2001;FRA;FR102;FRA;FRB06;SAMPLE OUT
FRA;FRA1895200102061;106;2;38718;F;15;8;1895;17;8;2001;FRA;FRH03;FRA;FRG01;SAMPLE OUT
FRA;FRA1895200102065;106;89;38805;F;30;8;1895;27;11;2001;FRA;FRI22;FRA;FRI12;SAMPLE OUT
FRA;FRA1894200102026;106;170;38886;F;24;7;1894;10;1;2001;FRA;FRK13;FRA;FRK25;SAMPLE OUT
FRA;FRA1894200102039;106;248;38964;F;26;8;1894;1;5;2001;FRA;FRE12;FRA;FR102;SAMPLE OUT
FRA;FRA1894200102015;106;232;38948;F;27;5;1894;14;1;2001;FRA;FRB01;FRA;FR101;SAMPLE OUT
FRA;FRA1895200102020;106;225;38941;F;17;3;1895;28;10;2001;FRA;FRG02;FRA;FRF32;SAMPLE OUT
FRA;FRA1895200102047;106;109;38825;F;12;5;1895;29;8;2001;FRA;FRI12;FRA;FRI13;SAMPLE OUT
FRA;FRA1895200101994;106;118;38834;F;20;2;1895;18;6;2001;FRA;FR101;FRA;FRH04;SAMPLE OUT
FRA;FRA1894200102003;106;322;39038;F;18;4;1894;6;3;2001;FRA;FR101;FRA;FRK14;SAMPLE OUT
FRA;FRA1895200102057;106;101;38817;F;20;7;1895;29;10;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1894200102033;106;108;38824;F;27;10;1894;12;2;2001;FRA;FRL03;FRA;FR107;SAMPLE OUT
FRA;FRA1894200102041;106;219;38935;F;28;11;1894;5;7;2001;FRA;FRC13;FRA;FR103;SAMPLE OUT
FRA;FRA1895200102055;106;11;38727;F;19;2;1895;2;3;2001;FRA;FRC12;FRA;FRK28;SAMPLE OUT
FRA;FRA1895200102024;106;151;38867;F;23;7;1895;21;12;2001;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1895200102043;106;161;38877;F;6;3;1895;14;8;2001;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1895200102036;106;132;38848;F;17;7;1895;26;11;2001;FRA;FRF21;FRA;FRF21;SAMPLE OUT
FRA;FRA1895200101992;106;11;38727;F;17;4;1895;28;4;2001;FRA;FRB03;FRA;FRB03;SAMPLE OUT
FRA;FRA1894200102032;106;343;39059;F;2;4;1894;11;3;2001;FRA;FRY40;FRA;FRY40;SAMPLE OUT
FRA;FRA1894200102035;106;264;38980;F;1;11;1894;23;7;2001;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1894200102069;106;98;38814;F;10;12;1894;18;3;2001;FRA;FR101;FRA;FRB04;SAMPLE OUT
FRA;FRA1895200102030;106;18;38734;F;27;8;1895;14;9;2001;FRA;FRE11;FRA;FRC12;SAMPLE OUT
FRA;FRA1894200102070;107;201;39282;F;5;6;1894;23;12;2001;FRA;FRG02;FRA;FRI33;SAMPLE OUT
FRA;FRA1893200102091;107;297;39378;F;23;4;1893;14;2;2001;FRA;FRI15;FRA;FRJ24;SAMPLE OUT
FRA;FRA1893200102092;107;355;39436;F;6;5;1893;26;4;2001;FRA;FR107;FRA;FR104;SAMPLE OUT
FRA;FRA1894200102087;107;261;39342;F;27;3;1894;13;12;2001;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1893200102102;107;333;39414;F;8;4;1893;7;3;2001;FRA;FRB04;FRA;FRG04;SAMPLE OUT
FRA;FRA1894200102078;107;101;39182;F;17;9;1894;27;12;2001;FRA;FRJ11;FRA;FRJ13;SAMPLE OUT
FRA;FRA1894200102100;107;123;39204;F;26;3;1894;27;7;2001;FRA;FRJ23;FRA;FRJ23;SAMPLE OUT
FRA;FRA1894200102090;107;250;39331;F;24;1;1894;1;10;2001;FRA;FRF34;FRA;FR105;SAMPLE OUT
FRA;FRA1893200102096;107;136;39217;F;24;9;1893;7;2;2001;FRA;FRK27;FRA;FRK27;SAMPLE OUT
FRA;FRA1894200102082;107;21;39102;F;10;9;1894;1;10;2001;FRA;FRI21;FRA;FRI21;SAMPLE OUT
FRA;FRA1894200102084;107;311;39392;F;14;1;1894;21;11;2001;FRA;FRK11;FRA;FRI23;SAMPLE OUT
FRA;FRA1893200102101;107;236;39317;F;20;6;1893;11;2;2001;FRA;FRI33;FRA;FRI33;SAMPLE OUT
FRA;FRA1894200102076;107;18;39099;F;14;6;1894;2;7;2001;FRA;FRC11;FRA;FRL03;SAMPLE OUT
FRA;FRA1894200102099;107;5;39086;F;26;5;1894;31;5;2001;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1893200102074;107;111;39192;F;17;10;1893;5;2;2001;FRA;FRF23;FRA;FRF23;SAMPLE OUT
FRA;FRA1893200102104;107;51;39132;F;23;11;1893;13;1;2001;FRA;FRE21;FRA;FRE21;SAMPLE OUT
FRA;FRA1894200102094;107;274;39355;F;24;3;1894;23;12;2001;FRA;FRB02;FRA;FRG04;SAMPLE OUT
FRA;FRA1893200102072;107;116;39197;F;22;11;1893;18;3;2001;FRA;FR103;FRA;FRC14;SAMPLE OUT
FRA;FRA1894200102075;107;124;39205;F;26;1;1894;30;5;2001;FRA;FRF21;FRA;FRF21;SAMPLE OUT
FRA;FRA1893200102073;107;221;39302;F;20;7;1893;26;2;2001;FRA;FRI15;FRA;FRC11;SAMPLE OUT
FRA;FRA1894200102089;107;68;39149;F;12;10;1894;19;12;2001;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1894200102086;107;23;39104;F;18;1;1894;10;2;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1893200102079;107;72;39153;F;24;11;1893;4;2;2001;FRA;FRJ15;FRA;FRJ15;SAMPLE OUT
FRA;FRA1894200102093;107;29;39110;F;28;7;1894;26;8;2001;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1893200102095;107;218;39299;F;31;12;1893;6;8;2001;FRA;FRK24;FRA;FRK24;SAMPLE OUT
FRA;FRA1894200102085;107;29;39110;F;10;9;1894;9;10;2001;FRA;FRD11;FRA;FRL06;SAMPLE OUT
FRA;FRA1894200102071;107;280;39361;F;3;2;1894;10;11;2001;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1894200102077;107;308;39389;F;18;2;1894;23;12;2001;FRA;FRB06;FRA;FRB06;SAMPLE OUT
FRA;FRA1893200102080;107;159;39240;F;6;10;1893;14;3;2001;FRA;FRL01;FRA;FRL04;SAMPLE OUT
FRA;FRA1894200102083;107;309;39390;F;24;2;1894;30;12;2001;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1894200102088;107;254;39335;F;21;2;1894;2;11;2001;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1893200102081;107;70;39151;F;2;11;1893;11;1;2001;FRA;FRJ14;FRA;FRK22;SAMPLE OUT
FRA;FRA1894200102097;107;122;39203;F;4;8;1894;4;12;2001;FRA;FRE11;FRA;FRF21;SAMPLE OUT
FRA;FRA1894200102098;107;9;39090;F;18;11;1894;27;11;2001;FRA;FRJ23;FRA;FRJ27;SAMPLE OUT
FRA;FRA1894200102103;107;18;39099;F;14;9;1894;2;10;2001;FRA;FR103;FRA;FRE22;SAMPLE OUT
FRA;FRA1893200102108;108;122;39568;F;1;2;1893;3;6;2001;FRA;FRB04;FRA;FR103;SAMPLE OUT
FRA;FRA1892200102119;108;230;39676;F;4;10;1892;22;5;2001;FRA;FRJ27;FRA;FRJ13;SAMPLE OUT
FRA;FRA1893200102116;108;313;39759;F;6;2;1893;16;12;2001;FRA;FRI11;FRA;FRI11;SAMPLE OUT
FRA;FRA1892200102114;108;200;39646;F;30;10;1892;18;5;2001;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1893200102106;108;51;39497;F;9;8;1893;29;9;2001;FRA;FRD21;FRA;FRD22;SAMPLE OUT
FRA;FRA1892200102109;108;272;39718;F;9;6;1892;8;3;2001;FRA;FRI21;FRA;FRE11;SAMPLE OUT
FRA;FRA1893200102115;108;355;39801;F;4;1;1893;25;12;2001;FRA;FRI33;FRA;FRL03;SAMPLE OUT
FRA;FRA1892200102113;108;232;39678;F;30;6;1892;17;2;2001;FRA;FRI13;FRA;FRD11;SAMPLE OUT
FRA;FRA1893200102107;108;37;39483;F;15;11;1893;22;12;2001;FRA;FRJ22;FRA;FRJ22;SAMPLE OUT
FRA;FRA1892200102112;108;118;39564;F;11;11;1892;9;3;2001;FRA;FRH04;FRA;FRD22;SAMPLE OUT
FRA;FRA1893200102117;108;96;39542;F;17;9;1893;22;12;2001;FRA;FRH04;FRA;FR101;SAMPLE OUT
FRA;FRA1893200102105;108;140;39586;F;26;4;1893;13;9;2001;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1892200102118;108;239;39685;F;30;6;1892;24;2;2001;FRA;FRB01;FRA;FR101;SAMPLE OUT
FRA;FRA1892200102110;108;348;39794;F;27;4;1892;10;4;2001;FRA;FRF21;FRA;CHE;SAMPLE OUT
FRA;FRA1892200102111;108;263;39709;F;21;8;1892;11;5;2001;FRA;FRJ11;FRA;FRJ11;SAMPLE OUT
FRA;FRA1891200102120;109;261;40073;F;6;5;1891;22;1;2001;FRA;FR101;FRA;CAN;SAMPLE OUT
FRA;FRA1891200102121;109;361;40173;F;31;12;1891;27;12;2001;FRA;FRJ27;FRA;FRJ28;SAMPLE OUT
FRA;FRA1889200102123;111;355;40897;F;23;10;1889;13;10;2001;FRA;FR101;FRA;FR101;YES
FRA;FRA1889200102122;111;349;40891;F;8;6;1889;23;5;2001;FRA;FRJ11;FRA;FRJ11;YES
FRA;FRA1889200102124;112;7;40914;F;3;10;1889;10;10;2001;FRA;FRF32;FRA;FRE22;YES
FRA;FRA1886200102125;115;42;42045;F;25;4;1886;6;6;2001;FRA;FRG02;FRA;FRG02;YES
FRA;FRA1895200102129;105;320;38671;M;17;3;1895;31;1;2001;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1896200102128;105;98;38449;M;24;2;1896;2;6;2001;FRA;FRL04;FRA;FRL03;SAMPLE OUT
FRA;FRA1896200102130;105;175;38525;M;31;5;1896;22;11;2001;FRA;FRK25;FRA;FRK25;SAMPLE OUT
FRA;FRA1896200102133;105;227;38577;M;26;4;1896;9;12;2001;FRA;FRI13;FRA;FRI13;SAMPLE OUT
FRA;FRA1895200102127;105;162;38513;M;2;12;1895;13;5;2001;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1896200102132;105;309;38660;M;18;2;1896;24;12;2001;FRA;FRF33;FRA;FR102;SAMPLE OUT
FRA;FRA1896200102126;105;253;38603;M;17;3;1896;25;11;2001;FRA;FRB06;FRA;FRB06;SAMPLE OUT
FRA;FRA1896200102131;105;316;38667;M;19;1;1896;1;12;2001;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1896200102134;105;76;38427;M;1;1;1896;18;3;2001;FRA;FRY30;FRA;FRY30;SAMPLE OUT
FRA;FRA1894200102135;106;149;38865;M;17;12;1894;15;5;2001;FRA;FRM02;FRA;FRM02;SAMPLE OUT
FRA;FRA1893200102136;107;73;39154;M;28;10;1893;9;1;2001;FRA;FR101;FRA;FRD11;SAMPLE OUT
FRA;FRA1893200102137;107;196;39277;M;5;8;1893;17;2;2001;FRA;FR102;FRA;FRK25;SAMPLE OUT
FRA;FRA1893200102138;108;194;39640;M;21;5;1893;1;12;2001;FRA;FRJ11;FRA;FRJ11;SAMPLE OUT
FRA;FRA1891200102139;109;348;40160;M;10;9;1891;24;8;2001;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1890200102140;110;242;40419;M;4;8;1890;3;4;2001;FRA;FRI33;FRA;FRI33;YES
FRA;FRA1896200202189;105;32;38382;F;14;12;1896;15;1;2002;FRA;FRE11;FRA;FRE12;SAMPLE OUT
FRA;FRA1897200202220;105;202;38552;F;21;4;1897;9;11;2002;FRA;FRB03;FRA;FRB03;SAMPLE OUT
FRA;FRA1896200202167;105;109;38459;F;3;10;1896;20;1;2002;FRA;FRH01;FRA;FRD22;SAMPLE OUT
FRA;FRA1897200202170;105;114;38464;F;2;5;1897;24;8;2002;FRA;FRC22;FRA;FRC22;SAMPLE OUT
FRA;FRA1896200202226;105;337;38687;F;23;10;1896;25;9;2002;FRA;FRC22;FRA;FR103;SAMPLE OUT
FRA;FRA1897200202153;105;120;38470;F;16;6;1897;14;10;2002;FRA;FRH04;FRA;FRF22;SAMPLE OUT
FRA;FRA1896200202221;105;338;38688;F;12;3;1896;13;2;2002;FRA;FRD11;FRA;FR105;SAMPLE OUT
FRA;FRA1897200202204;105;1;38351;F;27;1;1897;28;1;2002;FRA;FR105;FRA;FR101;SAMPLE OUT
FRA;FRA1897200202157;105;149;38499;F;19;1;1897;17;6;2002;FRA;FR101;FRA;FRE22;SAMPLE OUT
FRA;FRA1896200202239;105;98;38448;F;12;11;1896;18;2;2002;FRA;FRL05;FRA;FRL04;SAMPLE OUT
FRA;FRA1896200202231;105;286;38636;F;11;10;1896;24;7;2002;FRA;FRH03;FRA;FRF32;SAMPLE OUT
FRA;FRA1896200202193;105;254;38604;F;14;11;1896;26;7;2002;FRA;FRE21;FRA;FRE21;SAMPLE OUT
FRA;FRA1897200202176;105;39;38389;F;4;7;1897;12;8;2002;FRA;FRB03;FRA;FRB03;SAMPLE OUT
FRA;FRA1897200202215;105;116;38466;F;20;5;1897;13;9;2002;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1896200202242;105;310;38660;F;27;12;1896;2;11;2002;FRA;FRK22;FRA;FRK22;SAMPLE OUT
FRA;FRA1897200202160;105;75;38425;F;8;1;1897;24;3;2002;FRA;FRI22;FRA;FR103;SAMPLE OUT
FRA;FRA1897200202237;105;32;38382;F;1;7;1897;2;8;2002;FRA;FRC12;FRA;FRC12;SAMPLE OUT
FRA;FRA1897200202219;105;65;38415;F;15;1;1897;21;3;2002;FRA;FRJ24;FRA;FRI12;SAMPLE OUT
FRA;FRA1897200202163;105;98;38448;F;4;4;1897;11;7;2002;FRA;FRF31;FRA;FRF31;SAMPLE OUT
FRA;FRA1896200202185;105;292;38642;F;21;9;1896;10;7;2002;FRA;FRB05;FRA;FRB05;SAMPLE OUT
FRA;FRA1896200202235;105;203;38553;F;13;8;1896;4;3;2002;FRA;FRL05;FRA;FRJ22;SAMPLE OUT
FRA;FRA1897200202238;105;157;38507;F;21;7;1897;25;12;2002;FRA;FRK26;FRA;FR105;SAMPLE OUT
FRA;FRA1896200202190;105;223;38573;F;20;7;1896;28;2;2002;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1897200202179;105;287;38637;F;1;2;1897;15;11;2002;FRA;FRC13;FRA;FRC13;SAMPLE OUT
FRA;FRA1897200202210;105;18;38368;F;14;3;1897;1;4;2002;FRA;FR105;FRA;FRL03;SAMPLE OUT
FRA;FRA1897200202146;105;51;38401;F;19;9;1897;9;11;2002;FRA;FRJ23;FRA;FRJ23;SAMPLE OUT
FRA;FRA1897200202211;105;62;38412;F;25;1;1897;28;3;2002;FRA;FRH02;FRA;FRH02;SAMPLE OUT
FRA;FRA1897200202175;105;269;38619;F;3;1;1897;29;9;2002;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1896200202152;105;155;38505;F;22;11;1896;26;4;2002;FRA;FRJ15;FRA;FRJ27;SAMPLE OUT
FRA;FRA1896200202212;105;193;38543;F;19;10;1896;30;4;2002;FRA;FRF24;FRA;FRF24;SAMPLE OUT
FRA;FRA1897200202202;105;134;38484;F;23;5;1897;4;10;2002;FRA;FRJ25;FRA;FRI15;SAMPLE OUT
FRA;FRA1897200202187;105;190;38540;F;3;1;1897;12;7;2002;FRA;FRI22;FRA;FRJ24;SAMPLE OUT
FRA;FRA1896200202143;105;304;38654;F;12;11;1896;12;9;2002;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1897200202228;105;108;38458;F;25;6;1897;11;10;2002;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1897200202186;105;233;38583;F;6;4;1897;25;11;2002;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1896200202201;105;255;38605;F;25;6;1896;7;3;2002;FRA;FRF24;FRA;FRF24;SAMPLE OUT
FRA;FRA1897200202151;105;4;38354;F;1;8;1897;5;8;2002;FRA;FRE12;FRA;FR101;SAMPLE OUT
FRA;FRA1896200202241;105;335;38685;F;3;11;1896;4;10;2002;FRA;FRB01;FRA;FRD11;SAMPLE OUT
FRA;FRA1896200202230;105;230;38580;F;27;7;1896;14;3;2002;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1897200202142;105;295;38645;F;31;1;1897;22;11;2002;FRA;FRI34;FRA;FR103;SAMPLE OUT
FRA;FRA1896200202223;105;218;38568;F;11;8;1896;17;3;2002;FRA;FRL04;FRA;FRL01;SAMPLE OUT
FRA;FRA1897200202180;105;183;38533;F;16;3;1897;15;9;2002;FRA;FRG01;FRA;FRL04;SAMPLE OUT
FRA;FRA1896200202191;105;186;38536;F;30;8;1896;4;3;2002;FRA;FRY40;FRA;FRY40;SAMPLE OUT
FRA;FRA1896200202182;105;275;38625;F;15;6;1896;17;3;2002;FRA;FRB05;FRA;FRB05;SAMPLE OUT
FRA;FRA1897200202156;105;95;38445;F;9;7;1897;12;10;2002;FRA;FRG04;FRA;FRG04;SAMPLE OUT
FRA;FRA1896200202198;105;242;38592;F;11;9;1896;11;5;2002;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1896200202166;105;196;38546;F;2;10;1896;16;4;2002;FRA;FRH02;FRA;FR103;SAMPLE OUT
FRA;FRA1896200202243;105;250;38600;F;1;6;1896;6;2;2002;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1897200202147;105;108;38458;F;24;5;1897;9;9;2002;FRA;FR101;FRA;FRC12;SAMPLE OUT
FRA;FRA1896200202234;105;10;38360;F;24;12;1896;3;1;2002;FRA;FRK11;FRA;FRI22;SAMPLE OUT
FRA;FRA1897200202214;105;134;38484;F;14;2;1897;28;6;2002;FRA;FR101;FRA;FRK11;SAMPLE OUT
FRA;FRA1897200202232;105;266;38616;F;12;3;1897;3;12;2002;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1897200202217;105;277;38627;F;18;1;1897;22;10;2002;FRA;FRC14;FRA;FR102;SAMPLE OUT
FRA;FRA1896200202216;105;345;38695;F;31;12;1896;11;12;2002;FRA;FRL04;FRA;FRL06;SAMPLE OUT
FRA;FRA1897200202169;105;136;38486;F;27;3;1897;10;8;2002;FRA;FRE23;FRA;FRE12;SAMPLE OUT
FRA;FRA1897200202233;105;190;38540;F;4;4;1897;11;10;2002;FRA;FRI32;FRA;FRI32;SAMPLE OUT
FRA;FRA1896200202195;105;85;38435;F;28;10;1896;21;1;2002;FRA;FRF34;FRA;FRJ25;SAMPLE OUT
FRA;FRA1896200202184;105;361;38711;F;4;5;1896;30;4;2002;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1896200202205;105;289;38639;F;23;10;1896;8;8;2002;FRA;FR106;FRA;FRE22;SAMPLE OUT
FRA;FRA1897200202164;105;196;38546;F;13;3;1897;25;9;2002;FRA;FRC12;FRA;FRL03;SAMPLE OUT
FRA;FRA1896200202209;105;81;38431;F;7;12;1896;26;2;2002;FRA;FR101;FRA;FRJ22;SAMPLE OUT
FRA;FRA1897200202154;105;51;38401;F;28;2;1897;20;4;2002;FRA;FRK26;FRA;FRK27;SAMPLE OUT
FRA;FRA1897200202145;105;264;38614;F;18;2;1897;9;11;2002;FRA;FRJ22;FRA;FRD21;SAMPLE OUT
FRA;FRA1896200202178;105;93;38443;F;12;11;1896;13;2;2002;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1896200202225;105;235;38585;F;16;9;1896;9;5;2002;FRA;FRI21;FRA;FRI21;SAMPLE OUT
FRA;FRA1897200202148;105;86;38436;F;24;1;1897;20;4;2002;FRA;FRC23;FRA;FRL03;SAMPLE OUT
FRA;FRA1897200202177;105;87;38437;F;1;10;1897;27;12;2002;FRA;FRI12;FRA;FR104;SAMPLE OUT
FRA;FRA1896200202174;105;105;38455;F;18;10;1896;31;1;2002;FRA;FRC22;FRA;FRL04;SAMPLE OUT
FRA;FRA1897200202171;105;56;38406;F;20;5;1897;15;7;2002;FRA;FR101;FRA;FR103;SAMPLE OUT
FRA;FRA1896200202197;105;340;38691;F;7;2;1896;13;1;2002;FRA;FRD12;FRA;FR106;SAMPLE OUT
FRA;FRA1896200202149;105;119;38469;F;20;12;1896;18;4;2002;FRA;FRL02;FRA;FRK24;SAMPLE OUT
FRA;FRA1897200202208;105;341;38691;F;17;1;1897;24;12;2002;FRA;FRB02;FRA;FRB02;SAMPLE OUT
FRA;FRA1897200202155;105;55;38405;F;10;4;1897;4;6;2002;FRA;FRF24;FRA;FRF22;SAMPLE OUT
FRA;FRA1897200202194;105;244;38594;F;6;4;1897;6;12;2002;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1896200202183;105;345;38695;F;23;7;1896;3;7;2002;FRA;FRL06;FRA;FRL06;SAMPLE OUT
FRA;FRA1897200202150;105;81;38431;F;2;6;1897;22;8;2002;FRA;FRK24;FRA;FRK24;SAMPLE OUT
FRA;FRA1897200202196;105;217;38567;F;22;3;1897;25;10;2002;FRA;FRF33;FRA;FRL06;SAMPLE OUT
FRA;FRA1897200202203;105;91;38441;F;19;8;1897;18;11;2002;FRA;FRF33;FRA;FR104;SAMPLE OUT
FRA;FRA1896200202207;105;351;38701;F;3;12;1896;19;11;2002;FRA;FR103;FRA;FR103;SAMPLE OUT
FRA;FRA1896200202192;105;181;38531;F;8;10;1896;7;4;2002;FRA;FRL06;FRA;FRL06;SAMPLE OUT
FRA;FRA1896200202161;105;278;38628;F;26;8;1896;31;5;2002;FRA;FRB04;FRA;FRB05;SAMPLE OUT
FRA;FRA1896200202168;105;266;38616;F;6;10;1896;29;6;2002;FRA;FRC22;FRA;FR102;SAMPLE OUT
FRA;FRA1896200202141;105;223;38573;F;3;10;1896;14;5;2002;FRA;FRK23;FRA;FRK23;SAMPLE OUT
FRA;FRA1897200202224;105;38;38388;F;29;9;1897;6;11;2002;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1897200202172;105;105;38455;F;6;8;1897;19;11;2002;FRA;FRC21;FRA;FR104;SAMPLE OUT
FRA;FRA1896200202158;105;357;38707;F;18;7;1896;10;7;2002;FRA;FRK13;FRA;FRK13;SAMPLE OUT
