COUNTRY;IDL_ID;AGEYEARS;DAYSSINCEBD;AGEDAYS;SEX;BIRTH_DAY;BIRTH_MONTH;BIRTH_YEAR;DEATH_DAY;DEATH_MONTH;DEATH_YEAR;BIRTH_COUNTRY;BIRTH_LOCALITY;DEATH_COUNTRY;DEATH_LOCALITY;VALIDATION
FRA;FRA1873197800001;105;28;38378;F;22;3;1873;19;4;1978;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1870197900002;109;196;40007;F;25;3;1870;7;10;1979;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1876198200003;105;126;38476;F;16;10;1876;19;2;1982;FRA;FRJ22;FRA;FRJ13;SAMPLE OUT
FRA;FRA1878198300005;105;218;38568;F;1;4;1878;5;11;1983;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1877198300004;105;174;38524;F;18;12;1877;10;6;1983;FRA;FRK11;FRA;FRK11;SAMPLE OUT
FRA;FRA1877198300006;105;74;38424;F;30;12;1877;14;3;1983;FRA;FRK26;FRA;FRK13;SAMPLE OUT
FRA;FRA1876198300007;106;149;38864;M;5;10;1876;3;3;1983;FRA;FRF34;FRA;FR101;SAMPLE OUT
FRA;FRA1879198400009;105;6;38357;F;5;3;1879;11;3;1984;FRA;FR108;FRA;FR106;SAMPLE OUT
FRA;FRA1878198400008;105;263;38613;F;21;8;1878;10;5;1984;FRA;FRY10;FRA;FRK23;SAMPLE OUT
FRA;FRA1877198400010;106;189;38904;F;4;10;1877;10;4;1984;FRA;FRJ26;FRA;FRJ26;SAMPLE OUT
FRA;FRA1880198500011;105;104;38455;F;17;2;1880;1;6;1985;FRA;FRD21;FRA;FRK26;SAMPLE OUT
FRA;FRA1878198500012;106;352;39068;F;16;3;1878;3;3;1985;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1877198500013;107;189;39270;F;10;7;1877;15;1;1985;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1876198500014;108;127;39573;F;27;10;1876;3;3;1985;FRA;FRY20;FRA;FRY30;SAMPLE OUT
FRA;FRA1876198500015;109;29;39840;F;19;10;1876;17;11;1985;FRA;FRJ25;FRA;FRE22;SAMPLE OUT
FRA;FRA1879198500016;105;312;38663;M;2;7;1879;10;5;1985;FRA;FRB06;FRA;FR106;SAMPLE OUT
FRA;FRA1880198600023;105;154;38504;F;6;12;1880;9;5;1986;FRA;FRI34;FRA;FRI34;SAMPLE OUT
FRA;FRA1881198600019;105;181;38531;F;23;2;1881;23;8;1986;FRA;FRK24;FRA;FRC23;SAMPLE OUT
FRA;FRA1881198600018;105;286;38636;F;13;2;1881;26;11;1986;FRA;FRD13;FRA;FR101;SAMPLE OUT
FRA;FRA1881198600027;105;70;38420;F;4;3;1881;13;5;1986;FRA;FRF21;FRA;FRF21;SAMPLE OUT
FRA;FRA1880198600017;105;196;38546;F;20;11;1880;4;6;1986;FRA;FRD11;FRA;FR101;SAMPLE OUT
FRA;FRA1881198600021;105;169;38519;F;23;5;1881;8;11;1986;FRA;FRE12;FRA;FRB05;SAMPLE OUT
FRA;FRA1881198600028;105;63;38413;F;9;7;1881;10;9;1986;FRA;FRK11;FRA;FRK26;SAMPLE OUT
FRA;FRA1881198600025;105;124;38474;F;2;4;1881;4;8;1986;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1881198600022;105;228;38578;F;23;1;1881;8;9;1986;FRA;FRK13;FRA;FRK13;SAMPLE OUT
FRA;FRA1881198600026;105;94;38444;F;29;6;1881;1;10;1986;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1881198600020;105;225;38575;F;4;5;1881;15;12;1986;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1881198600024;105;205;38555;F;9;4;1881;31;10;1986;FRA;FR101;FRA;FR101;SAMPLE OUT
FRA;FRA1880198600030;106;86;38801;F;18;8;1880;12;11;1986;FRA;FRI12;FRA;FRI11;SAMPLE OUT
FRA;FRA1880198600035;106;16;38731;F;27;11;1880;13;12;1986;FRA;FRI21;FRA;FRI21;SAMPLE OUT
FRA;FRA1879198600029;106;311;39027;F;4;10;1879;11;8;1986;FRA;FRI22;FRA;FRK14;SAMPLE OUT
FRA;FRA1880198600032;106;274;38990;F;27;2;1880;28;11;1986;FRA;FRI11;FRA;FRJ11;SAMPLE OUT
FRA;FRA1879198600031;106;248;38964;F;30;8;1879;5;5;1986;FRA;FRE22;FRA;FR105;SAMPLE OUT
FRA;FRA1879198600034;106;297;39013;F;12;9;1879;6;7;1986;FRA;FRE22;FRA;FRE22;SAMPLE OUT
FRA;FRA1880198600033;106;164;38880;F;20;1;1880;3;7;1986;FRA;FRE12;FRA;FRE12;SAMPLE OUT
FRA;FRA1879198600036;107;324;39405;F;30;1;1879;20;12;1986;FRA;FRJ22;FRA;FRI14;SAMPLE OUT
FRA;FRA1878198600038;108;2;39448;F;11;5;1878;13;5;1986;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1877198600037;108;188;39634;F;30;6;1877;4;1;1986;FRA;FRI11;FRA;FRI11;SAMPLE OUT
FRA;FRA1881198600039;105;11;38361;M;25;10;1881;5;11;1986;FRA;FR102;FRA;FRB02;SAMPLE OUT
FRA;FRA1881198600040;105;142;38492;M;5;7;1881;24;11;1986;FRA;FRC12;FRA;FRC12;SAMPLE OUT
FRA;FRA1879198600041;107;125;39206;M;14;1;1879;19;5;1986;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1881198700051;105;178;38528;F;10;12;1881;6;6;1987;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1882198700044;105;249;38599;F;26;4;1882;31;12;1987;FRA;FRB01;FRA;FRB01;SAMPLE OUT
FRA;FRA1881198700056;105;68;38418;F;27;10;1881;3;1;1987;FRA;FR108;FRA;FR108;SAMPLE OUT
FRA;FRA1882198700052;105;97;38447;F;17;6;1882;22;9;1987;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1881198700068;105;245;38595;F;29;6;1881;1;3;1987;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1882198700061;105;210;38560;F;22;2;1882;20;9;1987;FRA;FR108;FRA;FR101;SAMPLE OUT
FRA;FRA1881198700065;105;273;38623;F;26;9;1881;26;6;1987;FRA;FRD12;FRA;FRD11;SAMPLE OUT
FRA;FRA1881198700046;105;171;38521;F;3;12;1881;23;5;1987;FRA;FRL05;FRA;FRL05;SAMPLE OUT
FRA;FRA1882198700059;105;162;38512;F;8;7;1882;17;12;1987;FRA;FRI12;FRA;FR108;SAMPLE OUT
FRA;FRA1882198700063;105;157;38507;F;13;4;1882;17;9;1987;FRA;FRK27;FRA;FRK28;SAMPLE OUT
FRA;FRA1882198700064;105;121;38471;F;17;1;1882;18;5;1987;FRA;FRI13;FRA;FRI13;SAMPLE OUT
FRA;FRA1881198700057;105;107;38457;F;2;12;1881;19;3;1987;FRA;FRG03;FRA;FR108;SAMPLE OUT
FRA;FRA1881198700049;105;221;38571;F;15;8;1881;24;3;1987;FRA;FRC21;FRA;FRC21;SAMPLE OUT
FRA;FRA1882198700042;105;319;38669;F;1;1;1882;16;11;1987;FRA;FRJ21;FRA;FRJ21;SAMPLE OUT
FRA;FRA1882198700050;105;203;38553;F;15;4;1882;4;11;1987;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1881198700047;105;311;38661;F;21;12;1881;28;10;1987;FRA;FRI11;FRA;FR101;SAMPLE OUT
FRA;FRA1881198700069;105;107;38457;F;19;9;1881;4;1;1987;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1882198700043;105;74;38424;F;8;8;1882;21;10;1987;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1881198700067;105;352;38702;F;3;9;1881;21;8;1987;FRA;FRE23;FRA;FR101;SAMPLE OUT
FRA;FRA1882198700058;105;7;38357;F;22;5;1882;29;5;1987;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1881198700053;105;222;38572;F;16;11;1881;26;6;1987;FRA;FRE22;FRA;FRE22;SAMPLE OUT
FRA;FRA1882198700054;105;264;38614;F;22;2;1882;13;11;1987;FRA;FRC13;FRA;FRC13;SAMPLE OUT
FRA;FRA1882198700045;105;217;38567;F;8;3;1882;11;10;1987;FRA;FRK11;FRA;FR101;SAMPLE OUT
FRA;FRA1882198700048;105;56;38406;F;21;9;1882;16;11;1987;FRA;FRY40;FRA;FRY40;SAMPLE OUT
FRA;FRA1881198700062;105;283;38633;F;17;5;1881;24;2;1987;FRA;FR101;FRA;FR108;SAMPLE OUT
FRA;FRA1882198700060;105;228;38578;F;24;3;1882;7;11;1987;FRA;FR101;FRA;FRE21;SAMPLE OUT
FRA;FRA1881198700055;105;287;38637;F;10;10;1881;24;7;1987;FRA;FRK25;FRA;FRK25;SAMPLE OUT
FRA;FRA1881198700066;105;338;38688;F;21;8;1881;25;7;1987;FRA;FRC14;FRA;FRC14;SAMPLE OUT
FRA;FRA1880198700085;106;82;38797;F;27;10;1880;17;1;1987;FRA;FRJ25;FRA;FR102;SAMPLE OUT
FRA;FRA1880198700088;106;162;38877;F;17;8;1880;26;1;1987;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1881198700086;106;79;38794;F;10;3;1881;28;5;1987;FRA;FRC21;FRA;FRL03;SAMPLE OUT
FRA;FRA1881198700078;106;6;38721;F;6;12;1881;12;12;1987;FRA;FRF31;FRA;FRF34;SAMPLE OUT
FRA;FRA1880198700077;106;5;38720;F;29;12;1880;3;1;1987;FRA;FRI13;FRA;FRI13;SAMPLE OUT
FRA;FRA1880198700080;106;139;38854;F;9;11;1880;28;3;1987;FRA;FRE11;FRA;FRE23;SAMPLE OUT
FRA;FRA1881198700075;106;237;38952;F;4;2;1881;29;9;1987;FRA;FRI33;FRA;FRI33;SAMPLE OUT
FRA;FRA1881198700083;106;50;38765;F;13;3;1881;2;5;1987;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1881198700089;106;2;38717;F;19;4;1881;21;4;1987;FRA;FRZZZ;FRA;FRZZZ;SAMPLE OUT
FRA;FRA1881198700087;106;6;38721;F;10;1;1881;16;1;1987;FRA;FR107;FRA;FR107;SAMPLE OUT
FRA;FRA1880198700079;106;71;38786;F;27;10;1880;6;1;1987;FRA;FRI22;FRA;FRI22;SAMPLE OUT
FRA;FRA1881198700082;106;115;38830;F;28;2;1881;23;6;1987;FRA;FRI34;FRA;FRI34;SAMPLE OUT
FRA;FRA1880198700070;106;227;38942;F;6;12;1880;21;7;1987;FRA;FRJ26;FRA;FRI15;SAMPLE OUT
FRA;FRA1881198700076;106;11;38726;F;23;11;1881;4;12;1987;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1881198700074;106;189;38904;F;30;5;1881;5;12;1987;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1881198700081;106;124;38839;F;16;1;1881;20;5;1987;FRA;FRB04;FRA;FRB04;SAMPLE OUT
FRA;FRA1880198700072;106;248;38963;F;8;11;1880;14;7;1987;FRA;FRJ11;FRA;FRJ27;SAMPLE OUT
FRA;FRA1881198700073;106;37;38752;F;9;8;1881;15;9;1987;FRA;FRJ15;FRA;FRJ15;SAMPLE OUT
FRA;FRA1880198700071;106;172;38887;F;15;11;1880;6;5;1987;FRA;FRJ27;FRA;FRJ27;SAMPLE OUT
FRA;FRA1880198700084;106;302;39017;F;26;10;1880;24;8;1987;FRA;FRC11;FRA;FRC11;SAMPLE OUT
FRA;FRA1880198700090;107;22;39102;F;13;7;1880;4;8;1987;FRA;FRF31;FRA;FRF34;SAMPLE OUT
FRA;FRA1880198700093;107;237;39317;F;28;4;1880;21;12;1987;FRA;FRI14;FRA;FRI14;SAMPLE OUT
FRA;FRA1880198700092;107;42;39122;F;25;8;1880;6;10;1987;FRA;FR101;FRA;FRC14;SAMPLE OUT
FRA;FRA1880198700091;107;186;39266;F;1;5;1880;3;11;1987;FRA;FRI31;FRA;FRI32;SAMPLE OUT
FRA;FRA1879198700094;108;31;39477;F;11;2;1879;14;3;1987;FRA;FRI31;FRA;FRB04;SAMPLE OUT
FRA;FRA1879198700096;108;18;39464;F;8;4;1879;26;4;1987;FRA;FRD13;FRA;FRH03;SAMPLE OUT
FRA;FRA1879198700095;108;176;39622;F;4;2;1879;30;7;1987;FRA;FRF21;FRA;FRF21;SAMPLE OUT
FRA;FRA1878198700097;109;56;39867;F;20;1;1878;17;3;1987;FRA;FRJ24;FRA;FRJ26;SAMPLE OUT
FRA;FRA1877198700098;110;145;40321;F;25;6;1877;17;11;1987;FRA;FRC23;FRA;FR101;YES
FRA;FRA1881198700103;105;256;38606;M;4;11;1881;18;7;1987;FRA;FRB04;FRA;FR108;SAMPLE OUT
FRA;FRA1881198700101;105;355;38705;M;6;12;1881;26;11;1987;FRA;FRF11;FRA;FRF11;SAMPLE OUT
FRA;FRA1882198700100;105;145;38495;M;22;3;1882;14;8;1987;FRA;FRK11;FRA;FRK11;SAMPLE OUT
FRA;FRA1882198700104;105;126;38476;M;29;6;1882;2;11;1987;FRA;FRC13;FRA;FRC13;SAMPLE OUT
FRA;FRA1881198700099;105;364;38714;M;6;2;1881;5;2;1987;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1881198700102;105;225;38575;M;2;12;1881;15;7;1987;FRA;FRH04;FRA;FRH01;SAMPLE OUT
FRA;FRA1880198700105;107;171;39251;M;13;3;1880;31;8;1987;FRA;FRB01;FRA;FR105;SAMPLE OUT
FRA;FRA1879198700106;107;154;39235;M;22;12;1879;25;5;1987;FRA;FRJ27;FRA;FRJ27;SAMPLE OUT
FRA;FRA1880198700107;107;119;39200;M;13;1;1880;12;5;1987;FRA;FRB02;FRA;FR106;SAMPLE OUT
FRA;FRA1883198800131;105;43;38394;F;8;9;1883;21;10;1988;FRA;FRI11;FRA;FRI11;SAMPLE OUT
FRA;FRA1882198800120;105;130;38480;F;25;8;1882;2;1;1988;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1883198800137;105;189;38539;F;10;1;1883;17;7;1988;FRA;FRF31;FRA;FRF32;SAMPLE OUT
FRA;FRA1883198800116;105;12;38363;F;20;3;1883;1;4;1988;FRA;FRB03;FRA;FRB03;SAMPLE OUT
FRA;FRA1882198800117;105;240;38590;F;20;8;1882;16;4;1988;FRA;FRF12;FRA;FRC11;SAMPLE OUT
FRA;FRA1882198800115;105;356;38706;F;19;10;1882;9;10;1988;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1883198800124;105;228;38579;F;10;3;1883;24;10;1988;FRA;FR101;FRA;FRJ13;SAMPLE OUT
FRA;FRA1882198800123;105;57;38407;F;13;12;1882;8;2;1988;FRA;FR101;FRA;FRL03;SAMPLE OUT
FRA;FRA1883198800121;105;185;38536;F;14;4;1883;16;10;1988;FRA;FRG05;FRA;FRG05;SAMPLE OUT
FRA;FRA1883198800118;105;12;38363;F;29;5;1883;10;6;1988;FRA;FRI14;FRA;FRI14;SAMPLE OUT
FRA;FRA1882198800129;105;171;38521;F;15;9;1882;4;3;1988;FRA;FRD13;FRA;FRD11;SAMPLE OUT
FRA;FRA1883198800108;105;13;38364;F;13;10;1883;26;10;1988;FRA;FRI23;FRA;FRI23;SAMPLE OUT
FRA;FRA1883198800125;105;54;38404;F;3;2;1883;28;3;1988;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1882198800110;105;209;38559;F;28;8;1882;24;3;1988;FRA;FRF23;FRA;FRE22;SAMPLE OUT
FRA;FRA1883198800136;105;229;38580;F;9;4;1883;24;11;1988;FRA;FRF24;FRA;FRE22;SAMPLE OUT
FRA;FRA1882198800109;105;285;38635;F;27;7;1882;7;5;1988;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1883198800119;105;236;38586;F;2;1;1883;25;8;1988;FRA;FR105;FRA;FR105;SAMPLE OUT
FRA;FRA1882198800111;105;247;38597;F;4;9;1882;8;5;1988;FRA;FRF11;FRA;FRI12;SAMPLE OUT
FRA;FRA1883198800130;105;310;38660;F;25;1;1883;30;11;1988;FRA;FRJ24;FRA;FRJ24;SAMPLE OUT
FRA;FRA1882198800127;105;308;38658;F;19;10;1882;22;8;1988;FRA;FRY40;FRA;FRY40;SAMPLE OUT
FRA;FRA1883198800114;105;55;38406;F;11;4;1883;5;6;1988;FRA;FRL02;FRA;FRL02;SAMPLE OUT
FRA;FRA1883198800112;105;102;38453;F;17;5;1883;27;8;1988;FRA;FRF24;FRA;FRF23;SAMPLE OUT
FRA;FRA1883198800134;105;21;38372;F;24;5;1883;14;6;1988;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1882198800128;105;268;38618;F;26;9;1882;20;6;1988;FRA;FRL03;FRA;FRD21;SAMPLE OUT
FRA;FRA1883198800135;105;0;38351;F;7;11;1883;7;11;1988;FRA;FRG04;FRA;FRG03;SAMPLE OUT
FRA;FRA1883198800133;105;126;38477;F;9;4;1883;13;8;1988;FRA;FRG05;FRA;FRG05;SAMPLE OUT
FRA;FRA1883198800132;105;97;38448;F;29;5;1883;3;9;1988;FRA;FRF23;FRA;FRF23;SAMPLE OUT
FRA;FRA1882198800122;105;76;38426;F;22;10;1882;6;1;1988;FRA;FRK25;FRA;FRK25;SAMPLE OUT
FRA;FRA1883198800126;105;12;38362;F;22;2;1883;5;3;1988;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1883198800113;105;112;38463;F;20;7;1883;9;11;1988;FRA;FRB06;FRA;FRB04;SAMPLE OUT
FRA;FRA1882198800144;106;119;38834;F;15;1;1882;13;5;1988;FRA;FRH02;FRA;FRH02;SAMPLE OUT
FRA;FRA1882198800145;106;105;38821;F;13;4;1882;27;7;1988;FRA;FRK28;FRA;FRL04;SAMPLE OUT
FRA;FRA1882198800146;106;102;38818;F;15;7;1882;25;10;1988;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1881198800150;106;280;38995;F;1;8;1881;7;5;1988;FRA;FRL05;FRA;FRL05;SAMPLE OUT
FRA;FRA1882198800143;106;255;38971;F;20;3;1882;30;11;1988;FRA;FRI34;FRA;FRD21;SAMPLE OUT
FRA;FRA1882198800148;106;266;38982;F;13;3;1882;4;12;1988;FRA;FRK14;FRA;FRK25;SAMPLE OUT
FRA;FRA1882198800147;106;62;38778;F;29;9;1882;30;11;1988;FRA;FRG04;FRA;FRG04;SAMPLE OUT
FRA;FRA1882198800140;106;2;38718;F;5;4;1882;7;4;1988;FRA;FRE21;FRA;FRE22;SAMPLE OUT
FRA;FRA1882198800149;106;40;38756;F;20;4;1882;30;5;1988;FRA;FRF22;FRA;FRF22;SAMPLE OUT
FRA;FRA1881198800151;106;354;39069;F;5;6;1881;24;5;1988;FRA;FRH02;FRA;FR102;SAMPLE OUT
FRA;FRA1881198800138;106;243;38958;F;5;8;1881;4;4;1988;FRA;FRF23;FRA;FRF23;SAMPLE OUT
FRA;FRA1881198800141;106;211;38926;F;27;7;1881;23;2;1988;FRA;FRB03;FRA;FR102;SAMPLE OUT
FRA;FRA1882198800152;106;118;38834;F;18;5;1882;13;9;1988;FRA;FRI12;FRA;FRI12;SAMPLE OUT
FRA;FRA1881198800142;106;155;38870;F;8;9;1881;10;2;1988;FRA;FRK27;FRA;FRK24;SAMPLE OUT
FRA;FRA1882198800153;106;13;38729;F;25;8;1882;7;9;1988;FRA;FRC13;FRA;FRC11;SAMPLE OUT
FRA;FRA1882198800139;106;76;38792;F;18;4;1882;3;7;1988;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1880198800155;107;247;39327;F;22;11;1880;26;7;1988;FRA;FRI23;FRA;FRI23;SAMPLE OUT
FRA;FRA1881198800160;107;222;39303;F;11;4;1881;19;11;1988;FRA;FRG02;FRA;FRG02;SAMPLE OUT
FRA;FRA1881198800158;107;324;39404;F;26;1;1881;15;12;1988;FRA;FRK24;FRA;FRK26;SAMPLE OUT
FRA;FRA1881198800157;107;0;39081;F;4;6;1881;4;6;1988;FRA;FRM01;FRA;FRL04;SAMPLE OUT
FRA;FRA1880198800161;107;38;39118;F;20;12;1880;27;1;1988;FRA;FR105;FRA;FR105;SAMPLE OUT
FRA;FRA1881198800163;107;191;39272;F;3;3;1881;10;9;1988;FRA;FRI14;FRA;FRI14;SAMPLE OUT
FRA;FRA1881198800154;107;31;39112;F;18;3;1881;18;4;1988;FRA;FRI15;FRA;FRI15;SAMPLE OUT
FRA;FRA1881198800159;107;310;39390;F;9;1;1881;14;11;1988;FRA;FRF31;FRA;FRF31;SAMPLE OUT
FRA;FRA1880198800162;107;182;39262;F;3;7;1880;1;1;1988;FRA;FRC12;FRA;FRL06;SAMPLE OUT
FRA;FRA1881198800156;107;48;39128;F;24;2;1881;12;4;1988;FRA;FRD22;FRA;FRD22;SAMPLE OUT
FRA;FRA1878198800164;109;122;39933;F;4;10;1878;3;2;1988;FRA;FRJ21;FRA;FR105;SAMPLE OUT
FRA;FRA1882198800168;106;15;38731;M;25;7;1882;9;8;1988;FRA;FRC11;FRA;FRC11;SAMPLE OUT
FRA;FRA1882198800165;106;3;38718;M;25;1;1882;28;1;1988;FRA;FRE11;FRA;FRL04;SAMPLE OUT
FRA;FRA1881198800167;106;221;38936;M;14;9;1881;22;4;1988;FRA;FRC11;FRA;FRC11;SAMPLE OUT
FRA;FRA1882198800166;106;239;38955;M;13;3;1882;7;11;1988;FRA;FR101;FRA;FR107;SAMPLE OUT
FRA;FRA1880198800169;108;164;39610;M;16;3;1880;27;8;1988;FRA;FRC12;FRA;FRC12;YES
FRA;FRA1884198900176;105;1;38351;F;28;12;1884;29;12;1989;FRA;FRJ22;FRA;FRJ22;SAMPLE OUT
FRA;FRA1883198900198;105;169;38520;F;11;8;1883;27;1;1989;FRA;FRI23;FRA;FR101;SAMPLE OUT
FRA;FRA1884198900179;105;15;38365;F;24;9;1884;9;10;1989;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1883198900175;105;274;38625;F;22;4;1883;21;1;1989;FRA;FRG04;FRA;FRG04;SAMPLE OUT
FRA;FRA1884198900195;105;109;38459;F;2;7;1884;19;10;1989;FRA;FRF24;FRA;FRG01;SAMPLE OUT
FRA;FRA1884198900187;105;80;38430;F;21;8;1884;9;11;1989;FRA;FRG03;FRA;FRD11;SAMPLE OUT
FRA;FRA1884198900183;105;27;38377;F;6;5;1884;2;6;1989;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1884198900173;105;62;38412;F;22;6;1884;23;8;1989;FRA;FRI13;FRA;FRI12;SAMPLE OUT
FRA;FRA1884198900186;105;43;38393;F;20;7;1884;1;9;1989;FRA;FR101;FRA;FRF24;SAMPLE OUT
FRA;FRA1883198900177;105;317;38668;F;5;11;1883;18;9;1989;FRA;FRJ27;FRA;FRJ23;SAMPLE OUT
FRA;FRA1884198900171;105;91;38441;F;17;9;1884;17;12;1989;FRA;FR102;FRA;FR102;SAMPLE OUT
FRA;FRA1884198900194;105;100;38451;F;12;2;1884;23;5;1989;FRA;FRE12;FRA;FRD13;SAMPLE OUT
FRA;FRA1883198900191;105;271;38622;F;17;4;1883;13;1;1989;FRA;FRC12;FRA;FRC12;SAMPLE OUT
FRA;FRA1883198900190;105;204;38555;F;18;8;1883;10;3;1989;FRA;FRJ15;FRA;FRJ15;SAMPLE OUT
FRA;FRA1884198900189;105;101;38452;F;17;2;1884;29;5;1989;FRA;FRB03;FRA;FRB01;SAMPLE OUT
FRA;FRA1883198900184;105;339;38690;F;1;7;1883;5;6;1989;FRA;FRC12;FRA;FR101;SAMPLE OUT
FRA;FRA1884198900201;105;29;38379;F;29;3;1884;27;4;1989;FRA;FRG01;FRA;FRG01;SAMPLE OUT
FRA;FRA1884198900182;105;46;38396;F;23;6;1884;8;8;1989;FRA;FRL04;FRA;FRL04;SAMPLE OUT
FRA;FRA1883198900172;105;157;38508;F;28;9;1883;4;3;1989;FRA;FRF22;FRA;FRK26;SAMPLE OUT
FRA;FRA1883198900199;105;333;38684;F;28;3;1883;24;2;1989;FRA;FRL03;FRA;FRL03;SAMPLE OUT
FRA;FRA1884198900170;105;39;38389;F;31;10;1884;9;12;1989;FRA;FRD12;FRA;FR101;SAMPLE OUT
FRA;FRA1883198900200;105;223;38574;F;28;9;1883;9;5;1989;FRA;FRG05;FRA;FRG05;SAMPLE OUT
FRA;FRA1883198900188;105;275;38626;F;9;10;1883;11;7;1989;FRA;FRK25;FRA;FRJ12;SAMPLE OUT
FRA;FRA1883198900174;105;113;38464;F;8;11;1883;1;3;1989;FRA;FRJ14;FRA;FR106;SAMPLE OUT
FRA;FRA1883198900185;105;333;38684;F;5;3;1883;1;2;1989;FRA;FRI32;FRA;FR104;SAMPLE OUT
FRA;FRA1884198900202;105;206;38556;F;5;5;1884;27;11;1989;FRA;FRK13;FRA;FRK25;SAMPLE OUT
FRA;FRA1883198900192;105;282;38633;F;29;3;1883;5;1;1989;FRA;FRL04;FRA;FRB06;SAMPLE OUT
FRA;FRA1884198900180;105;2;38352;F;14;12;1884;16;12;1989;FRA;FRI22;FRA;FRI22;SAMPLE OUT
FRA;FRA1884198900196;105;92;38442;F;20;7;1884;20;10;1989;FRA;FRG03;FRA;FR102;SAMPLE OUT
FRA;FRA1883198900193;105;261;38612;F;6;10;1883;24;6;1989;FRA;FRY10;FRA;FRY10;SAMPLE OUT
FRA;FRA1884198900178;105;33;38383;F;20;10;1884;22;11;1989;FRA;FRJ27;FRA;FRJ27;SAMPLE OUT
FRA;FRA1883198900181;105;102;38453;F;20;10;1883;30;1;1989;FRA;FRI21;FRA;FRI21;SAMPLE OUT
FRA;FRA1884198900197;105;265;38615;F;5;4;1884;26;12;1989;FRA;FRY20;FRA;FRY20;SAMPLE OUT
FRA;FRA1883198900210;106;105;38821;F;24;8;1883;7;12;1989;FRA;FRI33;FRA;FRI33;SAMPLE OUT
FRA;FRA1883198900203;106;62;38778;F;16;5;1883;17;7;1989;FRA;FRK26;FRA;FRK26;SAMPLE OUT
FRA;FRA1883198900215;106;75;38791;F;5;5;1883;19;7;1989;FRA;FR101;FRA;FR105;SAMPLE OUT
FRA;FRA1882198900205;106;132;38848;F;11;10;1882;20;2;1989;FRA;FRF31;FRA;FRF22;SAMPLE OUT
FRA;FRA1882198900212;106;258;38974;F;1;9;1882;17;5;1989;FRA;FRK14;FRA;FRK14;SAMPLE OUT
FRA;FRA1882198900208;106;356;39072;F;15;9;1882;6;9;1989;FRA;FRJ15;FRA;FRJ15;SAMPLE OUT
FRA;FRA1882198900218;106;313;39029;F;28;3;1882;4;2;1989;FRA;FRJ13;FRA;FRJ13;SAMPLE OUT
FRA;FRA1882198900211;106;281;38997;F;16;10;1882;24;7;1989;FRA;FRE21;FRA;FRF21;SAMPLE OUT
FRA;FRA1883198900206;106;69;38785;F;19;3;1883;27;5;1989;FRA;FRK14;FRA;FRI21;SAMPLE OUT
FRA;FRA1883198900204;106;124;38840;F;16;8;1883;18;12;1989;FRA;FRK24;FRA;FRK24;SAMPLE OUT
FRA;FRA1882198900217;106;303;39019;F;13;10;1882;12;8;1989;FRA;FRD11;FRA;FRD11;SAMPLE OUT
FRA;FRA1883198900209;106;64;38780;F;6;3;1883;9;5;1989;FRA;FRK27;FRA;FRB05;SAMPLE OUT
FRA;FRA1883198900214;106;187;38903;F;16;3;1883;19;9;1989;FRA;FRE11;FRA;FRE11;SAMPLE OUT
FRA;FRA1882198900207;106;336;39052;F;10;7;1882;11;6;1989;FRA;FRC21;FRA;FRC13;SAMPLE OUT
