IDL_ID;AGEYEARS;DAYSSINCEBD;AGEDAYS;SEX;BIRTH_DAY;BIRTH_MONTH;BIRTH_YEAR;DEATH_DAY;DEATH_MONTH;DEATH_YEAR;BIRTH_COUNTRY;BIRTH_LOCALITY;DEATH_COUNTRY;DEATH_LOCALITY;VALIDATION
DNK21903200800340;105;31;38383;F;25;11;1903;26;12;2008;DNK;;DNK;;EXHAUSTIVE
DNK21903201100341;107;182;39264;F;31;12;1903;1;7;2011;DNK;;DNK;;EXHAUSTIVE
DNK21904201000342;106;129;38846;F;7;1;1904;16;5;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000343;106;110;38826;F;16;3;1904;4;7;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904200900344;105;90;38441;F;19;3;1904;17;6;2009;DNK;;DNK;;EXHAUSTIVE
DNK21904201200345;107;301;39382;F;8;4;1904;3;2;2012;DNK;;DNK;;EXHAUSTIVE
DNK21904201000346;106;253;38969;F;10;4;1904;19;12;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000347;106;81;38797;F;15;5;1904;4;8;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201100348;107;176;39257;F;23;5;1904;15;11;2011;DNK;;DNK;;EXHAUSTIVE
DNK21904201100349;107;150;39231;F;2;6;1904;30;10;2011;DNK;;DNK;;EXHAUSTIVE
DNK21904200900350;105;20;38371;F;3;6;1904;23;6;2009;DNK;;DNK;;EXHAUSTIVE
DNK21904201000351;105;266;38617;F;19;6;1904;12;3;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201200352;107;329;39410;F;1;8;1904;25;6;2012;DNK;;DNK;;EXHAUSTIVE
DNK21904201300353;109;54;39866;F;2;8;1904;25;9;2013;DNK;;DNK;;EXHAUSTIVE
DNK21904201200354;108;92;39539;F;2;9;1904;3;12;2012;DNK;;DNK;;EXHAUSTIVE
DNK21904201000355;105;269;38620;F;3;9;1904;30;5;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000356;105;187;38538;F;4;9;1904;10;3;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000357;105;170;38521;F;10;9;1904;27;2;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000358;106;54;38770;F;15;9;1904;8;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000359;106;3;38719;F;30;10;1904;2;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201200360;107;310;39391;F;6;11;1904;11;9;2012;DNK;;DNK;;EXHAUSTIVE
DNK21904201000361;105;197;38548;F;18;11;1904;3;6;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201000362;105;345;38696;F;27;11;1904;7;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21904201100363;106;64;38780;F;23;12;1904;25;2;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201300364;107;356;39437;F;12;1;1905;2;1;2013;DNK;;DNK;;EXHAUSTIVE
DNK21905201100365;105;363;38714;F;17;1;1905;15;1;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201100366;106;213;38929;F;7;2;1905;8;9;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201000367;105;36;38387;F;16;4;1905;22;5;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201000368;105;97;38448;F;30;4;1905;5;8;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201000369;105;208;38559;F;30;4;1905;24;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201100370;105;260;38611;F;5;5;1905;20;1;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201000371;105;63;38414;F;8;5;1905;10;7;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201100372;106;115;38831;F;11;5;1905;3;9;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201100373;105;301;38652;F;16;5;1905;13;3;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201100374;106;115;38831;F;24;6;1905;17;10;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201000375;105;177;38528;F;7;7;1905;31;12;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201000376;105;150;38501;F;13;7;1905;10;12;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201100377;105;271;38622;F;28;7;1905;25;4;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201100378;105;263;38614;F;4;8;1905;24;4;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201000379;105;55;38406;F;23;9;1905;17;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201100380;105;128;38479;F;25;9;1905;31;1;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201200381;107;32;39114;F;24;10;1905;25;11;2012;DNK;;DNK;;EXHAUSTIVE
DNK21905201000382;105;31;38382;F;28;10;1905;28;11;2010;DNK;;DNK;;EXHAUSTIVE
DNK21905201200383;106;116;38832;F;30;10;1905;23;2;2012;DNK;;DNK;;EXHAUSTIVE
DNK21905201100384;105;149;38500;F;23;12;1905;21;5;2011;DNK;;DNK;;EXHAUSTIVE
DNK21905201100385;105;84;38435;F;30;12;1905;24;3;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201100386;105;15;38366;F;16;2;1906;3;3;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201400387;108;58;39505;F;6;3;1906;3;5;2014;DNK;;DNK;;EXHAUSTIVE
DNK21906201400388;108;106;39553;F;17;3;1906;1;7;2014;DNK;;DNK;;EXHAUSTIVE
DNK21906201100389;105;152;38503;F;22;3;1906;21;8;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201200390;105;301;38652;F;26;3;1906;21;1;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201100391;105;264;38615;F;29;3;1906;18;12;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201200392;105;291;38642;F;22;4;1906;7;2;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201300393;106;290;39007;F;24;4;1906;8;2;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201100394;105;77;38428;F;28;4;1906;14;7;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201300395;106;257;38974;F;3;5;1906;15;1;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201300396;107;95;39177;F;12;6;1906;15;9;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201300397;106;302;39019;F;20;6;1906;18;4;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201100398;105;171;38522;F;5;7;1906;23;12;2011;DNK;;DNK;;EXHAUSTIVE
DNK21906201200399;106;93;38810;F;25;7;1906;26;10;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201200400;105;131;38482;F;30;8;1906;8;1;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201300401;106;284;39001;F;21;9;1906;2;7;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201200402;105;141;38492;F;2;10;1906;20;2;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201200403;105;110;38461;F;6;10;1906;24;1;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201300404;106;140;38857;F;16;10;1906;5;3;2013;DNK;;DNK;;EXHAUSTIVE
DNK21906201200405;105;191;38542;F;10;11;1906;19;5;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201200406;105;31;38382;F;12;12;1906;12;1;2012;DNK;;DNK;;EXHAUSTIVE
DNK21906201400407;107;44;39126;F;13;12;1906;26;1;2014;DNK;;DNK;;EXHAUSTIVE
DNK21907201200408;105;335;38686;F;3;1;1907;3;12;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201200409;105;306;38657;F;18;1;1907;19;11;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201200410;105;30;38381;F;3;2;1907;4;3;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201400411;107;137;39219;F;11;3;1907;26;7;2014;DNK;;DNK;;EXHAUSTIVE
DNK21907201200412;105;188;38540;F;4;4;1907;9;10;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201400413;107;223;39305;F;9;4;1907;18;11;2014;DNK;;DNK;;EXHAUSTIVE
DNK21907201200414;105;110;38462;F;21;5;1907;8;9;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201200415;105;34;38386;F;21;6;1907;25;7;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201200416;105;20;38372;F;26;6;1907;16;7;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201200417;105;144;38496;F;10;7;1907;1;12;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201300418;105;333;38685;F;18;7;1907;16;6;2013;DNK;;DNK;;EXHAUSTIVE
DNK21907201200419;105;19;38371;F;1;8;1907;20;8;2012;DNK;;DNK;;EXHAUSTIVE
DNK21907201300420;105;172;38524;F;13;8;1907;1;2;2013;DNK;;DNK;;EXHAUSTIVE
DNK21907201300421;105;48;38400;F;2;12;1907;19;1;2013;DNK;;DNK;;EXHAUSTIVE
DNK21907201300422;105;71;38423;F;10;12;1907;19;2;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201300423;105;234;38586;F;2;2;1908;24;9;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201400424;105;334;38686;F;8;2;1908;8;1;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201300425;105;163;38515;F;19;2;1908;1;8;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201300426;105;266;38618;F;20;2;1908;13;11;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201400427;105;340;38691;F;22;3;1908;25;2;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201300428;105;30;38381;F;26;4;1908;26;5;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201300429;105;84;38435;F;4;5;1908;27;7;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201400430;106;123;38839;F;21;5;1908;21;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400431;105;214;38565;F;11;6;1908;11;1;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400432;105;338;38689;F;7;7;1908;10;6;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201300433;105;48;38399;F;17;7;1908;3;9;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201400434;105;293;38644;F;22;7;1908;11;5;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201300435;105;136;38487;F;17;8;1908;31;12;2013;DNK;;DNK;;EXHAUSTIVE
DNK21908201400436;105;248;38599;F;28;8;1908;3;5;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400437;105;154;38505;F;29;9;1908;2;3;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400438;105;211;38562;F;15;10;1908;14;5;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400439;105;264;38615;F;27;10;1908;18;7;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400440;106;21;38737;F;5;11;1908;26;11;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400441;105;78;38429;F;24;12;1908;12;3;2014;DNK;;DNK;;EXHAUSTIVE
DNK21908201400442;105;258;38609;F;30;12;1908;14;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400443;105;356;38707;F;1;1;1909;23;12;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400444;105;240;38591;F;5;1;1909;2;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400445;105;108;38459;F;23;2;1909;11;6;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400446;105;172;38523;F;18;3;1909;6;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400447;105;138;38489;F;22;4;1909;7;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400448;105;45;38396;F;5;8;1909;19;9;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400449;105;79;38430;F;2;10;1909;20;12;2014;DNK;;DNK;;EXHAUSTIVE
DNK21909201400450;105;54;38405;F;28;10;1909;21;12;2014;DNK;;DNK;;EXHAUSTIVE
