IDL_ID;AGEYEARS;DAYSSINCEBD;AGEDAYS;SEX;BIRTH_DAY;BIRTH_MONTH;BIRTH_YEAR;DEATH_DAY;DEATH_MONTH;DEATH_YEAR;BIRTH_COUNTRY;BIRTH_LOCALITY;DEATH_COUNTRY;DEATH_LOCALITY;VALIDATION
USA11881199400367;112;81;40988;F;;;1881;;;1994;USA;;USA;;EXHAUSTIVE
USA11881199200368;110;115;40291;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA11881199200369;110;278;40454;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA11881199200370;110;49;40225;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA11881199400371;113;12;41284;F;;;1881;;;1994;USA;;USA;;EXHAUSTIVE
USA11881199200372;110;39;40215;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA11881199200373;111;140;40682;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA11881199100374;110;212;40388;F;;;1881;;;1991;USA;;USA;;EXHAUSTIVE
USA11881199200375;110;331;40507;F;;;1881;;;1992;USA;;USA;;EXHAUSTIVE
USA21881199200376;110;325;40501;F;;;1881;;;1992;ARM;;USA;;EXHAUSTIVE
USA21881199000377;109;8;39819;F;;;1881;;;1990;USA;;USA;;EXHAUSTIVE
USA21881198900378;108;167;39613;F;;;1881;;;1989;USA;;USA;;EXHAUSTIVE
USA21881199100379;109;270;40081;F;;;1881;;;1991;USA;;USA;;EXHAUSTIVE
USA11882199200380;110;55;40231;F;;;1882;;;1992;USA;;USA;;EXHAUSTIVE
USA11882199300381;110;241;40418;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199300382;111;142;40684;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199200383;110;92;40269;F;;;1882;;;1992;USA;;USA;;EXHAUSTIVE
USA11882199200384;110;87;40264;F;;;1882;;;1992;USA;;USA;;EXHAUSTIVE
USA11882199300385;110;133;40310;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199300386;110;123;40300;F;;;1882;;;1993;UK;;USA;;EXHAUSTIVE
USA11882199200387;110;6;40183;F;;;1882;;;1992;USA;;USA;;EXHAUSTIVE
USA11882199300388;110;206;40383;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199300389;111;39;40581;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199400390;111;189;40731;F;;;1882;;;1994;USA;;USA;;EXHAUSTIVE
USA11882199300391;110;90;40267;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199600392;114;218;41855;F;;;1882;;;1996;USA;;USA;;EXHAUSTIVE
USA11882199800393;115;319;42322;F;;;1882;;;1998;USA;;USA;;EXHAUSTIVE
USA11882199300394;111;291;40833;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA11882199300395;110;309;40486;F;;;1882;;;1993;USA;;USA;;EXHAUSTIVE
USA21882199100396;108;200;39646;F;;;1882;;;1991;USA;;USA;;EXHAUSTIVE
USA21882199200397;109;111;39922;F;;;1882;;;1992;USA;;USA;;EXHAUSTIVE
USA21882199000398;108;152;39598;F;;;1882;;;1990;USA;;USA;;EXHAUSTIVE
USA21882199000399;108;223;39669;F;;;1882;;;1990;USA;;USA;;EXHAUSTIVE
USA21882199000400;108;12;39458;F;;;1882;;;1990;USA;;USA;;EXHAUSTIVE
USA21882199100401;108;280;39726;F;;;1882;;;1991;USA;;USA;;EXHAUSTIVE
USA21882199100402;109;63;39874;F;;;1882;;;1991;USA;;USA;;EXHAUSTIVE
USA11883199300403;110;97;40274;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199500404;111;318;40860;F;;;1883;;;1995;USA;;USA;;EXHAUSTIVE
USA11883199500405;112;204;41111;F;;;1883;;;1995;USA;;USA;;EXHAUSTIVE
USA11883199300406;110;174;40351;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199300407;110;246;40423;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199400408;111;150;40692;F;;;1883;;;1994;USA;;USA;;EXHAUSTIVE
USA11883199500409;111;148;40690;F;;;1883;;;1995;CAN;;USA;;EXHAUSTIVE
USA11883199300410;110;108;40285;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199400411;110;145;40322;F;;;1883;;;1994;USA;;USA;;EXHAUSTIVE
USA11883199600412;113;83;41356;F;;;1883;;;1996;DEU;;USA;;EXHAUSTIVE
USA11883199700413;113;153;41426;F;;;1883;;;1997;USA;;USA;;EXHAUSTIVE
USA11883199400414;110;360;40537;F;;;1883;;;1994;ITA;;USA;;EXHAUSTIVE
USA11883199300415;110;34;40211;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199500416;112;206;41113;F;;;1883;;;1995;USA;;USA;;EXHAUSTIVE
USA11883199500417;111;94;40636;F;;;1883;;;1995;USA;;USA;;EXHAUSTIVE
USA11883199300418;110;2;40179;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199500419;111;344;40886;F;;;1883;;;1995;USA;;USA;;EXHAUSTIVE
USA11883199400420;111;172;40714;F;;;1883;;;1994;USA;;USA;;EXHAUSTIVE
USA11883199300421;110;29;40206;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199300422;110;49;40226;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11883199300423;110;182;40359;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA21883199100424;108;113;39559;F;;;1883;;;1991;USA;;USA;;EXHAUSTIVE
USA21883199100425;108;98;39544;F;;;1883;;;1991;USA;;USA;;EXHAUSTIVE
USA21883199200426;108;362;39808;F;;;1883;;;1992;USA;;USA;;EXHAUSTIVE
USA21883199200427;108;272;39718;F;;;1883;;;1992;USA;;USA;;EXHAUSTIVE
USA21883199300428;109;310;40121;F;;;1883;;;1993;USA;;USA;;EXHAUSTIVE
USA11884199400429;110;25;40201;F;;;1884;;;1994;GRC;;USA;;EXHAUSTIVE
USA11884199500430;110;279;40455;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199400431;110;190;40366;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199600432;112;201;41108;F;;;1884;;;1996;USA;;USA;;EXHAUSTIVE
USA11884199500433;111;129;40670;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199400434;110;144;40320;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199400435;110;2;40178;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199500436;111;155;40697;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199400437;110;39;40215;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199700438;112;98;41005;F;;;1884;;;1997;USA;;USA;;EXHAUSTIVE
USA11884199400439;110;67;40243;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199800440;113;263;41535;F;;;1884;;;1998;ITA;;USA;;EXHAUSTIVE
USA11884199500441;110;255;40431;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199500442;110;303;40479;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199500443;110;326;40502;F;;;1884;;;1995;USA;;USA;;EXHAUSTIVE
USA11884199400444;110;279;40456;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199400445;110;207;40383;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199400446;110;107;40283;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA11884199400447;110;39;40215;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA21884199600448;111;271;40812;F;;;1884;;;1996;USA;;USA;;EXHAUSTIVE
USA21884199200449;108;26;39472;F;;;1884;;;1992;USA;;USA;;EXHAUSTIVE
USA21884199300450;108;329;39775;F;;;1884;;;1993;USA;;USA;;EXHAUSTIVE
USA21884199400451;109;211;40022;F;;;1884;;;1994;USA;;USA;;EXHAUSTIVE
USA21884199200452;108;170;39616;F;;;1884;;;1992;USA;;USA;;EXHAUSTIVE
USA11885199800453;113;78;41350;F;;;1885;;;1998;USA;;USA;;EXHAUSTIVE
USA11885199500454;110;50;40226;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199700455;111;235;40777;F;;;1885;;;1997;USA;;USA;;EXHAUSTIVE
USA11885199800456;112;198;41105;F;;;1885;;;1998;USA;;USA;;EXHAUSTIVE
USA11885199700457;111;345;40887;F;;;1885;;;1997;USA;;USA;;EXHAUSTIVE
USA11885199500458;110;111;40287;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199800459;112;152;41059;F;;;1885;;;1998;USA;;USA;;EXHAUSTIVE
USA11885199500460;110;105;40281;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199500461;110;108;40284;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199600462;111;155;40696;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199600463;110;226;40402;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199600464;111;10;40551;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199700465;111;121;40663;F;;;1885;;;1997;USA;;USA;;EXHAUSTIVE
USA11885199500466;110;31;40207;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199700467;111;340;40882;F;;;1885;;;1997;USA;;USA;;EXHAUSTIVE
USA11885199900468;114;13;41650;F;;;1885;;;1999;USA;;USA;;EXHAUSTIVE
USA11885200000469;114;218;41855;F;;;1885;;;2000;USA;;USA;;EXHAUSTIVE
USA11885199600470;110;301;40477;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199600471;110;152;40328;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199600472;110;314;40490;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199500473;110;326;40502;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199500474;110;269;40445;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA11885199600475;110;304;40480;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199600476;110;329;40505;F;;;1885;;;1996;USA;;USA;;EXHAUSTIVE
USA11885199700477;112;236;41143;F;;;1885;;;1997;USA;;USA;;EXHAUSTIVE
USA21885199400478;109;358;40169;F;;;1885;;;1994;USA;;USA;;EXHAUSTIVE
USA21885199300479;108;236;39682;F;;;1885;;;1993;USA;;USA;;EXHAUSTIVE
USA21885199400480;109;282;40093;F;;;1885;;;1994;USA;;USA;;EXHAUSTIVE
USA21885199500481;109;185;39996;F;;;1885;;;1995;USA;;USA;;EXHAUSTIVE
USA21885199300482;108;61;39507;F;;;1885;;;1993;USA;;USA;;EXHAUSTIVE
USA11886199700483;111;121;40663;F;;;1886;;;1997;USA;;USA;;EXHAUSTIVE
USA11886199600484;110;173;40350;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199800485;111;235;40777;F;;;1886;;;1998;USA;;USA;;EXHAUSTIVE
USA11886199600486;110;126;40303;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199600487;110;64;40241;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199600488;110;51;40228;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199800489;112;52;40959;F;;;1886;;;1998;USA;;USA;;EXHAUSTIVE
USA11886199700490;110;153;40330;F;;;1886;;;1997;USA;;USA;;EXHAUSTIVE
USA11886199700491;111;14;40556;F;;;1886;;;1997;USA;;USA;;EXHAUSTIVE
USA11886199700492;110;104;40281;F;;;1886;;;1997;USA;;USA;;EXHAUSTIVE
USA11886199700493;110;75;40252;F;;;1886;;;1997;USA;;USA;;EXHAUSTIVE
USA11886199900494;113;110;41382;F;;;1886;;;1999;USA;;USA;;EXHAUSTIVE
USA11886199800495;112;152;41059;F;;;1886;;;1998;USA;;USA;;EXHAUSTIVE
USA11886199600496;110;348;40524;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199600497;110;291;40468;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA11886199600498;110;242;40419;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA21886199500499;108;208;39654;F;;;1886;;;1995;HUN;;USA;;EXHAUSTIVE
USA21886199500500;109;365;40176;F;;;1886;;;1995;USA;;USA;;EXHAUSTIVE
USA21886199400501;108;67;39513;F;;;1886;;;1994;USA;;USA;;EXHAUSTIVE
USA21886199500502;108;281;39727;F;;;1886;;;1995;USA;;USA;;EXHAUSTIVE
USA21886199600503;109;26;39837;F;;;1886;;;1996;USA;;USA;;EXHAUSTIVE
USA21886199400504;108;18;39464;F;;;1886;;;1994;USA;;USA;;EXHAUSTIVE
USA11887199700505;110;225;40402;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA11887199700506;110;96;40273;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA11887199900507;112;36;40943;F;;;1887;;;1999;USA;;USA;;EXHAUSTIVE
USA11887200200508;115;56;42059;F;;;1887;;;2002;USA;;USA;;EXHAUSTIVE
USA11887200000509;112;338;41245;F;;;1887;;;2000;USA;;USA;;EXHAUSTIVE
USA11887199900510;111;133;40675;F;;;1887;;;1999;USA;;USA;;EXHAUSTIVE
USA11887199900511;111;223;40765;F;;;1887;;;1999;USA;;USA;;EXHAUSTIVE
USA11887199700512;110;74;40251;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA11887199800513;110;219;40396;F;;;1887;;;1998;USA;;USA;;EXHAUSTIVE
USA11887200000514;113;327;41599;F;;;1887;;;2000;USA;;USA;;EXHAUSTIVE
USA11887199800515;111;64;40606;F;;;1887;;;1998;USA;;USA;;EXHAUSTIVE
USA11887199900516;111;219;40761;F;;;1887;;;1999;USA;;USA;;EXHAUSTIVE
USA11887200100517;113;189;41462;F;;;1887;;;2001;USA;;USA;;EXHAUSTIVE
USA11887199900518;111;201;40743;F;;;1887;;;1999;ITA;;USA;;EXHAUSTIVE
USA11887199800519;110;347;40524;F;;;1887;;;1998;USA;;USA;;EXHAUSTIVE
USA11887199900520;111;332;40874;F;;;1887;;;1999;USA;;USA;;EXHAUSTIVE
USA11887199800521;110;266;40443;F;;;1887;;;1998;USA;;USA;;EXHAUSTIVE
USA11887200100522;114;92;41730;F;;;1887;;;2001;USA;;USA;;EXHAUSTIVE
USA11887199800523;110;338;40515;F;;;1887;;;1998;ITA;;USA;;EXHAUSTIVE
USA11887199700524;110;178;40355;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA11887200100525;113;336;41609;F;;;1887;;;2001;USA;;USA;;EXHAUSTIVE
USA11887199700526;110;99;40276;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA11887200000527;113;225;41498;F;;;1887;;;2000;USA;;USA;;EXHAUSTIVE
USA11887199700528;110;170;40347;F;;;1887;;;1997;USA;;USA;;EXHAUSTIVE
USA21887199500529;108;43;39489;F;;;1887;;;1995;USA;;USA;;EXHAUSTIVE
USA21887199600530;109;152;39963;F;;;1887;;;1996;USA;;USA;;EXHAUSTIVE
USA21887199600531;108;298;39744;F;;;1887;;;1996;USA;;USA;;EXHAUSTIVE
USA21887199600532;109;35;39846;F;;;1887;;;1996;USA;;USA;;EXHAUSTIVE
USA11888199900533;110;247;40423;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888200100534;112;294;41201;F;;;1888;;;2001;USA;;USA;;EXHAUSTIVE
USA11888200000535;112;115;41022;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888199900536;111;74;40615;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888199800537;110;93;40269;F;;;1888;;;1998;ITA;;USA;;EXHAUSTIVE
USA11888200100538;113;31;41303;F;;;1888;;;2001;USA;;USA;;EXHAUSTIVE
USA11888200000539;111;161;40703;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888199800540;110;64;40240;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA11888199900541;111;312;40854;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888199900542;110;348;40524;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888200000543;112;85;40992;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888199900544;110;176;40352;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888199800545;110;21;40198;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA11888199900546;110;102;40278;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888200100547;112;332;41239;F;;;1888;;;2001;USA;;USA;;EXHAUSTIVE
USA11888200000548;111;351;40892;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888200100549;112;204;41111;F;;;1888;;;2001;USA;;USA;;EXHAUSTIVE
USA11888200000550;111;249;40790;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888199900551;110;181;40357;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888200200552;114;183;41821;F;;;1888;;;2002;CPV;;USA;;EXHAUSTIVE
USA11888199800553;110;29;40206;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA11888200000554;112;181;41088;F;;;1888;;;2000;USA;;USA;;EXHAUSTIVE
USA11888199900555;111;210;40751;F;;;1888;;;1999;USA;;USA;;EXHAUSTIVE
USA11888199800556;110;161;40337;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA21888199700557;108;157;39603;F;;;1888;;;1997;USA;;USA;;EXHAUSTIVE
USA21888199600558;108;21;39467;F;;;1888;;;1996;USA;;USA;;EXHAUSTIVE
USA21888199800559;109;276;40087;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA21888199600560;108;24;39470;F;;;1888;;;1996;USA;;USA;;EXHAUSTIVE
USA21888199800561;109;66;39877;F;;;1888;;;1998;USA;;USA;;EXHAUSTIVE
USA21888199700562;109;1;39812;F;;;1888;;;1997;USA;;USA;;EXHAUSTIVE
USA21888199700563;108;269;39715;F;;;1888;;;1997;USA;;USA;;EXHAUSTIVE
USA11889200000564;111;16;40558;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200100565;112;43;40950;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200000566;111;72;40614;F;;;1889;;;2000;UK;;USA;;EXHAUSTIVE
USA11889200300567;113;312;41584;F;;;1889;;;2003;USA;;USA;;EXHAUSTIVE
USA11889200300568;114;63;41700;F;;;1889;;;2003;USA;;USA;;EXHAUSTIVE
USA11889199900569;110;173;40349;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA11889200200570;113;343;41615;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA11889199900571;110;124;40300;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA11889199900572;110;107;40283;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA11889200100573;111;238;40780;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200000574;110;269;40445;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200200575;112;165;41072;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA11889200100576;111;289;40831;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200000577;111;48;40590;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200000578;110;309;40485;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200100579;111;350;40892;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200200580;112;124;41031;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA11889200000581;110;107;40283;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200000582;110;267;40443;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200200583;113;270;41542;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA11889200100584;111;137;40679;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200100585;111;64;40606;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200100586;111;160;40702;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200200587;112;43;40950;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA11889200300588;113;51;41323;F;;;1889;;;2003;USA;;USA;;EXHAUSTIVE
USA11889200000589;110;257;40433;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200200590;112;73;40980;F;;;1889;;;2002;USA;;USA;;EXHAUSTIVE
USA21889200000591;111;37;40578;F;;;1889;;;2000;USA;;USA;;EXHAUSTIVE
USA11889200100592;111;348;40889;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889200100593;112;27;40934;F;;;1889;;;2001;USA;;USA;;EXHAUSTIVE
USA11889199900594;110;20;40196;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA11889199900595;110;3;40179;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA21889199700596;108;13;39459;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199700597;108;226;39672;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199800598;108;289;39735;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199700599;108;4;39450;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199800600;109;291;40102;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199700601;108;157;39603;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199900602;109;309;40120;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA21889199700603;108;135;39581;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199900604;109;287;40098;F;;;1889;;;1999;USA;;USA;;EXHAUSTIVE
USA21889199900605;109;355;40166;F;;;1889;;;1999;CAN;;USA;;EXHAUSTIVE
USA21889199800606;109;53;39864;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199700607;108;76;39522;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199700608;108;22;39468;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199800609;108;210;39656;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199800610;108;237;39683;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199800611;108;284;39730;F;;;1889;;;1998;USA;;USA;;EXHAUSTIVE
USA21889199700612;108;8;39454;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21889199700613;108;27;39473;F;;;1889;;;1997;USA;;USA;;EXHAUSTIVE
USA21890200100614;111;79;40621;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200100615;111;259;40801;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200200616;112;22;40929;F;;;1890;;;2002;USA;;USA;;EXHAUSTIVE
USA21890200300617;113;136;41408;F;;;1890;;;2003;USA;;USA;;EXHAUSTIVE
USA21890200100618;111;12;40554;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200000619;110;32;40208;F;;;1890;;;2000;USA;;USA;;EXHAUSTIVE
USA21890200100620;110;318;40495;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200100621;111;165;40707;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200300622;113;99;41371;F;;;1890;;;2003;USA;;USA;;EXHAUSTIVE
USA21890200300623;113;78;41350;F;;;1890;;;2003;USA;;USA;;EXHAUSTIVE
USA21890200300624;112;215;41122;F;;;1890;;;2003;USA;;USA;;EXHAUSTIVE
USA21890200100625;111;103;40645;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200100626;110;218;40395;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200100627;111;108;40650;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200400628;114;117;41755;F;;;1890;;;2004;USA;;USA;;EXHAUSTIVE
USA21890200600629;116;118;42486;F;;;1890;;;2006;USA;;USA;;EXHAUSTIVE
USA21890200000630;110;23;40200;F;;;1890;;;2000;USA;;USA;;EXHAUSTIVE
USA21890200600631;115;153;42156;F;;;1890;;;2006;USA;;USA;;EXHAUSTIVE
USA21890200100632;110;119;40296;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200100633;110;314;40491;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200000634;110;48;40225;F;;;1890;;;2000;USA;;USA;;EXHAUSTIVE
USA21890200100635;110;208;40385;F;;;1890;;;2001;USA;;USA;;EXHAUSTIVE
USA21890200200636;111;352;40894;F;;;1890;;;2002;USA;;USA;;EXHAUSTIVE
USA21890200200637;111;102;40644;F;;;1890;;;2002;USA;;USA;;EXHAUSTIVE
USA21890200100638;110;219;40395;F;;;1890;;;2001;UK;;USA;;EXHAUSTIVE
USA21890199800639;108;179;39625;F;;;1890;;;1998;USA;;USA;;EXHAUSTIVE
USA21890199800640;108;6;39452;F;;;1890;;;1998;USA;;USA;;EXHAUSTIVE
USA21890199800641;108;230;39676;F;;;1890;;;1998;USA;;USA;;EXHAUSTIVE
USA21890199900642;108;59;39505;F;;;1890;;;1999;USA;;USA;;EXHAUSTIVE
USA21890199800643;108;21;39467;F;;;1890;;;1998;USA;;USA;;EXHAUSTIVE
USA21890199800644;108;114;39560;F;;;1890;;;1998;USA;;USA;;EXHAUSTIVE
USA21891200200645;111;290;40832;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200200646;111;172;40714;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200100647;110;268;40445;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200200648;111;241;40783;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200100649;110;253;40430;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200100650;110;169;40346;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200200651;111;162;40704;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200500652;114;18;41656;F;;;1891;;;2005;USA;;USA;;EXHAUSTIVE
USA21891200100653;110;176;40353;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200200654;110;262;40439;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200200655;110;237;40414;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200300656;111;282;40824;F;;;1891;;;2003;USA;;USA;;EXHAUSTIVE
USA21891200100657;110;79;40256;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200300658;111;282;40824;F;;;1891;;;2003;USA;;USA;;EXHAUSTIVE
USA21891200100659;110;39;40216;F;;;1891;;;2001;USA;;USA;;EXHAUSTIVE
USA21891200300660;111;84;40626;F;;;1891;;;2003;USA;;USA;;EXHAUSTIVE
USA21891200200661;110;211;40388;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200200662;110;100;40277;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200300663;111;320;40862;F;;;1891;;;2003;USA;;USA;;EXHAUSTIVE
USA21891200200664;110;277;40454;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
USA21891200400665;112;76;40983;F;;;1891;;;2004;USA;;USA;;EXHAUSTIVE
USA21891200200666;110;131;40308;F;;;1891;;;2002;USA;;USA;;EXHAUSTIVE
