Year,Age,Sex,Deaths,TL_Deaths,TU_Deaths_Next_Year,Cohort,Country,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1963,85,f,563,299,264,1878,dnk,3852,255,283,3842.6666666666665
1963,85,m,545,262,283,1878,dnk,3161,263,269,3159
1963,85,f,419,221,198,1878,fin,2459,218,217,2459.3333333333335
1963,85,m,221,108,113,1878,fin,1134,109,114,1132.3333333333333
1964,85,f,1193,561,632,1879,swe,7959,543,529,7963.666666666667
1964,85,m,964,508,456,1879,swe,5925,466,438,5934.333333333333
1964,85,f,591,291,300,1879,dnk,4063,299,264,4074.6666666666665
1964,85,m,529,244,285,1879,dnk,3190,262,283,3183
1964,85,f,507,239,268,1879,fin,2629,221,198,2636.6666666666665
1964,85,m,265,123,142,1879,fin,1195,108,113,1193.3333333333333
1965,85,f,1127,590,537,1880,swe,7880,561,632,7856.333333333333
1965,85,m,883,435,448,1880,swe,5780,508,456,5797.333333333333
1965,85,f,608,293,315,1880,dnk,4095,291,300,4092
1965,85,m,571,288,283,1880,dnk,3289,244,285,3275.3333333333335
1965,85,f,499,272,227,1880,fin,2629,239,268,2619.3333333333335
1965,85,m,230,115,115,1880,fin,1162,123,142,1155.6666666666667
1966,85,f,1101,549,552,1881,swe,8060,590,537,8077.666666666667
1966,85,m,955,497,458,1881,swe,5806,435,448,5801.666666666667
1966,85,f,596,307,289,1881,dnk,4285,293,315,4277.666666666667
1966,85,m,519,269,250,1881,dnk,3236,288,283,3237.6666666666665
1966,85,f,468,232,236,1881,fin,2452,272,227,2467
1966,85,m,222,117,105,1881,fin,1103,115,115,1103
1967,85,f,1232,614,618,1882,swe,8241,549,552,8240
1967,85,m,968,464,504,1882,swe,5991,497,458,6004
1967,85,f,621,296,325,1882,dnk,4551,307,289,4557
1967,85,m,523,256,267,1882,dnk,3352,269,250,3358.3333333333335
1967,85,f,480,236,244,1882,fin,2865,232,236,2863.6666666666665
1967,85,m,264,137,127,1882,fin,1223,117,105,1227
1968,85,f,1135,538,597,1883,swe,8649,614,618,8647.666666666666
1968,85,m,954,476,478,1883,swe,6000,464,504,5986.666666666667
1968,85,f,598,299,299,1883,dnk,4606,296,325,4596.333333333333
1968,85,m,490,247,243,1883,dnk,3327,256,267,3323.3333333333335
1968,85,f,516,248,268,1883,fin,3022,236,244,3019.3333333333335
1968,85,m,257,131,126,1883,fin,1276,137,127,1279.3333333333333
1969,85,f,1237,648,589,1884,swe,9454,538,597,9434.333333333334
1969,85,m,1021,518,503,1884,swe,6630,476,478,6629.333333333333
1969,85,f,638,325,313,1884,dnk,5109,299,299,5109
1969,85,m,531,284,247,1884,dnk,3613,247,243,3614.3333333333335
1969,85,f,529,290,239,1884,fin,3088,248,268,3081.3333333333335
1969,85,m,245,126,119,1884,fin,1292,131,126,1293.6666666666667
1970,85,f,1169,554,615,1885,swe,9701,648,589,9720.666666666666
1970,85,m,1034,521,513,1885,swe,6751,518,503,6756
1970,85,f,653,317,336,1885,dnk,5238,325,313,5242
1970,85,m,552,267,285,1885,dnk,3638,284,247,3650.3333333333335
1970,85,f,511,275,236,1885,fin,3093,290,239,3110
1970,85,m,278,135,143,1885,fin,1326,126,119,1328.3333333333333
1971,85,f,1295,655,640,1886,swe,10305,554,615,10284.666666666666
1971,85,m,1121,586,535,1886,swe,7064,521,513,7066.666666666667
1971,85,f,619,332,287,1886,dnk,5418,317,336,5411.666666666667
1971,85,m,552,294,258,1886,dnk,3716,267,285,3710
1971,85,f,562,291,271,1886,fin,3383,275,236,3396
1971,85,m,272,146,126,1886,fin,1346,135,143,1343.3333333333333
1972,85,f,1394,694,700,1887,swe,10836,655,640,10841
1972,85,m,1062,538,524,1887,swe,7043,586,535,7060
1972,85,f,688,361,327,1887,dnk,5752,332,287,5767
1972,85,m,562,265,297,1887,dnk,3821,294,258,3833
1972,85,f,546,290,256,1887,fin,3477,291,271,3483.6666666666665
1972,85,m,255,132,123,1887,fin,1452,146,126,1458.6666666666667
1973,85,f,1393,731,662,1888,swe,10944,694,700,10942
1973,85,m,1123,602,521,1888,swe,6965,538,524,6969.666666666667
1973,85,f,666,343,323,1888,dnk,5811,361,327,5822.333333333333
1973,85,m,600,317,283,1888,dnk,3912,265,297,3901.3333333333335
1973,85,f,527,275,252,1888,fin,3398,290,256,3409.3333333333335
1973,85,m,280,123,157,1888,fin,1438,132,123,1441
1974,85,f,1366,678,688,1889,swe,11174,731,662,11197
1974,85,m,1043,512,531,1889,swe,6837,602,521,6864
1974,85,f,720,359,361,1889,dnk,6137,343,323,6143.666666666667
1974,85,m,569,305,264,1889,dnk,3844,317,283,3855.3333333333335
1974,85,f,473,239,234,1889,fin,3417,275,252,3424.6666666666665
1974,85,m,253,119,134,1889,fin,1436,123,157,1424.6666666666667
1975,85,f,1485,679,806,1890,swe,11754,678,688,11750.666666666666
1975,85,m,1119,545,574,1890,swe,7081,512,531,7074.666666666667
1975,85,f,767,367,400,1890,dnk,6459,359,361,6458.333333333333
1975,85,m,627,284,343,1890,dnk,4007,305,264,4020.6666666666665
1975,85,f,472,220,252,1890,fin,3650,239,234,3651.6666666666665
1975,85,m,272,129,143,1890,fin,1438,119,134,1433
1976,85,f,1449,714,735,1891,swe,12412,679,806,12369.666666666666
1976,85,m,1147,596,551,1891,swe,7399,545,574,7389.333333333333
1976,85,f,778,376,402,1891,dnk,6752,367,400,6741
1976,85,m,628,329,299,1891,dnk,4121,284,343,4101.333333333333
1976,85,f,516,252,264,1891,fin,4098,220,252,4087.3333333333335
1976,85,m,271,134,137,1891,fin,1623,129,143,1618.3333333333333
1977,85,f,1464,736,728,1892,swe,12666,714,735,12659
1977,85,m,1152,565,587,1892,swe,7317,596,551,7332
1977,85,f,754,350,404,1892,dnk,6914,376,402,6905.333333333333
1977,85,m,582,278,304,1892,dnk,3976,329,299,3986
1977,85,f,556,274,282,1892,fin,4060,252,264,4056
1977,85,m,265,131,134,1892,fin,1675,134,137,1674
1978,85,f,1529,757,772,1893,swe,13327,736,728,13329.666666666666
1978,85,m,1168,581,587,1893,swe,7664,565,587,7656.666666666667
1978,85,f,836,394,442,1893,dnk,7513,350,404,7495
1978,85,m,595,311,284,1893,dnk,4273,278,304,4264.333333333333
1978,85,f,546,293,253,1893,fin,4237,274,282,4234.333333333333
1978,85,m,263,128,135,1893,fin,1604,131,134,1603
1979,85,f,1575,769,806,1894,swe,13658,757,772,13653
1979,85,m,1148,552,596,1894,swe,7700,581,587,7698
1979,85,f,831,408,423,1894,dnk,7738,394,442,7722
1979,85,m,655,321,334,1894,dnk,4454,311,284,4463
1979,85,f,581,276,305,1894,fin,4716,293,253,4729.333333333333
1979,85,m,301,139,162,1894,fin,1829,128,135,1826.6666666666667
1980,85,f,1733,859,874,1895,swe,14413,769,806,14400.666666666666
1980,85,m,1239,627,612,1895,swe,7924,552,596,7909.333333333333
1980,85,f,948,443,505,1895,dnk,8129,408,423,8124
1980,85,m,671,355,316,1895,dnk,4549,321,334,4544.666666666667
1980,85,f,684,310,374,1895,fin,5185,276,305,5175.333333333333
1980,85,m,321,178,143,1895,fin,1956,139,162,1948.3333333333333
1981,85,f,1689,851,838,1896,swe,14662,859,874,14657
1981,85,m,1237,617,620,1896,swe,8481,627,612,8486
1981,85,f,936,455,481,1896,dnk,8643,443,505,8622.333333333334
1981,85,m,636,328,308,1896,dnk,4534,355,316,4547
1981,85,f,681,378,303,1896,fin,5472,310,374,5450.666666666667
1981,85,m,304,148,156,1896,fin,1964,178,143,1975.6666666666667
1982,85,f,1658,778,880,1897,swe,15054,851,838,15058.333333333334
1982,85,m,1275,595,680,1897,swe,8320,617,620,8319
1982,85,f,884,461,423,1897,dnk,8617,455,481,8608.333333333334
1982,85,m,665,330,335,1897,dnk,4548,328,308,4554.666666666667
1982,85,f,683,376,307,1897,fin,5833,378,303,5858
1982,85,m,338,173,165,1897,fin,2099,148,156,2096.3333333333335
1983,85,f,1692,837,855,1898,swe,15850,778,880,15816
1983,85,m,1246,636,610,1898,swe,8693,595,680,8664.666666666666
1983,85,f,1021,533,488,1898,dnk,9033,461,423,9045.666666666666
1983,85,m,707,354,353,1898,dnk,4698,330,335,4696.333333333333
1983,85,f,771,398,373,1898,fin,6527,376,307,6550
1983,85,m,342,193,149,1898,fin,2360,173,165,2362.6666666666665
1984,85,f,1774,836,938,1899,swe,16325,837,855,16319
1984,85,m,1335,621,714,1899,swe,8702,636,610,8710.666666666666
1984,85,f,946,449,497,1899,dnk,9178,533,488,9193
1984,85,m,646,327,319,1899,dnk,4497,354,353,4497.333333333333
1984,85,f,844,409,435,1899,fin,6736,398,373,6744.333333333333
1984,85,m,406,195,211,1899,fin,2530,193,149,2544.6666666666665
1985,85,f,1910,957,953,1900,swe,17758,836,938,17724
1985,85,m,1340,676,664,1900,swe,9293,621,714,9262
1985,85,f,1015,514,501,1900,dnk,9385,449,497,9369
1985,85,m,677,348,329,1900,dnk,4743,327,319,4745.666666666667
1985,85,f,820,404,416,1900,fin,6926,409,435,6917.333333333333
1985,85,m,394,214,180,1900,fin,2512,195,211,2506.6666666666665
1986,85,f,1895,944,951,1901,swe,18215,957,953,18216.333333333332
1986,85,m,1344,632,712,1901,swe,9620,676,664,9624
1986,85,f,1037,503,534,1901,dnk,9971,514,501,9975.333333333334
1986,85,m,665,360,305,1901,dnk,4827,348,329,4833.333333333333
1986,85,f,863,440,423,1901,fin,7539,404,416,7535
1986,85,m,398,198,200,1901,fin,2702,214,180,2713.3333333333335
1987,85,f,1915,930,985,1902,swe,19075,944,951,19072.666666666668
1987,85,m,1442,702,740,1902,swe,9949,632,712,9922.333333333334
1987,85,f,989,489,500,1902,dnk,10217,503,534,10206.666666666666
1987,85,m,687,351,336,1902,dnk,4997,360,305,5015.333333333333
1987,85,f,877,441,436,1902,fin,7661,440,423,7666.666666666667
1987,85,m,424,225,199,1902,fin,2774,198,200,2773.3333333333335
1988,85,f,2009,998,1011,1903,swe,19133,930,985,19114.666666666668
1988,85,m,1455,750,705,1903,swe,9881,702,740,9868.333333333334
1988,85,f,1087,572,515,1903,dnk,10415,489,500,10411.333333333334
1988,85,m,712,366,346,1903,dnk,5047,351,336,5052
1988,85,f,904,430,474,1903,fin,7785,441,436,7786.666666666667
1988,85,m,426,226,200,1903,fin,2924,225,199,2932.6666666666665
1989,85,f,1940,960,980,1904,swe,19914,998,1011,19909.666666666668
1989,85,m,1396,688,708,1904,swe,10454,750,705,10469
1989,85,f,1131,546,585,1904,dnk,10708,572,515,10727
1989,85,m,714,356,358,1904,dnk,5088,366,346,5094.666666666667
1989,85,f,1041,518,523,1904,fin,8571,430,474,8556.333333333334
1989,85,m,491,247,244,1904,fin,3065,226,200,3073.6666666666665
1990,85,f,1948,958,990,1905,swe,20327,960,980,20320.333333333332
1990,85,m,1538,742,796,1905,swe,10558,688,708,10551.333333333334
1990,85,f,1045,517,528,1905,dnk,10832,546,585,10819
1990,85,m,741,372,369,1905,dnk,5252,356,358,5251.333333333333
1990,85,f,1016,533,483,1905,fin,8609,518,523,8607.333333333334
1990,85,m,484,237,247,1905,fin,3178,247,244,3179
1991,85,f,1938,960,978,1906,swe,21185,958,990,21174.333333333332
1991,85,m,1545,748,797,1906,swe,11254,742,796,11236
1991,85,f,1169,563,606,1906,dnk,11260,517,528,11256.333333333334
1991,85,m,702,351,351,1906,dnk,5197,372,369,5198
1991,85,f,1069,507,562,1906,fin,9394,533,483,9410.666666666666
1991,85,m,555,287,268,1906,fin,3408,237,247,3404.6666666666665
1901,86,f,425,190,235,1815,swe,2334,202.1785199311596,222,2327.392839977053
1901,86,m,298,148,150,1815,swe,1464,143.12637797106842,137,1466.0421259903562
1902,86,f,470,259,211,1816,swe,2478,190,235,2463
1902,86,m,324,164,160,1816,swe,1558,148,150,1557.3333333333333
1903,86,f,462,214,248,1817,swe,2302,259,211,2318
1903,86,m,350,161,189,1817,swe,1550,164,160,1551.3333333333333
1904,86,f,431,189,242,1818,swe,2421,214,248,2409.6666666666665
1904,86,m,384,188,196,1818,swe,1664,161,189,1654.6666666666667
1905,86,f,472,233,239,1819,swe,2485,189,242,2467.3333333333335
1905,86,m,381,206,175,1819,swe,1692,188,196,1689.3333333333333
1906,86,f,501,227,274,1820,swe,2658,233,239,2656
1906,86,m,383,167,216,1820,swe,1869,206,175,1879.3333333333333
1907,86,f,550,254,296,1821,swe,2904,227,274,2888.3333333333335
1907,86,m,465,223,242,1821,swe,2113,167,216,2096.6666666666665
1908,86,f,578,289,289,1822,swe,3084,254,296,3070
1908,86,m,422,214,208,1822,swe,2148,223,242,2141.6666666666665
1909,86,f,616,273,343,1823,swe,3363,289,289,3363
1909,86,m,452,233,219,1823,swe,2230,214,208,2232
1910,86,f,575,303,272,1824,swe,3103,273,343,3079.6666666666665
1910,86,m,441,224,217,1824,swe,2148,233,219,2152.6666666666665
1911,86,f,591,298,293,1825,swe,3335,303,272,3345.3333333333335
1911,86,m,510,230,280,1825,swe,2306,224,217,2308.3333333333335
1912,86,f,612,297,315,1826,swe,3297,298,293,3298.6666666666665
1912,86,m,454,216,238,1826,swe,2302,230,280,2285.3333333333335
1913,86,f,543,274,269,1827,swe,2954,297,315,2948
1913,86,m,391,185,206,1827,swe,2079,216,238,2071.6666666666665
1914,86,f,671,297,374,1828,swe,3157,274,269,3158.6666666666665
1914,86,m,488,235,253,1828,swe,2148,185,206,2141
1915,86,f,608,296,312,1829,swe,3167,297,374,3141.3333333333335
1915,86,m,434,215,219,1829,swe,2275,235,253,2269
1916,86,f,576,286,290,1830,swe,3246,296,312,3240.6666666666665
1916,86,m,507,235,272,1830,swe,2252,215,219,2250.6666666666665
1917,86,f,492,264,228,1831,swe,2989,286,290,2987.6666666666665
1917,86,m,389,216,173,1831,swe,2034,235,272,2021.6666666666667
1917,86,f,159,82,77,1831,fin,646,621,552,669
1917,86,m,87,47,40,1831,fin,354,531,512,360.3333333333333
1918,86,f,555,249,306,1832,swe,3285,264,228,3297
1918,86,m,427,217,210,1832,swe,2275,216,173,2289.3333333333335
1918,86,f,176,92,84,1832,fin,640,82,77,641.6666666666666
1918,86,m,93,50,43,1832,fin,341,47,40,343.3333333333333
1919,86,f,678,343,335,1833,swe,3556,249,306,3537
1919,86,m,482,235,247,1833,swe,2453,217,210,2455.3333333333335
1919,86,f,127,67,60,1833,fin,605,92,84,607.6666666666666
1919,86,m,72,39,33,1833,fin,341,50,43,343.3333333333333
1920,86,f,645,308,337,1834,swe,3508,343,335,3510.6666666666665
1920,86,m,479,256,223,1834,swe,2522,235,247,2518
1920,86,f,142,67,75,1834,fin,755,67,60,757.3333333333334
1920,86,m,91,44,47,1834,fin,446,39,33,448
1921,86,f,715,356,359,1835,swe,3658,308,337,3648.3333333333335
1921,86,m,550,257,293,1835,swe,2566,256,223,2577
1921,86,f,319.9921865975226,134.44181536074476,185.55037123677786,1835,dnk,1326.8562890779228,536,525,1330.5229557445896
1921,86,m,184.57671189797756,91.3000387897595,93.27667310821806,1835,dnk,906.9626042428991,535,523,910.9626042428991
1921,86,f,187,97,90,1835,fin,826,67,75,823.3333333333334
1921,86,m,110,58,52,1835,fin,413,44,47,412
1922,86,f,651,340,311,1836,swe,3396,356,359,3395
1922,86,m,454,230,224,1836,swe,2386,257,293,2374
1922,86,f,269.7317761781072,136.4045972335232,133.32717894458406,1836,dnk,1239.285172295066,134.44181536074476,185.55037123677786,1222.2489870030552
1922,86,m,195.5296522491762,97.2885730268511,98.24107922232508,1836,dnk,909.700461120157,91.3000387897595,93.27667310821806,909.0415830140041
1922,86,f,143,72,71,1836,fin,742,97,90,744.3333333333334
1922,86,m,89,43,46,1836,fin,415,58,52,417
1923,86,f,547,280,267,1837,swe,3291,340,311,3300.6666666666665
1923,86,m,487,225,262,1837,swe,2345,230,224,2347
1923,86,f,246.54405220891562,127.3124189921968,119.23163321671883,1837,dnk,1239.9075363518912,136.4045972335232,133.32717894458406,1240.9333424482043
1923,86,m,180.3965840715625,90.22139928580876,90.17518478575374,1837,dnk,911.4511217862178,97.2885730268511,98.24107922232508,911.1336197210597
1923,86,f,186,79,107,1837,fin,793,72,71,793.3333333333334
1923,86,m,95,38,57,1837,fin,383,43,46,382
1924,86,f,601,304,297,1838,swe,3263,280,267,3267.3333333333335
1924,86,m,387,187,200,1838,swe,2226,225,262,2213.6666666666665
1924,86,f,205.4206043101017,105.20438225004604,100.21622206005567,1838,dnk,1148.5387285038769,127.3124189921968,119.23163321671883,1151.2323237623696
1924,86,m,176.36092003442056,91.17713128337323,85.18378875104733,1838,dnk,916.2537649430978,90.22139928580876,90.17518478575374,916.2691697764495
1924,86,f,152,75,77,1838,fin,776,79,107,766.6666666666666
1924,86,m,96,37,59,1838,fin,428,38,57,421.6666666666667
1925,86,f,624,279,345,1839,swe,3422,304,297,3424.3333333333335
1925,86,m,453,205,248,1839,swe,2405,187,200,2400.6666666666665
1925,86,f,224.39821024158158,108.23351982486012,116.16469041672144,1839,dnk,1239.4204112389525,105.20438225004604,100.21622206005567,1241.0831313022827
1925,86,m,186.33609270073856,97.20973539825401,89.12635730248455,1839,dnk,871.0447655528235,91.17713128337323,85.18378875104733,873.0425463969322
1925,86,f,171,74,97,1839,fin,864.202288266934,75,77,863.5356216002674
1925,86,m,111,62,49,1839,fin,518,37,59,510.6666666666667
1926,86,f,758,359,399,1840,swe,3677,279,345,3655
1926,86,m,555,253,302,1840,swe,2587,205,248,2572.6666666666665
1926,86,f,262.35705831865107,111.15759169186276,151.1994666267883,1840,dnk,1313.2552796868356,108.23351982486012,116.16469041672144,1310.611556156215
1926,86,m,221.302305862479,105.14907322203234,116.15323264044663,1840,dnk,982.9531188079337,97.20973539825401,89.12635730248455,985.6475781731903
1926,86,f,231,109,122,1840,fin,990.3034324004011,74,97,982.6367657337345
1926,86,m,120,59,61,1840,fin,499,62,49,503.3333333333333
1927,86,f,599,318,281,1841,swe,3411,359,399,3397.6666666666665
1927,86,m,516,270,246,1841,swe,2519,253,302,2502.6666666666665
1927,86,f,275.37078354534947,146.19286177159663,129.17792177375284,1841,dnk,1235.020478343708,111.15759169186276,151.1994666267883,1221.6731866987327
1927,86,m,203.27351773242754,111.14662778525498,92.12688994717256,1841,dnk,913.7709528265774,105.14907322203234,116.15323264044663,910.102899687106
1927,86,f,161,80,81,1841,fin,930.1588344414107,109,122,925.8255011080773
1927,86,m,99,57,42,1841,fin,481.91525423728814,59,61,481.24858757062145
1928,86,f,694,340,354,1842,swe,3606,318,281,3618.3333333333335
1928,86,m,474,237,237,1842,swe,2472,270,246,2480
1928,86,f,288.34626798363917,138.19033492075883,150.15593306288034,1842,dnk,1283.8294725153826,146.19286177159663,129.17792177375284,1289.5011191813305
1928,86,m,220.26368936033768,103.14206157129102,117.12162778904666,1842,dnk,995.6510885105971,111.14662778525498,92.12688994717256,1001.9910011232912
1928,86,f,221,116,105,1842,fin,1000.1125854681375,80,81,999.7792521348041
1928,86,m,130,67,63,1842,fin,533.4278497942441,57,42,538.4278497942441
1929,86,f,611,306,305,1843,swe,3509.004153194336,340,354,3504.3374865276696
1929,86,m,476,230,246,1843,swe,2533,237,237,2533
1929,86,f,244.29395864785846,120.12474645030426,124.16921219755419,1843,dnk,1337.604030889164,138.19033492075883,150.15593306288034,1333.6154981751235
1929,86,m,209.2523732946178,101.10499492900608,108.14737836561171,1843,dnk,964.4757278528866,103.14206157129102,117.12162778904666,959.8158724469681
1929,86,f,189,91,98,1843,fin,970.0705805780316,116,105,973.7372472446982
1929,86,m,120,60,60,1843,fin,515.5419076515527,67,63,516.8752409848861
1930,86,f,789,344,445,1844,swe,3742.006229791504,306,305,3742.3395631248377
1930,86,m,593,258,335,1844,swe,2727.004153194336,230,246,2721.6708198610027
1930,86,f,275.1974954985401,116.15829528158295,159.03920021695717,1844,dnk,1364.3690820654156,120.12474645030426,124.16921219755419,1363.0209268163323
1930,86,m,232.17347731498785,104.14191990762609,128.03155740736176,1844,dnk,1026.2999524628458,101.10499492900608,108.14737836561171,1023.9524913173105
1930,86,f,211,89,122,1844,fin,1015.4722108519578,91,98,1013.1388775186244
1930,86,m,142,57,85,1844,fin,548.0872765446979,60,60,548.0872765446979
1931,86,f,662,358,304,1845,swe,3558.0124595830084,344,445,3524.345792916342
1931,86,m,486,254,232,1845,swe,2514.0124595830084,258,335,2488.345792916342
1931,86,f,263.04735901103976,118.02909198491162,145.01826702612814,1845,dnk,1280.2062120529367,116.15829528158295,159.03920021695717,1265.9125770744786
1931,86,m,231.0418809142888,106.02613347797146,125.01574743631737,1845,dnk,1015.1655439591632,104.14191990762609,128.03155740736176,1007.2023314592514
1931,86,f,190,100,90,1845,fin,975.4007426157314,89,122,964.4007426157314
1931,86,m,133,71,62,1845,fin,566.1895485737869,57,85,556.8562152404535
1932,86,f,612,304,308,1846,swe,3208.0269957631845,358,304,3226.0269957631845
1932,86,m,478,226,252,1846,swe,2370.0207659716802,254,232,2377.3540993050137
1932,86,f,286.03674738858643,132.01662929275113,154.0201180958353,1846,dnk,1331.203664885518,118.02909198491162,145.01826702612814,1322.2072732051124
1932,86,m,197.02528836667204,96.01209403109173,101.0131943355803,1846,dnk,1009.1563695428404,106.02613347797146,125.01574743631737,1002.8264982233917
1932,86,f,185,82,103,1846,fin,1005.35294213411,100,90,1008.6862754674434
1932,86,m,120,57,63,1846,fin,559.0765493823124,71,62,562.0765493823124
1933,86,f,597,288,309,1847,swe,3362.0373787490244,304,308,3360.704045415691
1933,86,m,471,244,227,1847,swe,2504.0394553461924,226,252,2495.372788679526
1933,86,f,230.0301452296496,105.01371688352407,125.01642834612554,1847,dnk,1301.2130061327357,132.01662929275113,154.0201180958353,1293.878509865041
1933,86,m,229.03000432548387,117.01528452735539,112.01471979812848,1847,dnk,1000.1560076274761,96.01209403109173,101.0131943355803,998.4889741926467
1933,86,f,206,90,116,1847,fin,1022.2895363248772,82,103,1015.2895363248772
1933,86,m,114,64,50,1847,fin,550.9843191003434,57,63,548.9843191003434
1934,86,f,682,310,372,1848,swe,3625.1079830527374,288,309,3618.1079830527374
1934,86,m,498,236,262,1848,swe,2561.0581447207046,244,227,2566.724811387371
1934,86,f,266.04033796611566,132.01734833350858,134.02298963260705,1848,dnk,1431.2414237656315,105.01371688352407,125.01642834612554,1424.5738532780977
1934,86,m,203.03097436302556,96.0126169698244,107.01835739320114,1848,dnk,1040.1754043168787,117.01528452735539,112.01471979812848,1041.842259226621
1934,86,f,239,108,131,1848,fin,1154.5328069735397,90,116,1145.866140306873
1934,86,m,122,62,60,1848,fin,685.577752124457,64,50,690.2444187911236
1935,86,f,774,375,399,1849,swe,3925.1432852045937,310,372,3904.476618537927
1935,86,m,568,266,302,1849,swe,2854.0726809008806,236,262,2845.406014234214
1935,86,f,278.03707000808373,134.02298963260705,144.01408037547668,1849,dnk,1400.2432399444676,132.01734833350858,134.02298963260705,1399.5746928447682
1935,86,m,225.02967412654965,104.01784269993382,121.01183142661583,1849,dnk,1112.19227344025,96.0126169698244,107.01835739320114,1108.5236932991243
1935,86,f,257,115,142,1849,fin,1460.5991219816112,108,131,1452.9324553149445
1935,86,m,131,58,73,1849,fin,942.6504947149228,62,60,943.3171613815895
1936,86,f,716,351,365,1850,swe,3585.176510759282,375,399,3577.176510759282
1936,86,m,579,292,287,1850,swe,2711.1536681904336,266,302,2699.1536681904336
1936,86,f,297.0399702225759,152.0148626185587,145.02510760401722,1850,dnk,1429.2608407943505,134.02298963260705,144.01408037547668,1425.930477213394
1936,86,m,252.03421334615814,125.01222254815684,127.02199079800128,1850,dnk,1147.200794199321,104.01784269993382,121.01183142661583,1141.536131290427
1936,86,f,254,128,126,1850,fin,1425.1894227879993,115,142,1416.1894227879993
1936,86,m,124,62,62,1850,fin,803.6471141363066,58,73,798.6471141363066
1937,86,f,669,346,323,1851,swe,3701.330178949716,351,365,3696.6635122830494
1937,86,m,541,283,258,1851,swe,2749.2159661054743,292,287,2750.882632772141
1937,86,f,289.0583009243737,145.02510760401722,144.03319332035653,1851,dnk,1425.2431318315464,152.0148626185587,145.02510760401722,1427.573050169727
1937,86,m,214.0427333350691,115.019912927324,99.0228204077451,1851,dnk,1075.190692862348,125.01222254815684,127.02199079800128,1074.5207701123998
1937,86,f,283,135,148,1851,fin,1293.4531816637752,128,126,1294.119848330442
1937,86,m,151,84,67,1851,fin,714.2010543694614,62,62,714.2010543694614
1938,86,f,693,330,363,1852,swe,3537.355098115732,346,323,3545.0217647823983
1938,86,m,521,238,283,1852,swe,2572.280340617683,283,258,2580.6136739510166
1938,86,f,300.07364083676043,146.03365433869482,154.0399864980656,1852,dnk,1563.2447038090233,145.02510760401722,144.03319332035653,1563.5753419035768
1938,86,m,228.05616987411116,104.02397295359081,124.03219692052035,1852,dnk,1176.1908496418537,115.019912927324,99.0228204077451,1181.5232138150466
1938,86,f,235.00722034825418,136,99.00722034825417,1852,fin,1232.7577961279512,135,148,1228.424462794618
1938,86,m,144.0061992889051,59,85.0061992889051,1852,fin,754.9271045580823,84,67,760.5937712247489
1939,86,f,709,310,399,1853,swe,3641.539915263686,330,363,3630.539915263686
1939,86,m,568,265,303,1853,swe,2742.425702419445,238,283,2727.425702419445
1939,86,f,308.12342060435924,130.0337548360294,178.08966576832984,1853,dnk,1543.1873956188417,146.03365433869482,154.0399864980656,1540.5186182323848
1939,86,m,288.1138339743023,128.0332355308597,160.08059844344257,1853,dnk,1232.164208001454,104.02397295359081,124.03219692052035,1225.4948000124775
1939,86,f,278.0086790044671,119.00867900446714,159,1853,fin,1189.9365822110694,136,99.00722034825417,1202.2675087616515
1939,86,m,192.00649102014768,89.00649102014769,103,1853,fin,765.6629256995658,59,85.0061992889051,756.9941926032641
1940,86,f,790,354,436,1854,swe,4044.809872895529,310,399,4015.1432062288627
1940,86,m,643,294,349,1854,swe,2893.531608875014,265,303,2880.8649422083477
1940,86,f,317.07404981991283,147.07404981991286,170,1854,dnk,1546.074049819913,130.0337548360294,178.08966576832984,1530.0554128424794
1940,86,m,293.0760647809989,151.0760647809989,142,1854,dnk,1226.0760647809989,128.0332355308597,160.08059844344257,1215.3936104768045
1940,86,f,276,134,142,1854,fin,1310.5228453232473,119.00867900446714,159,1297.192404991403
1940,86,m,161,83,78,1854,fin,1365.6083581825837,89.00649102014769,103,1360.9438551892997
1941,86,f,615,320,295,1855,swe,3577.8534814360573,354,436,3550.520148102724
1941,86,m,562,284,278,1855,swe,2796.6478983164234,294,349,2778.31456498309
1941,86,f,272,148,124,1855,dnk,1528,147.07404981991286,170,1520.3580166066376
1941,86,m,233,121,112,1855,dnk,1237,151.0760647809989,142,1240.0253549269996
1941,86,f,237,107,130,1855,fin,1090.401479594439,134,142,1087.7348129277723
1941,86,m,133,59,74,1855,fin,728.9710688565965,83,78,730.6377355232631
1942,86,f,601,307,294,1856,swe,3735.978077266139,320,295,3744.3114105994723
1942,86,m,483,243,240,1856,swe,2748.784953729513,284,278,2750.784953729513
1942,86,f,322,177,145,1856,dnk,1649,148,124,1657
1942,86,m,233,118,115,1856,dnk,1219,121,112,1222
1942,86,f,238,119,119,1856,fin,1202.7932160458388,107,130,1195.126549379172
1942,86,m,143,70,73,1856,fin,782.2313054179664,59,74,777.2313054179664
1943,86,f,695,319,376,1857,swe,3908.2023497602854,307,294,3912.535683093619
1943,86,m,527,233,294,1857,swe,2877.963541085963,243,240,2878.963541085963
1943,86,f,312,146,166,1857,dnk,1671,177,145,1681.6666666666667
1943,86,m,272,125,147,1857,dnk,1360,118,115,1361
1943,86,f,252,114,138,1857,fin,1311.0988241886694,119,119,1311.0988241886694
1943,86,m,106,54,52,1857,fin,676.6691023831316,70,73,675.6691023831316
1944,86,f,788.8389452558813,384,404.83894525588136,1858,swe,4295.549141487345,319,376,4276.549141487345
