Year,Age,Sex,Deaths,TL_Deaths,TU_Deaths_Next_Year,Cohort,Country,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1939,97,f,7.303432400401128,3.303432400401128,4,1842,fin,7.303432400401128,6,3.303432400401128,8.202288266934085
1940,97,f,43,18,25,1843,swe,87.00415319433604,14,15,86.67081986100271
1940,97,m,23,10,13,1843,swe,47,8,11,46
1940,97,f,11.003022441629096,6.003022441629096,5,1843,dnk,34.0030224416291,4.001038610339366,5.00251870135758,33.669195744623025
1940,97,m,6.001511220814548,3.001511220814548,3,1843,dnk,15.001511220814548,4.001038610339366,8.004029922172128,13.66718078353696
1940,97,f,13.017031630170319,7.01703163017032,6,1843,fin,17.24998617562487,3.303432400401128,4,17.01779697575858
1940,97,m,6.83050847457627,5.83050847457627,1,1843,fin,6.83050847457627,0,2,6.163841807909603
1941,97,f,33,16,17,1844,swe,95.00622979150407,18,25,92.67289645817074
1941,97,m,14,9,5,1844,swe,36.00415319433605,10,13,35.00415319433605
1941,97,f,13,10,3,1844,dnk,37,6.003022441629096,5,37.334340813876366
1941,97,m,13,10,3,1844,dnk,20,3.001511220814548,3,20.000503740271515
1941,97,f,12.69886363636364,9.69886363636364,3,1844,fin,14.83966823406479,7.01703163017032,6,15.178678777454897
1941,97,m,5.09411764705882,2.09411764705882,3,1844,fin,7.26181951041286,5.83050847457627,1,8.871989001938283
1942,97,f,24,12,12,1845,swe,92.01245958300814,16,17,91.67912624967481
1942,97,m,17,10,7,1845,swe,42.01245958300814,9,5,43.34579291634147
1942,97,f,13,5,8,1845,dnk,35,10,3,37.333333333333336
1942,97,m,10,5,5,1845,dnk,16,10,3,18.333333333333332
1942,97,f,7.17897727272727,3.17897727272727,4,1845,fin,14.379483362965729,9.69886363636364,3,16.612437908420276
1942,97,m,4.50310559006211,3.50310559006211,1,1845,fin,6.91317753250815,2.09411764705882,3,6.611216748194423
1943,97,f,25,14,11,1846,swe,62.0269957631843,12,12,62.0269957631843
1943,97,m,20,9,11,1846,swe,46.020765971680234,10,7,47.020765971680234
1943,97,f,10,6,4,1846,dnk,24,5,8,23
1943,97,m,9,7,2,1846,dnk,17,5,5,17
1943,97,f,6.5632183908046,4.5632183908046,2,1846,fin,12.802024360953851,3.17897727272727,4,12.528350118529607
1943,97,m,2.4100719424460397,1.41007194244604,1,1846,fin,2.4100719424460397,3.50310559006211,1,3.244440472466743
1944,97,f,23.016612777344186,15,8.016612777344186,1847,swe,78.03737874902441,14,11,79.03737874902441
1944,97,m,22.02491916601628,10,12.024919166016279,1847,swe,51.03945534619244,9,11,50.372788679525776
1944,97,f,15,7,8,1847,dnk,27,6,4,27.666666666666668
1944,97,m,5,3,2,1847,dnk,17,7,2,18.666666666666668
1944,97,f,9.119402985074629,2.11940298507463,7,1847,fin,17.01376891046309,4.5632183908046,2,17.868175040731288
1945,97,f,43.04776173486454,23.047761734864533,20,1848,swe,104.04776173486454,15,8.016612777344186,106.37555747574982
1945,97,m,23.026995763184303,13.026995763184301,10,1848,swe,51.0269957631843,10,12.024919166016279,50.35202270784554
1945,97,f,17,10,7,1848,dnk,36,7,8,35.666666666666664
1945,97,m,9,4,5,1848,dnk,21,3,2,21.333333333333332
1945,97,m,6.93430656934307,5.93430656934307,1,1848,fin,6.93430656934307,1.41007194244604,1,7.070997216825083
1946,97,f,51,19,32,1849,swe,107,23.047761734864533,20,108.01592057828817
1946,97,m,27,16,11,1849,swe,45,13.026995763184301,10,46.0089985877281
1946,97,f,21,9,12,1849,dnk,39,10,7,40
1946,97,m,9,4,5,1849,dnk,17,4,5,16.666666666666668
1946,97,f,4.24523160762943,3.24523160762943,1,1849,fin,11.3971148967541,2.11940298507463,7,9.77024922511231
1947,97,f,31,22,9,1850,swe,100,19,32,95.66666666666667
1947,97,m,28,17,11,1850,swe,52,16,11,53.666666666666664
1947,97,f,18,5,13,1850,dnk,36,9,12,35
1947,97,m,13,7,6,1850,dnk,24,4,5,23.666666666666668
1947,97,f,8.257294429708221,1.25729442970822,7,1850,fin,8.257294429708221,3.24523160762943,1,9.005704965584698
1948,97,f,44,19,25,1851,swe,124,22,9,128.33333333333334
1948,97,m,23,17,6,1851,swe,55,17,11,57
1948,97,f,19,9,10,1851,dnk,40,5,13,37.333333333333336
1948,97,m,4,0,4,1851,dnk,17,7,6,17.333333333333332
1949,97,f,36,17,19,1852,swe,92,19,25,90
1949,97,m,28,18,10,1852,swe,48,17,6,51.666666666666664
1949,97,f,10,6,4,1852,dnk,39,9,10,38.666666666666664
1949,97,m,13,5,8,1852,dnk,28,0,4,26.666666666666668
1949,97,f,9.7521186440678,5.7521186440678,4,1852,fin,20.22684391879307,1.25729442970822,7,18.31260872869581
1949,97,m,3.68571428571429,1.68571428571429,2,1852,fin,3.68571428571429,5.93430656934307,1,5.33048314216198
1950,97,f,47,19,28,1853,swe,122,17,19,121.33333333333333
1950,97,m,27,16,11,1853,swe,58,18,10,60.666666666666664
1950,97,f,16,10,6,1853,dnk,46,6,4,46.666666666666664
1950,97,m,11,5,6,1853,dnk,26,5,8,25
1950,97,f,7.63296703296703,4.63296703296703,3,1853,fin,12.63296703296703,5.7521186440678,4,13.217006580989631
1950,97,m,5.09580838323353,4.09580838323353,1,1853,fin,5.09580838323353,1.68571428571429,2,4.991046478471627
1951,97,f,38,16,22,1854,swe,115,19,28,112
1951,97,m,20,9,11,1854,swe,49,16,11,50.666666666666664
1951,97,f,20,12,8,1854,dnk,50,10,6,51.333333333333336
1951,97,m,7,3,4,1854,dnk,23,5,6,22.666666666666668
1951,97,f,5,3,2,1854,fin,11,4.63296703296703,3,11.544322344322342
1952,97,f,36,19,17,1855,swe,97,16,22,95
1952,97,m,15,4,11,1855,swe,41,9,11,40.333333333333336
1952,97,f,17,6,11,1855,dnk,49,12,8,50.333333333333336
1952,97,m,19,14,5,1855,dnk,42,3,4,41.666666666666664
1952,97,f,10,5,5,1855,fin,10,3,2,10.333333333333334
1953,97,f,45,27,18,1856,swe,115,19,17,115.66666666666667
1953,97,m,24,11,13,1856,swe,60,4,11,57.666666666666664
1953,97,f,21,6,15,1856,dnk,44,6,11,42.333333333333336
1953,97,m,13,6,7,1856,dnk,34,14,5,37
1953,97,f,13,7,6,1856,fin,17,5,5,17
1953,97,m,4,2,2,1856,fin,7,4.09580838323353,1,8.03193612774451
1954,97,f,61,39,22,1857,swe,125,27,18,128
1954,97,m,21,12,9,1857,swe,59,11,13,58.333333333333336
1954,97,f,16,7,9,1857,dnk,44,6,15,41
1954,97,m,18,12,6,1857,dnk,33,6,7,32.666666666666664
1954,97,f,11,2,9,1857,fin,20,7,6,20.333333333333332
1954,97,m,6,3,3,1857,fin,9,2,2,9
1955,97,f,40,16,24,1858,swe,119,39,22,124.66666666666667
1955,97,m,39,17,22,1858,swe,72,12,9,73
1955,97,f,10,7,3,1858,dnk,48,7,9,47.333333333333336
1955,97,m,20,10,10,1858,dnk,41,12,6,43
1955,97,f,11,5,6,1858,fin,14,2,9,11.666666666666668
1956,97,f,49,25,24,1859,swe,129,16,24,126.33333333333333
1956,97,m,28,17,11,1859,swe,72,17,22,70.33333333333333
1956,97,f,24,15,9,1859,dnk,57,7,3,58.333333333333336
1956,97,m,8,3,5,1859,dnk,30,10,10,30
1956,97,f,14,9,5,1859,fin,26,5,6,25.666666666666668
1957,97,f,65,37,28,1860,swe,142,25,24,142.33333333333334
1957,97,m,39,21,18,1860,swe,92,17,11,94
1957,97,f,24,12,12,1860,dnk,69,15,9,71
1957,97,m,13,5,8,1860,dnk,39,3,5,38.333333333333336
1957,97,f,10,7,3,1860,fin,25,9,5,26.333333333333332
1957,97,m,3,2,1,1860,fin,3,3,3,3
1958,97,f,52,29,23,1861,swe,141,37,28,144
1958,97,m,35,15,20,1861,swe,81,21,18,82
1958,97,f,29,15,14,1861,dnk,71,12,12,71
1958,97,m,8,7,1,1861,dnk,36,5,8,35
1958,97,f,13,8,5,1861,fin,26,7,3,27.333333333333332
1958,97,m,5,3,2,1861,fin,5,2,1,5.333333333333333
1959,97,f,52,24,28,1862,swe,138,29,23,140
1959,97,m,42,26,16,1862,swe,84,15,20,82.33333333333333
1959,97,f,20,9,11,1862,dnk,62,15,14,62.333333333333336
1959,97,m,16,10,6,1862,dnk,48,7,1,50
1959,97,f,19,5,14,1862,fin,22,8,5,23
1959,97,m,5,3,2,1862,fin,8,3,2,8.333333333333334
1960,97,f,53,24,29,1863,swe,142,24,28,140.66666666666666
1960,97,m,34,21,13,1863,swe,92,26,16,95.33333333333333
1960,97,f,22,11,11,1863,dnk,70,9,11,69.33333333333333
1960,97,m,14,9,5,1863,dnk,36,10,6,37.333333333333336
1960,97,f,11,5,6,1863,fin,19,5,14,16
1961,97,f,59,38,21,1864,swe,163,24,29,161.33333333333334
1961,97,m,33,14,19,1864,swe,73,21,13,75.66666666666667
1961,97,f,24,14,10,1864,dnk,59,11,11,59
1961,97,m,26,14,12,1864,dnk,48,9,5,49.333333333333336
1961,97,f,23,8,15,1864,fin,40,5,6,39.666666666666664
1962,97,f,62,30,32,1865,swe,166,38,21,171.66666666666666
1962,97,m,32,20,12,1865,swe,85,14,19,83.33333333333333
1962,97,f,23,7,16,1865,dnk,63,14,10,64.33333333333333
1962,97,m,18,10,8,1865,dnk,44,14,12,44.666666666666664
1962,97,f,13,8,5,1865,fin,29,8,15,26.666666666666668
1962,97,m,4,1,3,1865,fin,7,3,2,7.333333333333333
1963,97,f,71,34,37,1866,swe,191,30,32,190.33333333333334
1963,97,m,38,18,20,1866,swe,86,20,12,88.66666666666667
1963,97,f,28,15,13,1866,dnk,79,7,16,76
1963,97,m,23,16,7,1866,dnk,48,10,8,48.666666666666664
1963,97,f,17,12,5,1866,fin,29,8,5,30
1963,97,m,6,3,3,1866,fin,6,1,3,5.333333333333333
1964,97,f,73,38,35,1867,swe,177,34,37,176
1964,97,m,30,14,16,1867,swe,69,18,20,68.33333333333333
1964,97,f,28,18,10,1867,dnk,81,15,13,81.66666666666667
1964,97,m,16,5,11,1867,dnk,37,16,7,40
1964,97,f,17,9,8,1867,fin,37,12,5,39.333333333333336
1964,97,m,3,1,2,1867,fin,6,3,3,6
1965,97,f,56,33,23,1868,swe,156,38,35,157
1965,97,m,30,13,17,1868,swe,70,14,16,69.33333333333333
1965,97,f,28,10,18,1868,dnk,79,18,10,81.66666666666667
1965,97,m,16,9,7,1868,dnk,42,5,11,40
1965,97,f,11,3,8,1868,fin,21,9,8,21.333333333333332
1966,97,f,66,34,32,1869,swe,181,33,23,184.33333333333334
1966,97,m,34,16,18,1869,swe,90,13,17,88.66666666666667
1966,97,f,41,21,20,1869,dnk,94,10,18,91.33333333333333
1966,97,m,18,12,6,1869,dnk,45,9,7,45.666666666666664
1966,97,f,20,9,11,1869,fin,43,3,8,41.333333333333336
1967,97,f,69,33,36,1870,swe,199,34,32,199.66666666666666
1967,97,m,27,8,19,1870,swe,88,16,18,87.33333333333333
1967,97,f,25,11,14,1870,dnk,88,21,20,88.33333333333333
1967,97,m,23,9,14,1870,dnk,42,12,6,44
1967,97,f,21,10,11,1870,fin,37,9,11,36.333333333333336
1967,97,m,7,1,6,1870,fin,7,1,2,6.666666666666667
1968,97,f,90,52,38,1871,swe,236,33,36,235
1968,97,m,41,24,17,1871,swe,96,8,19,92.33333333333333
1968,97,f,45,21,24,1871,dnk,105,11,14,104
1968,97,m,32,20,12,1871,dnk,63,9,14,61.333333333333336
1968,97,f,19,13,6,1871,fin,28,10,11,27.666666666666668
1968,97,m,4,1,3,1871,fin,7,1,6,5.333333333333334
1969,97,f,66,31,35,1872,swe,233,52,38,237.66666666666666
1969,97,m,48,26,22,1872,swe,126,24,17,128.33333333333334
1969,97,f,35,16,19,1872,dnk,119,21,24,118
1969,97,m,24,16,8,1872,dnk,63,20,12,65.66666666666667
1969,97,f,19,8,11,1872,fin,36,13,6,38.333333333333336
1969,97,m,4,3,1,1872,fin,7,1,3,6.333333333333333
1970,97,f,95,50,45,1873,swe,265,31,35,263.6666666666667
1970,97,m,49,26,23,1873,swe,133,26,22,134.33333333333334
1970,97,f,41,19,22,1873,dnk,125,16,19,124
1970,97,m,25,14,11,1873,dnk,61,16,8,63.666666666666664
1970,97,f,15,8,7,1873,fin,42,8,11,41
1970,97,m,4,1,3,1873,fin,12,3,1,12.666666666666666
1971,97,f,101,52,49,1874,swe,295,50,45,296.6666666666667
1971,97,m,47,25,22,1874,swe,140,26,23,141
1971,97,f,53,28,25,1874,dnk,147,19,22,146
1971,97,m,27,18,9,1874,dnk,66,14,11,67
1971,97,f,15,5,10,1874,fin,45,8,7,45.333333333333336
1971,97,m,6,3,3,1874,fin,12,1,3,11.333333333333334
1972,97,f,93,52,41,1875,swe,276,52,49,277
1972,97,m,59,31,28,1875,swe,153,25,22,154
1972,97,f,41,15,26,1875,dnk,152,28,25,153
1972,97,m,26,12,14,1875,dnk,92,18,9,95
1972,97,f,21,14,7,1875,fin,56,5,10,54.333333333333336
1972,97,m,7,3,4,1875,fin,11,3,3,11
1973,97,f,119,56,63,1876,swe,330,52,41,333.6666666666667
1973,97,m,51,29,22,1876,swe,160,31,28,161
1973,97,f,51,25,26,1876,dnk,175,15,26,171.33333333333334
1973,97,m,25,10,15,1876,dnk,84,12,14,83.33333333333333
1973,97,f,25,10,15,1876,fin,51,14,7,53.333333333333336
1973,97,m,11,6,5,1876,fin,11,3,4,10.666666666666666
1974,97,f,118,64,54,1877,swe,356,56,63,353.6666666666667
1974,97,m,76,42,34,1877,swe,195,29,22,197.33333333333334
1974,97,f,64,33,31,1877,dnk,193,25,26,192.66666666666666
1974,97,m,32,14,18,1877,dnk,107,10,15,105.33333333333333
1974,97,f,18,13,5,1877,fin,47,10,15,45.333333333333336
1974,97,m,9,6,3,1877,fin,12,6,5,12.333333333333334
1975,97,f,119,61,58,1878,swe,374,64,54,377.3333333333333
1975,97,m,65,27,38,1878,swe,183,42,34,185.66666666666666
1975,97,f,78,44,34,1878,dnk,217,33,31,217.66666666666666
1975,97,m,31,17,14,1878,dnk,109,14,18,107.66666666666667
1975,97,f,17,10,7,1878,fin,61,13,5,63.666666666666664
1976,97,f,144,86,58,1879,swe,450,61,58,451
1976,97,m,66,28,38,1879,swe,200,27,38,196.33333333333334
1976,97,f,53,26,27,1879,dnk,173,44,34,176.33333333333334
1976,97,m,34,16,18,1879,dnk,97,17,14,98
1976,97,f,19,8,11,1879,fin,55,10,7,56
1977,97,f,138,78,60,1880,swe,441,86,58,450.3333333333333
1977,97,m,69,38,31,1880,swe,163,28,38,159.66666666666666
1977,97,f,67,32,35,1880,dnk,232,26,27,231.66666666666666
1977,97,m,35,18,17,1880,dnk,107,16,18,106.33333333333333
1977,97,f,22,11,11,1880,fin,73,8,11,72
1978,97,f,130,60,70,1881,swe,416,78,60,422
1978,97,m,62,31,31,1881,swe,164,38,31,166.33333333333334
1978,97,f,78,41,37,1881,dnk,250,32,35,249
1978,97,m,34,18,16,1881,dnk,117,18,17,117.33333333333333
1978,97,f,22,9,13,1881,fin,63,11,11,63
1979,97,f,152,73,79,1882,swe,515,60,70,511.6666666666667
1979,97,m,66,35,31,1882,swe,175,31,31,175
1979,97,f,101,58,43,1882,dnk,299,41,37,300.3333333333333
1979,97,m,51,20,31,1882,dnk,133,18,16,133.66666666666666
1979,97,f,27,16,11,1882,fin,104,9,13,102.66666666666667
1979,97,m,10,3,7,1882,fin,27,6,3,28
1980,97,f,184,92,92,1883,swe,565,73,79,563
1980,97,m,97,46,51,1883,swe,227,35,31,228.33333333333334
1980,97,f,92,45,47,1883,dnk,308,58,43,313
1980,97,m,42,22,20,1883,dnk,117,20,31,113.33333333333333
1980,97,f,40,18,22,1883,fin,132,16,11,133.66666666666666
1980,97,m,12,7,5,1883,fin,22,3,7,20.666666666666668
1981,97,f,190,94,96,1884,swe,630,92,92,630
1981,97,m,90,44,46,1884,swe,241,46,51,239.33333333333334
1981,97,f,80,44,36,1884,dnk,292,45,47,291.3333333333333
1981,97,m,40,25,15,1884,dnk,139,22,20,139.66666666666666
1981,97,f,39,21,18,1884,fin,131,18,22,129.66666666666666
1981,97,m,10,4,6,1884,fin,29,7,5,29.666666666666668
1982,97,f,194,99,95,1885,swe,649,94,96,648.3333333333334
1982,97,m,69,39,30,1885,swe,237,44,46,236.33333333333334
1982,97,f,109,60,49,1885,dnk,348,44,36,350.6666666666667
1982,97,m,46,26,20,1885,dnk,127,25,15,130.33333333333334
1982,97,f,35,15,20,1885,fin,133,21,18,134
1982,97,m,8,5,3,1885,fin,31,4,6,30.333333333333332
1983,97,f,207,101,106,1886,swe,680,99,95,681.3333333333334
1983,97,m,91,51,40,1886,swe,257,39,30,260
1983,97,f,121,65,56,1886,dnk,328,60,49,331.6666666666667
1983,97,m,42,25,17,1886,dnk,134,26,20,136
1983,97,f,44,26,18,1886,fin,171,15,20,169.33333333333334
1983,97,m,17,11,6,1886,fin,44,5,3,44.666666666666664
1984,97,f,224,123,101,1887,swe,755,101,106,753.3333333333334
1984,97,m,88,44,44,1887,swe,255,51,40,258.6666666666667
1984,97,f,128,63,65,1887,dnk,393,65,56,396
1984,97,m,58,28,30,1887,dnk,153,25,17,155.66666666666666
1984,97,f,61,31,30,1887,fin,191,26,18,193.66666666666666
1984,97,m,18,14,4,1887,fin,45,11,6,46.666666666666664
1985,97,f,225,107,118,1888,swe,740,123,101,747.3333333333334
1985,97,m,81,37,44,1888,swe,218,44,44,218
1985,97,f,117,58,59,1888,dnk,419,63,65,418.3333333333333
1985,97,m,56,28,28,1888,dnk,154,28,30,153.33333333333334
1985,97,f,72,41,31,1888,fin,186,31,30,186.33333333333334
1985,97,m,15,8,7,1888,fin,44,14,4,47.333333333333336
1986,97,f,258,124,134,1889,swe,821,107,118,817.3333333333334
1986,97,m,106,47,59,1889,swe,278,37,44,275.6666666666667
1986,97,f,110,50,60,1889,dnk,427,58,59,426.6666666666667
1986,97,m,50,24,26,1889,dnk,164,28,28,164
1986,97,f,64,32,32,1889,fin,184,41,31,187.33333333333334
1986,97,m,15,2,13,1889,fin,53,8,7,53.333333333333336
1987,97,f,266,128,138,1890,swe,885,124,134,881.6666666666666
1987,97,m,92,52,40,1890,swe,255,47,59,251
1987,97,f,133,62,71,1890,dnk,482,50,60,478.6666666666667
1987,97,m,65,35,30,1890,dnk,164,24,26,163.33333333333334
1987,97,f,67,38,29,1890,fin,232,32,32,232
1987,97,m,8,6,2,1890,fin,37,2,13,33.333333333333336
1988,97,f,277,148,129,1891,swe,908,128,138,904.6666666666666
1988,97,m,103,53,50,1891,swe,290,52,40,294
1988,97,f,180,101,79,1891,dnk,523,62,71,520
1988,97,m,68,39,29,1891,dnk,179,35,30,180.66666666666666
1988,97,f,84,51,33,1891,fin,243,38,29,246
1988,97,m,20,12,8,1891,fin,61,6,2,62.333333333333336
1989,97,f,281,141,140,1892,swe,918,148,129,924.3333333333334
1989,97,m,116,57,59,1892,swe,296,53,50,297
1989,97,f,180,79,101,1892,dnk,550,101,79,557.3333333333334
1989,97,m,62,32,30,1892,dnk,191,39,29,194.33333333333334
1989,97,f,73,34,39,1892,fin,238,51,33,244
1989,97,m,25,11,14,1892,fin,60,12,8,61.333333333333336
1990,97,f,305,163,142,1893,swe,1028,141,140,1028.3333333333333
1990,97,m,125,61,64,1893,swe,315,57,59,314.3333333333333
1990,97,f,175,88,87,1893,dnk,574,79,101,566.6666666666666
1990,97,m,65,33,32,1893,dnk,203,32,30,203.66666666666666
1990,97,f,74,37,37,1893,fin,256,34,39,254.33333333333334
1990,97,m,15,8,7,1893,fin,55,11,14,54
1991,97,f,306,165,141,1894,swe,1035,163,142,1042
1991,97,m,101,40,61,1894,swe,282,61,64,281
1991,97,f,172,82,90,1894,dnk,605,88,87,605.3333333333334
1991,97,m,61,31,30,1894,dnk,180,33,32,180.33333333333334
1991,97,f,91,40,51,1894,fin,296,37,37,296
1991,97,m,19,14,5,1894,fin,57,8,7,57.333333333333336
1992,97,f,351,191,160,1895,swe,1110,165,141,1118
1992,97,m,105,58,47,1895,swe,279,40,61,272
1992,97,f,197,96,101,1895,dnk,645,82,90,642.3333333333334
1992,97,m,86,49,37,1895,dnk,217,31,30,217.33333333333334
1992,97,f,108,54,54,1895,fin,328,40,51,324.3333333333333
1992,97,m,27,17,10,1895,fin,79,14,5,82
1993,97,f,343,197,146,1896,swe,1149,191,160,1159.3333333333333
1993,97,m,142,78,64,1896,swe,344,58,47,347.6666666666667
1993,97,f,210,113,97,1896,dnk,668,96,101,666.3333333333334
1993,97,m,81,47,34,1896,dnk,208,49,37,212
1993,97,f,122,65,57,1896,fin,354,54,54,354
1993,97,m,33,20,13,1896,fin,84,17,10,86.33333333333333
1994,97,f,348,183,165,1897,swe,1212,197,146,1229
1994,97,m,128,72,56,1897,swe,337,78,64,341.6666666666667
1994,97,f,202,105,97,1897,dnk,674,113,97,679.3333333333334
1994,97,m,61,34,27,1897,dnk,187,47,34,191.33333333333334
1994,97,f,92,47,45,1897,fin,352,65,57,354.6666666666667
1994,97,m,29,16,13,1897,fin,67,20,13,69.33333333333333
1995,97,f,418,211,207,1898,swe,1320,183,165,1326
1995,97,m,144,68,76,1898,swe,346,72,56,351.3333333333333
1995,97,f,244,138,106,1898,dnk,714,105,97,716.6666666666666
1995,97,m,74,40,34,1898,dnk,180,34,27,182.33333333333334
1995,97,f,146,85,61,1898,fin,410,47,45,410.6666666666667
1995,97,m,40,16,24,1898,fin,88,16,13,89
1996,97,f,432,227,205,1899,swe,1327,211,207,1328.3333333333333
1996,97,m,134,56,78,1899,swe,339,68,76,336.3333333333333
1996,97,f,222,111,111,1899,dnk,693,138,106,703.6666666666666
1996,97,m,80,40,40,1899,dnk,171,40,34,173
