Year,Sex,Age,AgeInterval,Lexis,Deaths
1900,f,51,1,TL,135
1900,f,51,1,TU,134
1900,f,52,1,TL,126
1900,f,52,1,TU,150
1900,f,53,1,TL,136
1900,f,53,1,TU,131
1900,f,54,1,TL,124
1900,f,54,1,TU,167
1900,f,55,1,TL,136
1900,f,55,1,TU,176
1900,f,56,1,TL,169
1900,f,56,1,TU,161
1900,f,57,1,TL,140
1900,f,57,1,TU,174
1900,f,58,1,TL,184
1900,f,58,1,TU,171
1900,f,59,1,TL,150
1900,f,59,1,TU,195
1900,f,60,1,TL,190
1900,f,60,1,TU,210
1900,f,61,1,TL,160
1900,f,61,1,TU,211
1900,f,62,1,TL,204
1900,f,62,1,TU,226
1900,f,63,1,TL,199
1900,f,63,1,TU,232
1900,f,64,1,TL,208
1900,f,64,1,TU,254
1900,f,65,1,TL,253
1900,f,65,1,TU,286
1900,f,66,1,TL,268
1900,f,66,1,TU,333
1900,f,67,1,TL,288
1900,f,67,1,TU,309
1900,f,68,1,TL,263
1900,f,68,1,TU,302
1900,f,69,1,TL,281
1900,f,69,1,TU,349
1900,f,70,1,TL,299
1900,f,70,1,TU,376
1900,f,71,1,TL,358
1900,f,71,1,TU,394
1900,f,72,1,TL,337
1900,f,72,1,TU,371
1900,f,73,1,TL,352
1900,f,73,1,TU,457
1900,f,74,1,TL,412
1900,f,74,1,TU,526
1900,f,75,1,TL,392
1900,f,75,1,TU,465
1900,f,76,1,TL,417
1900,f,76,1,TU,506
1900,f,77,1,TL,446
1900,f,77,1,TU,491
1900,f,78,1,TL,437
1900,f,78,1,TU,470
1900,f,79,1,TL,416
1900,f,79,1,TU,429
1900,f,80,1,TL,362
1900,f,80,1,TU,408
1900,f,81,1,TL,324
1900,f,81,1,TU,412
1900,f,82,1,TL,326
1900,f,82,1,TU,363
1900,f,83,1,TL,310
1900,f,83,1,TU,382
1900,f,84,1,TL,305
1900,f,84,1,TU,347
1900,f,85,1,TL,281
1900,f,85,1,TU,289
1900,f,86,1,TL,202
1900,f,86,1,TU,215
1900,f,87,1,TL,167
1900,f,87,1,TU,202
1900,f,88,1,TL,163
1900,f,88,1,TU,186
1900,f,89,1,TL,119
1900,f,89,1,TU,129
1900,f,90,1,TL,96
1900,f,90,1,TU,82
1900,f,91,1,TL,62
1900,f,91,1,TU,67
1900,f,92,1,TL,40
1900,f,92,1,TU,54
1900,f,93,1,TL,27
1900,f,93,1,TU,31
1900,f,94,1,TL,21
1900,f,94,1,TU,25
1900,f,95,1,TL,17
1900,f,95,1,TU,22
1900,f,96,1,TL,13
1900,f,96,1,TU,15
1900,f,97,1,TL,8
1900,f,97,1,TU,7
1900,f,98,1,TL,6
1900,f,98,1,TU,8
1900,f,99,1,TL,2
1900,f,99,1,TU,4
1900,f,100,1,TL,2
1900,f,101,1,TU,1
1900,f,102,1,TL,2
1900,f,UNK,.,.,2
1900,m,0,1,RR,7680
1900,m,1,1,RR,1803
1900,m,2,1,RR,927
1900,m,3,1,RR,672
1900,m,4,1,RR,528
1900,m,5,1,RR,395
1900,m,6,1,RR,310
1900,m,7,1,RR,265
1900,m,8,1,RR,273
1900,m,9,1,RR,224
1900,m,10,1,RR,195
1900,m,11,1,RR,202
1900,m,12,1,RR,177
1900,m,13,1,RR,185
1900,m,14,1,RR,180
1900,m,15,1,RR,175
1900,m,16,1,RR,236
1900,m,17,1,RR,256
1900,m,18,1,RR,270
1900,m,19,1,RR,274
1900,m,20,1,RR,307
1900,m,21,1,RR,308
1900,m,22,1,RR,293
1900,m,23,1,RR,274
1900,m,24,1,RR,293
1900,m,25,1,RR,268
1900,m,26,1,RR,265
1900,m,27,1,RR,252
1900,m,28,1,RR,235
1900,m,29,1,RR,238
1900,m,30,1,RR,226
1900,m,31,1,RR,182
1900,m,32,1,RR,182
1900,m,33,1,RR,193
1900,m,34,1,RR,214
1900,m,35,1,RR,248
1900,m,36,1,RR,228
1900,m,37,1,RR,259
1900,m,38,1,RR,218
1900,m,39,1,RR,237
1900,m,40,1,RR,235
1900,m,41,1,RR,262
1900,m,42,1,RR,247
1900,m,43,1,RR,252
1900,m,44,1,RR,255
1900,m,45,1,RR,249
1900,m,46,1,RR,318
1900,m,47,1,RR,253
1900,m,48,1,RR,261
1900,m,49,1,RR,269
1900,m,50,1,TL,170
1900,m,50,1,TU,147
1900,m,51,1,TL,142
1900,m,51,1,TU,149
1900,m,52,1,TL,134
1900,m,52,1,TU,138
1900,m,53,1,TL,126
1900,m,53,1,TU,142
1900,m,54,1,TL,152
1900,m,54,1,TU,170
1900,m,55,1,TL,151
1900,m,55,1,TU,168
1900,m,56,1,TL,171
1900,m,56,1,TU,187
1900,m,57,1,TL,175
1900,m,57,1,TU,173
1900,m,58,1,TL,167
1900,m,58,1,TU,203
1900,m,59,1,TL,162
1900,m,59,1,TU,208
1900,m,60,1,TL,205
1900,m,60,1,TU,215
1900,m,61,1,TL,152
1900,m,61,1,TU,218
1900,m,62,1,TL,193
1900,m,62,1,TU,253
1900,m,63,1,TL,217
1900,m,63,1,TU,265
1900,m,64,1,TL,253
1900,m,64,1,TU,268
1900,m,65,1,TL,248
1900,m,65,1,TU,292
1900,m,66,1,TL,287
1900,m,66,1,TU,341
1900,m,67,1,TL,281
1900,m,67,1,TU,320
1900,m,68,1,TL,267
1900,m,68,1,TU,261
1900,m,69,1,TL,259
1900,m,69,1,TU,310
1900,m,70,1,TL,328
1900,m,70,1,TU,326
1900,m,71,1,TL,332
1900,m,71,1,TU,395
1900,m,72,1,TL,331
1900,m,72,1,TU,372
1900,m,73,1,TL,337
1900,m,73,1,TU,392
1900,m,74,1,TL,341
1900,m,74,1,TU,439
1900,m,75,1,TL,396
1900,m,75,1,TU,408
1900,m,76,1,TL,378
1900,m,76,1,TU,468
1900,m,77,1,TL,399
1900,m,77,1,TU,432
1900,m,78,1,TL,385
1900,m,78,1,TU,407
1900,m,79,1,TL,352
1900,m,79,1,TU,395
1900,m,80,1,TL,306
1900,m,80,1,TU,350
1900,m,81,1,TL,274
1900,m,81,1,TU,344
1900,m,82,1,TL,271
1900,m,82,1,TU,301
1900,m,83,1,TL,259
1900,m,83,1,TU,301
1900,m,84,1,TL,223
1900,m,84,1,TU,270
1900,m,85,1,TL,175
1900,m,85,1,TU,183
1900,m,86,1,TL,143
1900,m,86,1,TU,146
1900,m,87,1,TL,109
1900,m,87,1,TU,152
1900,m,88,1,TL,119
1900,m,88,1,TU,116
1900,m,89,1,TL,70
1900,m,89,1,TU,106
1900,m,90,1,TL,53
1900,m,90,1,TU,48
1900,m,91,1,TL,34
1900,m,91,1,TU,29
1900,m,92,1,TL,26
1900,m,92,1,TU,33
1900,m,93,1,TL,16
1900,m,93,1,TU,20
1900,m,94,1,TL,8
1900,m,94,1,TU,9
1900,m,95,1,TL,6
1900,m,95,1,TU,7
1900,m,96,1,TL,4
1900,m,96,1,TU,5
1900,m,97,1,TL,2
1900,m,97,1,TU,4
1900,m,99,1,TU,2
1900,m,100,1,TU,1
1900,m,UNK,.,.,36
1901,f,0,1,TL,4234
1901,f,0,1,TU,2076
1901,f,1,1,TL,916
1901,f,1,1,TU,692
1901,f,2,1,TL,421
1901,f,2,1,TU,395
1901,f,3,1,TL,305
1901,f,3,1,TU,292
1901,f,4,1,TL,259
1901,f,4,1,TU,225
1901,f,5,1,TL,235
1901,f,5,1,TU,181
1901,f,6,1,TL,190
1901,f,6,1,TU,161
1901,f,7,1,TL,145
1901,f,7,1,TU,131
1901,f,8,1,TL,139
1901,f,8,1,TU,139
1901,f,9,1,TL,117
1901,f,9,1,TU,132
1901,f,10,1,TL,122
1901,f,10,1,TU,104
1901,f,11,1,TL,92
1901,f,11,1,TU,116
1901,f,12,1,TL,87
1901,f,12,1,TU,113
1901,f,13,1,TL,121
1901,f,13,1,TU,109
1901,f,14,1,TL,90
1901,f,14,1,TU,125
1901,f,15,1,TL,121
1901,f,15,1,TU,125
1901,f,16,1,TL,113
1901,f,16,1,TU,140
1901,f,17,1,TL,120
1901,f,17,1,TU,152
1901,f,18,1,TL,123
1901,f,18,1,TU,121
1901,f,19,1,TL,113
1901,f,19,1,TU,130
1901,f,20,1,TL,115
1901,f,20,1,TU,113
1901,f,21,1,TL,127
1901,f,21,1,TU,145
1901,f,22,1,TL,147
1901,f,22,1,TU,111
1901,f,23,1,TL,106
1901,f,23,1,TU,118
1901,f,24,1,TL,114
1901,f,24,1,TU,139
1901,f,25,1,TL,129
1901,f,25,1,TU,137
1901,f,26,1,TL,134
1901,f,26,1,TU,121
1901,f,27,1,TL,117
1901,f,27,1,TU,116
1901,f,28,1,TL,84
1901,f,28,1,TU,116
1901,f,29,1,TL,104
1901,f,29,1,TU,113
1901,f,30,1,TL,113
1901,f,30,1,TU,125
1901,f,31,1,TL,75
1901,f,31,1,TU,114
1901,f,32,1,TL,104
1901,f,32,1,TU,109
1901,f,33,1,TL,107
1901,f,33,1,TU,115
1901,f,34,1,TL,97
1901,f,34,1,TU,110
1901,f,35,1,TL,100
1901,f,35,1,TU,118
1901,f,36,1,TL,108
1901,f,36,1,TU,107
1901,f,37,1,TL,93
1901,f,37,1,TU,141
1901,f,38,1,TL,112
1901,f,38,1,TU,106
1901,f,39,1,TL,111
1901,f,39,1,TU,112
1901,f,40,1,TL,132
1901,f,40,1,TU,128
1901,f,41,1,TL,85
1901,f,41,1,TU,144
1901,f,42,1,TL,118
1901,f,42,1,TU,131
1901,f,43,1,TL,120
1901,f,43,1,TU,131
1901,f,44,1,TL,103
1901,f,44,1,TU,117
1901,f,45,1,TL,103
1901,f,45,1,TU,95
1901,f,46,1,TL,113
1901,f,46,1,TU,130
1901,f,47,1,TL,123
1901,f,47,1,TU,102
1901,f,48,1,TL,115
1901,f,48,1,TU,107
1901,f,49,1,TL,128
1901,f,49,1,TU,101
1901,f,50,1,TL,126
1901,f,50,1,TU,114
1901,f,51,1,TL,120
1901,f,51,1,TU,139
1901,f,52,1,TL,118
1901,f,52,1,TU,146
1901,f,53,1,TL,118
1901,f,53,1,TU,133
1901,f,54,1,TL,120
1901,f,54,1,TU,135
1901,f,55,1,TL,143
1901,f,55,1,TU,150
1901,f,56,1,TL,130
1901,f,56,1,TU,163
1901,f,57,1,TL,165
1901,f,57,1,TU,163
1901,f,58,1,TL,161
1901,f,58,1,TU,194
1901,f,59,1,TL,154
1901,f,59,1,TU,179
1901,f,60,1,TL,161
1901,f,60,1,TU,169
1901,f,61,1,TL,178
1901,f,61,1,TU,193
1901,f,62,1,TL,184
1901,f,62,1,TU,201
1901,f,63,1,TL,177
1901,f,63,1,TU,213
1901,f,64,1,TL,213
1901,f,64,1,TU,228
1901,f,65,1,TL,211
1901,f,65,1,TU,247
1901,f,66,1,TL,245
1901,f,66,1,TU,274
1901,f,67,1,TL,276
1901,f,67,1,TU,287
1901,f,68,1,TL,281
1901,f,68,1,TU,275
1901,f,69,1,TL,276
1901,f,69,1,TU,294
1901,f,70,1,TL,285
1901,f,70,1,TU,358
1901,f,71,1,TL,302
1901,f,71,1,TU,358
1901,f,72,1,TL,362
1901,f,72,1,TU,370
1901,f,73,1,TL,330
1901,f,73,1,TU,345
1901,f,74,1,TL,328
1901,f,74,1,TU,412
1901,f,75,1,TL,404
1901,f,75,1,TU,486
1901,f,76,1,TL,429
1901,f,76,1,TU,452
1901,f,77,1,TL,415
1901,f,77,1,TU,459
1901,f,78,1,TL,390
1901,f,78,1,TU,422
1901,f,79,1,TL,383
1901,f,79,1,TU,453
1901,f,80,1,TL,355
1901,f,80,1,TU,345
1901,f,81,1,TL,337
1901,f,81,1,TU,340
1901,f,82,1,TL,300
1901,f,82,1,TU,331
1901,f,83,1,TL,267
1901,f,83,1,TU,321
1901,f,84,1,TL,271
1901,f,84,1,TU,292
1901,f,85,1,TL,249
1901,f,85,1,TU,273
1901,f,86,1,TL,190
1901,f,86,1,TU,222
1901,f,87,1,TL,164
1901,f,87,1,TU,168
1901,f,88,1,TL,118
1901,f,88,1,TU,143
1901,f,89,1,TL,118
1901,f,89,1,TU,108
1901,f,90,1,TL,97
1901,f,90,1,TU,84
1901,f,91,1,TL,69
1901,f,91,1,TU,54
1901,f,92,1,TL,41
1901,f,92,1,TU,42
1901,f,93,1,TL,36
1901,f,93,1,TU,41
1901,f,94,1,TL,34
1901,f,94,1,TU,22
1901,f,95,1,TL,13
1901,f,95,1,TU,13
1901,f,96,1,TL,14
1901,f,96,1,TU,9
1901,f,97,1,TL,7
1901,f,97,1,TU,8
1901,f,98,1,TL,6
1901,f,98,1,TU,4
1901,f,99,1,TL,3
1901,f,99,1,TU,4
1901,f,100,1,TL,2
1901,f,100,1,TU,1
1901,f,101,1,TL,2
1901,f,102,1,TL,2
1901,f,103,1,TL,1
1901,m,0,1,TL,5489
1901,m,0,1,TU,2549
1901,m,1,1,TL,1001
1901,m,1,1,TU,755
1901,m,2,1,TL,458
1901,m,2,1,TU,414
1901,m,3,1,TL,352
1901,m,3,1,TU,311
1901,m,4,1,TL,255
1901,m,4,1,TU,271
1901,m,5,1,TL,206
1901,m,5,1,TU,204
1901,m,6,1,TL,180
1901,m,6,1,TU,156
1901,m,7,1,TL,156
1901,m,7,1,TU,134
1901,m,8,1,TL,127
1901,m,8,1,TU,120
1901,m,9,1,TL,109
1901,m,9,1,TU,129
1901,m,10,1,TL,115
1901,m,10,1,TU,111
1901,m,11,1,TL,95
1901,m,11,1,TU,97
1901,m,12,1,TL,84
1901,m,12,1,TU,94
1901,m,13,1,TL,78
1901,m,13,1,TU,92
1901,m,14,1,TL,86
1901,m,14,1,TU,101
1901,m,15,1,TL,91
1901,m,15,1,TU,88
1901,m,16,1,TL,103
1901,m,16,1,TU,106
1901,m,17,1,TL,108
1901,m,17,1,TU,124
1901,m,18,1,TL,116
1901,m,18,1,TU,142
1901,m,19,1,TL,148
1901,m,19,1,TU,139
1901,m,20,1,TL,142
1901,m,20,1,TU,135
1901,m,21,1,TL,144
1901,m,21,1,TU,162
1901,m,22,1,TL,171
1901,m,22,1,TU,158
1901,m,23,1,TL,143
1901,m,23,1,TU,163
1901,m,24,1,TL,141
1901,m,24,1,TU,139
1901,m,25,1,TL,151
1901,m,25,1,TU,126
1901,m,26,1,TL,136
1901,m,26,1,TU,127
1901,m,27,1,TL,125
1901,m,27,1,TU,118
1901,m,28,1,TL,125
1901,m,28,1,TU,97
1901,m,29,1,TL,119
1901,m,29,1,TU,100
1901,m,30,1,TL,84
1901,m,30,1,TU,92
1901,m,31,1,TL,99
1901,m,31,1,TU,103
1901,m,32,1,TL,95
1901,m,32,1,TU,71
1901,m,33,1,TL,78
1901,m,33,1,TU,92
1901,m,34,1,TL,88
1901,m,34,1,TU,92
1901,m,35,1,TL,123
1901,m,35,1,TU,104
1901,m,36,1,TL,91
1901,m,36,1,TU,97
1901,m,37,1,TL,108
1901,m,37,1,TU,106
1901,m,38,1,TL,100
1901,m,38,1,TU,103
1901,m,39,1,TL,84
1901,m,39,1,TU,103
1901,m,40,1,TL,102
1901,m,40,1,TU,138
1901,m,41,1,TL,115
1901,m,41,1,TU,112
1901,m,42,1,TL,110
1901,m,42,1,TU,119
1901,m,43,1,TL,113
1901,m,43,1,TU,125
1901,m,44,1,TL,97
1901,m,44,1,TU,108
1901,m,45,1,TL,94
1901,m,45,1,TU,130
1901,m,46,1,TL,129
1901,m,46,1,TU,132
1901,m,47,1,TL,120
1901,m,47,1,TU,122
1901,m,48,1,TL,123
1901,m,48,1,TU,111
1901,m,49,1,TL,145
1901,m,49,1,TU,131
1901,m,50,1,TL,137
1901,m,50,1,TU,144
1901,m,51,1,TL,156
1901,m,51,1,TU,139
1901,m,52,1,TL,154
1901,m,52,1,TU,144
1901,m,53,1,TL,158
1901,m,53,1,TU,162
1901,m,54,1,TL,149
1901,m,54,1,TU,141
1901,m,55,1,TL,147
1901,m,55,1,TU,145
1901,m,56,1,TL,166
1901,m,56,1,TU,146
1901,m,57,1,TL,161
1901,m,57,1,TU,182
1901,m,58,1,TL,192
1901,m,58,1,TU,156
1901,m,59,1,TL,196
1901,m,59,1,TU,196
1901,m,60,1,TL,173
1901,m,60,1,TU,197
1901,m,61,1,TL,206
1901,m,61,1,TU,195
1901,m,62,1,TL,178
1901,m,62,1,TU,189
1901,m,63,1,TL,196
1901,m,63,1,TU,187
1901,m,64,1,TL,240
1901,m,64,1,TU,248
1901,m,65,1,TL,239
1901,m,65,1,TU,258
1901,m,66,1,TL,254
1901,m,66,1,TU,264
1901,m,67,1,TL,292
1901,m,67,1,TU,311
1901,m,68,1,TL,292
1901,m,68,1,TU,273
1901,m,69,1,TL,278
1901,m,69,1,TU,291
1901,m,70,1,TL,281
1901,m,70,1,TU,321
1901,m,71,1,TL,280
1901,m,71,1,TU,323
1901,m,72,1,TL,334
1901,m,72,1,TU,355
1901,m,73,1,TL,307
1901,m,73,1,TU,305
1901,m,74,1,TL,325
1901,m,74,1,TU,367
1901,m,75,1,TL,357
1901,m,75,1,TU,392
1901,m,76,1,TL,334
1901,m,76,1,TU,355
1901,m,77,1,TL,321
1901,m,77,1,TU,389
1901,m,78,1,TL,384
1901,m,78,1,TU,374
1901,m,79,1,TL,353
1901,m,79,1,TU,354
1901,m,80,1,TL,351
1901,m,80,1,TU,340
1901,m,81,1,TL,238
1901,m,81,1,TU,291
1901,m,82,1,TL,232
1901,m,82,1,TU,277
1901,m,83,1,TL,246
1901,m,83,1,TU,219
1901,m,84,1,TL,208
1901,m,84,1,TU,244
1901,m,85,1,TL,198
1901,m,85,1,TU,177
1901,m,86,1,TL,148
1901,m,86,1,TU,137
1901,m,87,1,TL,117
1901,m,87,1,TU,119
1901,m,88,1,TL,87
1901,m,88,1,TU,105
1901,m,89,1,TL,69
1901,m,89,1,TU,68
1901,m,90,1,TL,58
1901,m,90,1,TU,57
1901,m,91,1,TL,40
1901,m,91,1,TU,34
1901,m,92,1,TL,21
1901,m,92,1,TU,19
1901,m,93,1,TL,16
1901,m,93,1,TU,11
1901,m,94,1,TL,10
1901,m,94,1,TU,9
1901,m,95,1,TL,5
1901,m,95,1,TU,2
1901,m,96,1,TL,3
1901,m,96,1,TU,2
1901,m,97,1,TL,9
1901,m,97,1,TU,6
1901,m,98,1,TL,1
1901,m,99,1,TL,1
1902,f,0,1,TL,3504
1902,f,0,1,TU,1678
1902,f,1,1,TL,856
1902,f,1,1,TU,649
1902,f,2,1,TL,412
1902,f,2,1,TU,380
1902,f,3,1,TL,263
1902,f,3,1,TU,258
1902,f,4,1,TL,215
1902,f,4,1,TU,216
1902,f,5,1,TL,159
1902,f,5,1,TU,172
1902,f,6,1,TL,124
1902,f,6,1,TU,152
1902,f,7,1,TL,103
1902,f,7,1,TU,123
1902,f,8,1,TL,117
1902,f,8,1,TU,112
1902,f,9,1,TL,97
1902,f,9,1,TU,95
1902,f,10,1,TL,88
1902,f,10,1,TU,88
1902,f,11,1,TL,91
1902,f,11,1,TU,115
1902,f,12,1,TL,77
1902,f,12,1,TU,90
1902,f,13,1,TL,110
1902,f,13,1,TU,103
1902,f,14,1,TL,89
1902,f,14,1,TU,116
1902,f,15,1,TL,97
1902,f,15,1,TU,127
1902,f,16,1,TL,141
1902,f,16,1,TU,110
1902,f,17,1,TL,125
1902,f,17,1,TU,122
1902,f,18,1,TL,112
1902,f,18,1,TU,130
1902,f,19,1,TL,111
1902,f,19,1,TU,106
1902,f,20,1,TL,114
1902,f,20,1,TU,109
1902,f,21,1,TL,114
1902,f,21,1,TU,116
1902,f,22,1,TL,98
1902,f,22,1,TU,125
1902,f,23,1,TL,123
1902,f,23,1,TU,121
1902,f,24,1,TL,95
1902,f,24,1,TU,126
1902,f,25,1,TL,136
1902,f,25,1,TU,131
1902,f,26,1,TL,106
1902,f,26,1,TU,113
1902,f,27,1,TL,118
1902,f,27,1,TU,106
1902,f,28,1,TL,106
1902,f,28,1,TU,128
1902,f,29,1,TL,102
1902,f,29,1,TU,104
1902,f,30,1,TL,106
1902,f,30,1,TU,126
1902,f,31,1,TL,107
1902,f,31,1,TU,100
1902,f,32,1,TL,96
1902,f,32,1,TU,96
1902,f,33,1,TL,85
1902,f,33,1,TU,82
1902,f,34,1,TL,92
1902,f,34,1,TU,106
1902,f,35,1,TL,105
1902,f,35,1,TU,105
1902,f,36,1,TL,133
1902,f,36,1,TU,96
1902,f,37,1,TL,110
1902,f,37,1,TU,132
1902,f,38,1,TL,107
1902,f,38,1,TU,123
1902,f,39,1,TL,125
1902,f,39,1,TU,106
1902,f,40,1,TL,101
1902,f,40,1,TU,112
1902,f,41,1,TL,94
1902,f,41,1,TU,110
1902,f,42,1,TL,106
1902,f,42,1,TU,134
1902,f,43,1,TL,126
1902,f,43,1,TU,120
1902,f,44,1,TL,114
1902,f,44,1,TU,109
1902,f,45,1,TL,109
1902,f,45,1,TU,121
1902,f,46,1,TL,120
1902,f,46,1,TU,102
1902,f,47,1,TL,115
1902,f,47,1,TU,139
1902,f,48,1,TL,103
1902,f,48,1,TU,99
1902,f,49,1,TL,129
1902,f,49,1,TU,121
1902,f,50,1,TL,119
1902,f,50,1,TU,125
1902,f,51,1,TL,124
1902,f,51,1,TU,129
1902,f,52,1,TL,128
1902,f,52,1,TU,145
1902,f,53,1,TL,134
1902,f,53,1,TU,158
1902,f,54,1,TL,158
1902,f,54,1,TU,131
1902,f,55,1,TL,127
1902,f,55,1,TU,137
1902,f,56,1,TL,135
1902,f,56,1,TU,137
1902,f,57,1,TL,172
1902,f,57,1,TU,149
1902,f,58,1,TL,176
1902,f,58,1,TU,160
1902,f,59,1,TL,178
1902,f,59,1,TU,173
1902,f,60,1,TL,210
1902,f,60,1,TU,183
1902,f,61,1,TL,194
1902,f,61,1,TU,191
1902,f,62,1,TL,197
1902,f,62,1,TU,195
1902,f,63,1,TL,217
1902,f,63,1,TU,171
1902,f,64,1,TL,227
1902,f,64,1,TU,239
1902,f,65,1,TL,246
1902,f,65,1,TU,275
1902,f,66,1,TL,267
1902,f,66,1,TU,247
1902,f,67,1,TL,304
1902,f,67,1,TU,289
1902,f,68,1,TL,296
1902,f,68,1,TU,367
1902,f,69,1,TL,289
1902,f,69,1,TU,328
1902,f,70,1,TL,329
1902,f,70,1,TU,294
1902,f,71,1,TL,288
1902,f,71,1,TU,308
1902,f,72,1,TL,363
1902,f,72,1,TU,396
1902,f,73,1,TL,387
1902,f,73,1,TU,380
1902,f,74,1,TL,360
1902,f,74,1,TU,358
1902,f,75,1,TL,348
1902,f,75,1,TU,420
1902,f,76,1,TL,419
1902,f,76,1,TU,436
1902,f,77,1,TL,466
1902,f,77,1,TU,467
1902,f,78,1,TL,414
1902,f,78,1,TU,436
1902,f,79,1,TL,418
1902,f,79,1,TU,471
1902,f,80,1,TL,427
1902,f,80,1,TU,410
1902,f,81,1,TL,380
1902,f,81,1,TU,375
1902,f,82,1,TL,339
1902,f,82,1,TU,304
1902,f,83,1,TL,314
1902,f,83,1,TU,310
1902,f,84,1,TL,281
1902,f,84,1,TU,303
1902,f,85,1,TL,256
1902,f,85,1,TU,266
1902,f,86,1,TL,259
1902,f,86,1,TU,235
1902,f,87,1,TL,188
1902,f,87,1,TU,165
1902,f,88,1,TL,133
1902,f,88,1,TU,127
1902,f,89,1,TL,112
1902,f,89,1,TU,99
1902,f,90,1,TL,93
1902,f,90,1,TU,94
1902,f,91,1,TL,79
1902,f,91,1,TU,74
1902,f,92,1,TL,62
1902,f,92,1,TU,41
1902,f,93,1,TL,43
1902,f,93,1,TU,35
1902,f,94,1,TL,30
1902,f,94,1,TU,20
1902,f,95,1,TL,13
1902,f,95,1,TU,10
1902,f,96,1,TL,14
1902,f,96,1,TU,11
1902,f,97,1,TU,8
1902,f,98,1,TL,4
1902,f,98,1,TU,4
1902,f,99,1,TL,4
1902,f,99,1,TU,1
1902,f,100,1,TL,2
1902,f,101,1,TL,2
1902,f,103,1,TL,1
1902,f,104,1,TL,1
1902,m,0,1,TL,4541
1902,m,0,1,TU,2139
1902,m,1,1,TL,991
1902,m,1,1,TU,723
1902,m,2,1,TL,416
1902,m,2,1,TU,370
1902,m,3,1,TL,256
1902,m,3,1,TU,322
1902,m,4,1,TL,190
1902,m,4,1,TU,199
1902,m,5,1,TL,166
1902,m,5,1,TU,174
1902,m,6,1,TL,127
1902,m,6,1,TU,149
1902,m,7,1,TL,138
1902,m,7,1,TU,110
1902,m,8,1,TL,132
1902,m,8,1,TU,121
1902,m,9,1,TL,91
1902,m,9,1,TU,83
1902,m,10,1,TL,86
1902,m,10,1,TU,97
1902,m,11,1,TL,92
1902,m,11,1,TU,80
1902,m,12,1,TL,86
1902,m,12,1,TU,70
1902,m,13,1,TL,86
1902,m,13,1,TU,71
1902,m,14,1,TL,79
1902,m,14,1,TU,75
1902,m,15,1,TL,77
1902,m,15,1,TU,99
1902,m,16,1,TL,103
1902,m,16,1,TU,120
1902,m,17,1,TL,95
1902,m,17,1,TU,139
1902,m,18,1,TL,123
1902,m,18,1,TU,120
1902,m,19,1,TL,143
1902,m,19,1,TU,132
1902,m,20,1,TL,145
1902,m,20,1,TU,167
1902,m,21,1,TL,148
1902,m,21,1,TU,145
1902,m,22,1,TL,131
1902,m,22,1,TU,166
1902,m,23,1,TL,131
1902,m,23,1,TU,159
1902,m,24,1,TL,109
1902,m,24,1,TU,139
1902,m,25,1,TL,118
1902,m,25,1,TU,136
1902,m,26,1,TL,141
1902,m,26,1,TU,119
1902,m,27,1,TL,104
1902,m,27,1,TU,132
1902,m,28,1,TL,111
1902,m,28,1,TU,116
1902,m,29,1,TL,87
1902,m,29,1,TU,113
1902,m,30,1,TL,95
1902,m,30,1,TU,103
1902,m,31,1,TL,78
1902,m,31,1,TU,89
1902,m,32,1,TL,95
1902,m,32,1,TU,89
1902,m,33,1,TL,77
1902,m,33,1,TU,96
1902,m,34,1,TL,79
1902,m,34,1,TU,89
1902,m,35,1,TL,112
1902,m,35,1,TU,80
1902,m,36,1,TL,94
1902,m,36,1,TU,111
1902,m,37,1,TL,102
1902,m,37,1,TU,96
1902,m,38,1,TL,106
1902,m,38,1,TU,112
1902,m,39,1,TL,102
1902,m,39,1,TU,102
1902,m,40,1,TL,112
1902,m,40,1,TU,106
1902,m,41,1,TL,90
1902,m,41,1,TU,105
1902,m,42,1,TL,103
1902,m,42,1,TU,121
1902,m,43,1,TL,103
1902,m,43,1,TU,126
1902,m,44,1,TL,121
1902,m,44,1,TU,108
1902,m,45,1,TL,90
1902,m,45,1,TU,139
1902,m,46,1,TL,90
1902,m,46,1,TU,127
1902,m,47,1,TL,128
1902,m,47,1,TU,136
1902,m,48,1,TL,135
1902,m,48,1,TU,120
1902,m,49,1,TL,128
1902,m,49,1,TU,135
1902,m,50,1,TL,137
1902,m,50,1,TU,157
1902,m,51,1,TL,114
1902,m,51,1,TU,142
1902,m,52,1,TL,157
1902,m,52,1,TU,181
1902,m,53,1,TL,149
1902,m,53,1,TU,156
1902,m,54,1,TL,131
1902,m,54,1,TU,131
1902,m,55,1,TL,133
1902,m,55,1,TU,162
1902,m,56,1,TL,149
1902,m,56,1,TU,160
1902,m,57,1,TL,169
1902,m,57,1,TU,198
1902,m,58,1,TL,193
1902,m,58,1,TU,185
1902,m,59,1,TL,190
1902,m,59,1,TU,180
1902,m,60,1,TL,195
1902,m,60,1,TU,202
1902,m,61,1,TL,190
1902,m,61,1,TU,219
1902,m,62,1,TL,232
1902,m,62,1,TU,200
1902,m,63,1,TL,221
1902,m,63,1,TU,215
1902,m,64,1,TL,219
1902,m,64,1,TU,220
1902,m,65,1,TL,224
1902,m,65,1,TU,255
1902,m,66,1,TL,246
1902,m,66,1,TU,264
1902,m,67,1,TL,296
1902,m,67,1,TU,333
1902,m,68,1,TL,300
1902,m,68,1,TU,293
1902,m,69,1,TL,297
1902,m,69,1,TU,278
