Year,Sex,Age,AgeInterval,Lexis,Deaths
1964,m,51,1,TL,155
1964,m,51,1,TU,158
1964,m,52,1,TL,178
1964,m,52,1,TU,182
1964,m,53,1,TL,203
1964,m,53,1,TU,170
1964,m,54,1,TL,192
1964,m,54,1,TU,204
1964,m,55,1,TL,252
1964,m,55,1,TU,199
1964,m,56,1,TL,245
1964,m,56,1,TU,242
1964,m,57,1,TL,297
1964,m,57,1,TU,280
1964,m,58,1,TL,253
1964,m,58,1,TU,313
1964,m,59,1,TL,325
1964,m,59,1,TU,305
1964,m,60,1,TL,338
1964,m,60,1,TU,286
1964,m,61,1,TL,312
1964,m,61,1,TU,369
1964,m,62,1,TL,343
1964,m,62,1,TU,343
1964,m,63,1,TL,417
1964,m,63,1,TU,406
1964,m,64,1,TL,438
1964,m,64,1,TU,404
1964,m,65,1,TL,428
1964,m,65,1,TU,433
1964,m,66,1,TL,499
1964,m,66,1,TU,483
1964,m,67,1,TL,504
1964,m,67,1,TU,465
1964,m,68,1,TL,541
1964,m,68,1,TU,518
1964,m,69,1,TL,547
1964,m,69,1,TU,544
1964,m,70,1,TL,564
1964,m,70,1,TU,569
1964,m,71,1,TL,607
1964,m,71,1,TU,538
1964,m,72,1,TL,567
1964,m,72,1,TU,582
1964,m,73,1,TL,621
1964,m,73,1,TU,623
1964,m,74,1,TL,624
1964,m,74,1,TU,583
1964,m,75,1,TL,628
1964,m,75,1,TU,616
1964,m,76,1,TL,675
1964,m,76,1,TU,699
1964,m,77,1,TL,689
1964,m,77,1,TU,616
1964,m,78,1,TL,699
1964,m,78,1,TU,726
1964,m,79,1,TL,659
1964,m,79,1,TU,639
1964,m,80,1,TL,695
1964,m,80,1,TU,616
1964,m,81,1,TL,588
1964,m,81,1,TU,577
1964,m,82,1,TL,578
1964,m,82,1,TU,594
1964,m,83,1,TL,560
1964,m,83,1,TU,488
1964,m,84,1,TL,535
1964,m,84,1,TU,544
1964,m,85,1,TL,508
1964,m,85,1,TU,438
1964,m,86,1,TL,423
1964,m,86,1,TU,408
1964,m,87,1,TL,338
1964,m,87,1,TU,357
1964,m,88,1,TL,326
1964,m,88,1,TU,316
1964,m,89,1,TL,239
1964,m,89,1,TU,229
1964,m,90,1,TL,211
1964,m,90,1,TU,190
1964,m,91,1,TL,166
1964,m,91,1,TU,141
1964,m,92,1,TL,118
1964,m,92,1,TU,99
1964,m,93,1,TL,95
1964,m,93,1,TU,78
1964,m,94,1,TL,52
1964,m,94,1,TU,52
1964,m,95,1,TL,42
1964,m,95,1,TU,29
1964,m,96,1,TL,25
1964,m,96,1,TU,21
1964,m,97,1,TL,14
1964,m,97,1,TU,20
1964,m,98,1,TL,11
1964,m,98,1,TU,9
1964,m,99,1,TL,10
1964,m,99,1,TU,5
1964,m,100,1,TL,3
1964,m,100,1,TU,3
1964,m,101,1,TL,4
1964,m,101,1,TU,1
1964,m,102,1,TU,1
1964,m,103,1,TU,2
1964,m,104,1,TL,1
1965,f,0,1,TL,644
1965,f,0,1,TU,69
1965,f,1,1,TL,21
1965,f,1,1,TU,28
1965,f,2,1,TL,10
1965,f,2,1,TU,15
1965,f,3,1,TL,15
1965,f,3,1,TU,9
1965,f,4,1,TL,8
1965,f,4,1,TU,9
1965,f,5,1,TL,11
1965,f,5,1,TU,13
1965,f,6,1,TL,2
1965,f,6,1,TU,9
1965,f,7,1,TL,13
1965,f,7,1,TU,13
1965,f,8,1,TL,7
1965,f,8,1,TU,3
1965,f,9,1,TL,2
1965,f,9,1,TU,8
1965,f,10,1,TL,4
1965,f,10,1,TU,6
1965,f,11,1,TL,4
1965,f,11,1,TU,5
1965,f,12,1,TL,11
1965,f,12,1,TU,7
1965,f,13,1,TL,6
1965,f,13,1,TU,7
1965,f,14,1,TL,8
1965,f,14,1,TU,8
1965,f,15,1,TL,9
1965,f,15,1,TU,12
1965,f,16,1,TL,18
1965,f,16,1,TU,6
1965,f,17,1,TL,10
1965,f,17,1,TU,13
1965,f,18,1,TL,15
1965,f,18,1,TU,17
1965,f,19,1,TL,12
1965,f,19,1,TU,22
1965,f,20,1,TL,12
1965,f,20,1,TU,12
1965,f,21,1,TL,12
1965,f,21,1,TU,12
1965,f,22,1,TL,14
1965,f,22,1,TU,12
1965,f,23,1,TL,10
1965,f,23,1,TU,12
1965,f,24,1,TL,15
1965,f,24,1,TU,15
1965,f,25,1,TL,11
1965,f,25,1,TU,17
1965,f,26,1,TL,7
1965,f,26,1,TU,11
1965,f,27,1,TL,8
1965,f,27,1,TU,14
1965,f,28,1,TL,11
1965,f,28,1,TU,13
1965,f,29,1,TL,13
1965,f,29,1,TU,12
1965,f,30,1,TL,17
1965,f,30,1,TU,10
1965,f,31,1,TL,15
1965,f,31,1,TU,13
1965,f,32,1,TL,20
1965,f,32,1,TU,15
1965,f,33,1,TL,27
1965,f,33,1,TU,21
1965,f,34,1,TL,14
1965,f,34,1,TU,16
1965,f,35,1,TL,26
1965,f,35,1,TU,25
1965,f,36,1,TL,24
1965,f,36,1,TU,24
1965,f,37,1,TL,16
1965,f,37,1,TU,25
1965,f,38,1,TL,32
1965,f,38,1,TU,23
1965,f,39,1,TL,35
1965,f,39,1,TU,42
1965,f,40,1,TL,38
1965,f,40,1,TU,42
1965,f,41,1,TL,49
1965,f,41,1,TU,40
1965,f,42,1,TL,52
1965,f,42,1,TU,38
1965,f,43,1,TL,59
1965,f,43,1,TU,45
1965,f,44,1,TL,57
1965,f,44,1,TU,71
1965,f,45,1,TL,69
1965,f,45,1,TU,46
1965,f,46,1,TL,70
1965,f,46,1,TU,66
1965,f,47,1,TL,71
1965,f,47,1,TU,71
1965,f,48,1,TL,73
1965,f,48,1,TU,75
1965,f,49,1,TL,83
1965,f,49,1,TU,75
1965,f,50,1,TL,90
1965,f,50,1,TU,80
1965,f,51,1,TL,102
1965,f,51,1,TU,113
1965,f,52,1,TL,107
1965,f,52,1,TU,109
1965,f,53,1,TL,126
1965,f,53,1,TU,129
1965,f,54,1,TL,123
1965,f,54,1,TU,116
1965,f,55,1,TL,140
1965,f,55,1,TU,133
1965,f,56,1,TL,170
1965,f,56,1,TU,146
1965,f,57,1,TL,168
1965,f,57,1,TU,156
1965,f,58,1,TL,170
1965,f,58,1,TU,195
1965,f,59,1,TL,148
1965,f,59,1,TU,180
1965,f,60,1,TL,179
1965,f,60,1,TU,209
1965,f,61,1,TL,199
1965,f,61,1,TU,218
1965,f,62,1,TL,267
1965,f,62,1,TU,222
1965,f,63,1,TL,230
1965,f,63,1,TU,259
1965,f,64,1,TL,262
1965,f,64,1,TU,297
1965,f,65,1,TL,285
1965,f,65,1,TU,318
1965,f,66,1,TL,290
1965,f,66,1,TU,331
1965,f,67,1,TL,334
1965,f,67,1,TU,368
1965,f,68,1,TL,395
1965,f,68,1,TU,404
1965,f,69,1,TL,382
1965,f,69,1,TU,396
1965,f,70,1,TL,441
1965,f,70,1,TU,419
1965,f,71,1,TL,453
1965,f,71,1,TU,471
1965,f,72,1,TL,488
1965,f,72,1,TU,470
1965,f,73,1,TL,508
1965,f,73,1,TU,575
1965,f,74,1,TL,579
1965,f,74,1,TU,598
1965,f,75,1,TL,581
1965,f,75,1,TU,602
1965,f,76,1,TL,609
1965,f,76,1,TU,645
1965,f,77,1,TL,664
1965,f,77,1,TU,635
1965,f,78,1,TL,700
1965,f,78,1,TU,690
1965,f,79,1,TL,680
1965,f,79,1,TU,743
1965,f,80,1,TL,663
1965,f,80,1,TU,662
1965,f,81,1,TL,662
1965,f,81,1,TU,646
1965,f,82,1,TL,666
1965,f,82,1,TU,644
1965,f,83,1,TL,666
1965,f,83,1,TU,670
1965,f,84,1,TL,540
1965,f,84,1,TU,589
1965,f,85,1,TL,590
1965,f,85,1,TU,632
1965,f,86,1,TL,522
1965,f,86,1,TU,506
1965,f,87,1,TL,451
1965,f,87,1,TU,473
1965,f,88,1,TL,422
1965,f,88,1,TU,381
1965,f,89,1,TL,317
1965,f,89,1,TU,308
1965,f,90,1,TL,288
1965,f,90,1,TU,267
1965,f,91,1,TL,226
1965,f,91,1,TU,179
1965,f,92,1,TL,161
1965,f,92,1,TU,151
1965,f,93,1,TL,126
1965,f,93,1,TU,98
1965,f,94,1,TL,95
1965,f,94,1,TU,76
1965,f,95,1,TL,72
1965,f,95,1,TU,64
1965,f,96,1,TL,46
1965,f,96,1,TU,33
1965,f,97,1,TL,33
1965,f,97,1,TU,35
1965,f,98,1,TL,25
1965,f,98,1,TU,24
1965,f,99,1,TL,10
1965,f,99,1,TU,22
1965,f,100,1,TL,10
1965,f,100,1,TU,9
1965,f,101,1,TL,4
1965,f,101,1,TU,4
1965,f,102,1,TL,5
1965,f,102,1,TU,4
1965,f,103,1,TL,2
1965,f,103,1,TU,4
1965,f,104,1,TL,1
1965,m,0,1,TL,846
1965,m,0,1,TU,80
1965,m,1,1,TL,30
1965,m,1,1,TU,29
1965,m,2,1,TL,32
1965,m,2,1,TU,14
1965,m,3,1,TL,17
1965,m,3,1,TU,22
1965,m,4,1,TL,13
1965,m,4,1,TU,10
1965,m,5,1,TL,17
1965,m,5,1,TU,17
1965,m,6,1,TL,14
1965,m,6,1,TU,18
1965,m,7,1,TL,15
1965,m,7,1,TU,15
1965,m,8,1,TL,11
1965,m,8,1,TU,6
1965,m,9,1,TL,21
1965,m,9,1,TU,11
1965,m,10,1,TL,14
1965,m,10,1,TU,12
1965,m,11,1,TL,8
1965,m,11,1,TU,11
1965,m,12,1,TL,14
1965,m,12,1,TU,4
1965,m,13,1,TL,11
1965,m,13,1,TU,9
1965,m,14,1,TL,8
1965,m,14,1,TU,16
1965,m,15,1,TL,16
1965,m,15,1,TU,12
1965,m,16,1,TL,29
1965,m,16,1,TU,25
1965,m,17,1,TL,21
1965,m,17,1,TU,30
1965,m,18,1,TL,43
1965,m,18,1,TU,43
1965,m,19,1,TL,42
1965,m,19,1,TU,38
1965,m,20,1,TL,47
1965,m,20,1,TU,41
1965,m,21,1,TL,36
1965,m,21,1,TU,26
1965,m,22,1,TL,42
1965,m,22,1,TU,28
1965,m,23,1,TL,33
1965,m,23,1,TU,27
1965,m,24,1,TL,27
1965,m,24,1,TU,23
1965,m,25,1,TL,24
1965,m,25,1,TU,32
1965,m,26,1,TL,30
1965,m,26,1,TU,28
1965,m,27,1,TL,30
1965,m,27,1,TU,22
1965,m,28,1,TL,24
1965,m,28,1,TU,25
1965,m,29,1,TL,35
1965,m,29,1,TU,24
1965,m,30,1,TL,30
1965,m,30,1,TU,25
1965,m,31,1,TL,33
1965,m,31,1,TU,28
1965,m,32,1,TL,31
1965,m,32,1,TU,30
1965,m,33,1,TL,27
1965,m,33,1,TU,27
1965,m,34,1,TL,41
1965,m,34,1,TU,39
1965,m,35,1,TL,39
1965,m,35,1,TU,42
1965,m,36,1,TL,36
1965,m,36,1,TU,49
1965,m,37,1,TL,41
1965,m,37,1,TU,33
1965,m,38,1,TL,49
1965,m,38,1,TU,61
1965,m,39,1,TL,64
1965,m,39,1,TU,59
1965,m,40,1,TL,50
1965,m,40,1,TU,65
1965,m,41,1,TL,65
1965,m,41,1,TU,59
1965,m,42,1,TL,66
1965,m,42,1,TU,55
1965,m,43,1,TL,71
1965,m,43,1,TU,86
1965,m,44,1,TL,73
1965,m,44,1,TU,91
1965,m,45,1,TL,97
1965,m,45,1,TU,88
1965,m,46,1,TL,81
1965,m,46,1,TU,88
1965,m,47,1,TL,97
1965,m,47,1,TU,95
1965,m,48,1,TL,110
1965,m,48,1,TU,111
1965,m,49,1,TL,106
1965,m,49,1,TU,111
1965,m,50,1,TL,136
1965,m,50,1,TU,152
1965,m,51,1,TL,140
1965,m,51,1,TU,152
1965,m,52,1,TL,203
1965,m,52,1,TU,162
1965,m,53,1,TL,207
1965,m,53,1,TU,213
1965,m,54,1,TL,226
1965,m,54,1,TU,193
1965,m,55,1,TL,223
1965,m,55,1,TU,224
1965,m,56,1,TL,228
1965,m,56,1,TU,264
1965,m,57,1,TL,254
1965,m,57,1,TU,286
1965,m,58,1,TL,275
1965,m,58,1,TU,254
1965,m,59,1,TL,302
1965,m,59,1,TU,271
1965,m,60,1,TL,346
1965,m,60,1,TU,310
1965,m,61,1,TL,346
1965,m,61,1,TU,358
1965,m,62,1,TL,395
1965,m,62,1,TU,372
1965,m,63,1,TL,397
1965,m,63,1,TU,427
1965,m,64,1,TL,431
1965,m,64,1,TU,438
1965,m,65,1,TL,468
1965,m,65,1,TU,426
1965,m,66,1,TL,462
1965,m,66,1,TU,460
1965,m,67,1,TL,474
1965,m,67,1,TU,515
1965,m,68,1,TL,532
1965,m,68,1,TU,521
1965,m,69,1,TL,551
1965,m,69,1,TU,561
1965,m,70,1,TL,549
1965,m,70,1,TU,607
1965,m,71,1,TL,616
1965,m,71,1,TU,548
1965,m,72,1,TL,621
1965,m,72,1,TU,641
1965,m,73,1,TL,631
1965,m,73,1,TU,641
1965,m,74,1,TL,676
1965,m,74,1,TU,636
1965,m,75,1,TL,622
1965,m,75,1,TU,665
1965,m,76,1,TL,648
1965,m,76,1,TU,712
1965,m,77,1,TL,664
1965,m,77,1,TU,735
1965,m,78,1,TL,705
1965,m,78,1,TU,627
1965,m,79,1,TL,700
1965,m,79,1,TU,666
1965,m,80,1,TL,636
1965,m,80,1,TU,720
1965,m,81,1,TL,662
1965,m,81,1,TU,650
1965,m,82,1,TL,588
1965,m,82,1,TU,577
1965,m,83,1,TL,557
1965,m,83,1,TU,597
1965,m,84,1,TL,494
1965,m,84,1,TU,504
1965,m,85,1,TL,435
1965,m,85,1,TU,456
1965,m,86,1,TL,404
1965,m,86,1,TU,457
1965,m,87,1,TL,392
1965,m,87,1,TU,399
1965,m,88,1,TL,344
1965,m,88,1,TU,313
1965,m,89,1,TL,257
1965,m,89,1,TU,265
1965,m,90,1,TL,212
1965,m,90,1,TU,212
1965,m,91,1,TL,189
1965,m,91,1,TU,173
1965,m,92,1,TL,121
1965,m,92,1,TU,112
1965,m,93,1,TL,88
1965,m,93,1,TU,88
1965,m,94,1,TL,68
1965,m,94,1,TU,71
1965,m,95,1,TL,42
1965,m,95,1,TU,54
1965,m,96,1,TL,28
1965,m,96,1,TU,26
1965,m,97,1,TL,13
1965,m,97,1,TU,16
1965,m,98,1,TL,8
1965,m,98,1,TU,9
1965,m,99,1,TL,7
1965,m,99,1,TU,7
1965,m,100,1,TL,5
1965,m,100,1,TU,1
1965,m,101,1,TL,4
1965,m,101,1,TU,2
1965,m,102,1,TL,3
1965,m,102,1,TU,1
1965,m,103,1,TL,1
1965,m,105,1,TL,1
1966,f,0,1,TL,575
1966,f,0,1,TU,52
1966,f,1,1,TL,21
1966,f,1,1,TU,16
1966,f,2,1,TL,13
1966,f,2,1,TU,16
1966,f,3,1,TL,8
1966,f,3,1,TU,10
1966,f,4,1,TL,14
1966,f,4,1,TU,16
1966,f,5,1,TL,4
1966,f,5,1,TU,12
1966,f,6,1,TL,12
1966,f,6,1,TU,14
1966,f,7,1,TL,7
1966,f,7,1,TU,7
1966,f,8,1,TL,11
1966,f,8,1,TU,5
1966,f,9,1,TL,3
1966,f,9,1,TU,12
1966,f,10,1,TL,4
1966,f,10,1,TU,6
1966,f,11,1,TL,7
1966,f,11,1,TU,4
1966,f,12,1,TL,4
1966,f,12,1,TU,6
1966,f,13,1,TL,5
1966,f,13,1,TU,2
1966,f,14,1,TL,9
1966,f,14,1,TU,7
1966,f,15,1,TL,9
1966,f,15,1,TU,10
1966,f,16,1,TL,10
1966,f,16,1,TU,11
1966,f,17,1,TL,10
1966,f,17,1,TU,16
1966,f,18,1,TL,15
1966,f,18,1,TU,10
1966,f,19,1,TL,20
1966,f,19,1,TU,11
1966,f,20,1,TL,13
1966,f,20,1,TU,21
1966,f,21,1,TL,20
1966,f,21,1,TU,17
1966,f,22,1,TL,13
1966,f,22,1,TU,17
1966,f,23,1,TL,19
1966,f,23,1,TU,12
1966,f,24,1,TL,17
1966,f,24,1,TU,13
1966,f,25,1,TL,10
1966,f,25,1,TU,12
1966,f,26,1,TL,13
1966,f,26,1,TU,14
1966,f,27,1,TL,12
1966,f,27,1,TU,5
1966,f,28,1,TL,16
1966,f,28,1,TU,4
1966,f,29,1,TL,11
1966,f,29,1,TU,15
1966,f,30,1,TL,18
1966,f,30,1,TU,14
1966,f,31,1,TL,10
1966,f,31,1,TU,8
1966,f,32,1,TL,13
1966,f,32,1,TU,14
1966,f,33,1,TL,21
1966,f,33,1,TU,20
1966,f,34,1,TL,24
1966,f,34,1,TU,17
1966,f,35,1,TL,28
1966,f,35,1,TU,26
1966,f,36,1,TL,27
1966,f,36,1,TU,22
1966,f,37,1,TL,28
1966,f,37,1,TU,22
1966,f,38,1,TL,21
1966,f,38,1,TU,31
1966,f,39,1,TL,30
1966,f,39,1,TU,29
1966,f,40,1,TL,38
1966,f,40,1,TU,29
1966,f,41,1,TL,34
1966,f,41,1,TU,34
1966,f,42,1,TL,40
1966,f,42,1,TU,49
1966,f,43,1,TL,53
1966,f,43,1,TU,44
1966,f,44,1,TL,54
1966,f,44,1,TU,57
1966,f,45,1,TL,54
1966,f,45,1,TU,60
1966,f,46,1,TL,67
1966,f,46,1,TU,78
1966,f,47,1,TL,60
1966,f,47,1,TU,66
1966,f,48,1,TL,68
1966,f,48,1,TU,62
1966,f,49,1,TL,84
1966,f,49,1,TU,79
1966,f,50,1,TL,79
1966,f,50,1,TU,81
1966,f,51,1,TL,93
1966,f,51,1,TU,102
1966,f,52,1,TL,86
1966,f,52,1,TU,124
1966,f,53,1,TL,119
1966,f,53,1,TU,100
1966,f,54,1,TL,124
1966,f,54,1,TU,125
1966,f,55,1,TL,133
1966,f,55,1,TU,123
1966,f,56,1,TL,129
1966,f,56,1,TU,158
1966,f,57,1,TL,173
1966,f,57,1,TU,159
1966,f,58,1,TL,164
1966,f,58,1,TU,167
1966,f,59,1,TL,191
1966,f,59,1,TU,160
1966,f,60,1,TL,185
1966,f,60,1,TU,189
1966,f,61,1,TL,230
1966,f,61,1,TU,208
1966,f,62,1,TL,253
1966,f,62,1,TU,220
1966,f,63,1,TL,251
1966,f,63,1,TU,259
1966,f,64,1,TL,262
1966,f,64,1,TU,251
1966,f,65,1,TL,280
1966,f,65,1,TU,268
1966,f,66,1,TL,304
1966,f,66,1,TU,308
1966,f,67,1,TL,342
1966,f,67,1,TU,336
1966,f,68,1,TL,357
1966,f,68,1,TU,355
1966,f,69,1,TL,461
1966,f,69,1,TU,378
1966,f,70,1,TL,407
1966,f,70,1,TU,443
1966,f,71,1,TL,493
1966,f,71,1,TU,499
1966,f,72,1,TL,500
1966,f,72,1,TU,528
1966,f,73,1,TL,537
1966,f,73,1,TU,486
1966,f,74,1,TL,577
1966,f,74,1,TU,582
1966,f,75,1,TL,634
1966,f,75,1,TU,623
1966,f,76,1,TL,637
1966,f,76,1,TU,623
1966,f,77,1,TL,659
1966,f,77,1,TU,631
1966,f,78,1,TL,733
1966,f,78,1,TU,713
1966,f,79,1,TL,706
1966,f,79,1,TU,687
1966,f,80,1,TL,663
1966,f,80,1,TU,708
1966,f,81,1,TL,667
1966,f,81,1,TU,722
1966,f,82,1,TL,743
1966,f,82,1,TU,641
1966,f,83,1,TL,680
1966,f,83,1,TU,613
1966,f,84,1,TL,587
1966,f,84,1,TU,560
1966,f,85,1,TL,549
1966,f,85,1,TU,537
1966,f,86,1,TL,516
1966,f,86,1,TU,533
1966,f,87,1,TL,458
1966,f,87,1,TU,423
1966,f,88,1,TL,421
1966,f,88,1,TU,392
1966,f,89,1,TL,370
1966,f,89,1,TU,360
1966,f,90,1,TL,283
1966,f,90,1,TU,267
1966,f,91,1,TL,242
1966,f,91,1,TU,203
1966,f,92,1,TL,182
1966,f,92,1,TU,169
1966,f,93,1,TL,118
1966,f,93,1,TU,115
1966,f,94,1,TL,99
1966,f,94,1,TU,87
1966,f,95,1,TL,72
1966,f,95,1,TU,73
1966,f,96,1,TL,49
1966,f,96,1,TU,55
1966,f,97,1,TL,34
1966,f,97,1,TU,23
1966,f,98,1,TL,23
1966,f,98,1,TU,18
1966,f,99,1,TL,17
1966,f,99,1,TU,15
1966,f,100,1,TL,16
1966,f,100,1,TU,14
1966,f,101,1,TL,7
1966,f,101,1,TU,4
1966,f,102,1,TL,7
1966,f,102,1,TU,1
1966,f,103,1,TU,3
1966,f,104,1,TL,1
1966,f,104,1,TU,1
1966,m,0,1,TL,851
1966,m,0,1,TU,71
1966,m,1,1,TL,36
1966,m,1,1,TU,39
1966,m,2,1,TL,17
1966,m,2,1,TU,24
1966,m,3,1,TL,17
1966,m,3,1,TU,13
1966,m,4,1,TL,21
1966,m,4,1,TU,19
1966,m,5,1,TL,22
1966,m,5,1,TU,14
1966,m,6,1,TL,7
1966,m,6,1,TU,16
1966,m,7,1,TL,10
1966,m,7,1,TU,9
1966,m,8,1,TL,13
1966,m,8,1,TU,11
1966,m,9,1,TL,10
1966,m,9,1,TU,5
1966,m,10,1,TL,10
1966,m,10,1,TU,9
1966,m,11,1,TL,14
1966,m,11,1,TU,7
1966,m,12,1,TL,8
1966,m,12,1,TU,9
1966,m,13,1,TL,11
1966,m,13,1,TU,9
1966,m,14,1,TL,14
1966,m,14,1,TU,7
1966,m,15,1,TL,15
1966,m,15,1,TU,14
1966,m,16,1,TL,23
1966,m,16,1,TU,25
1966,m,17,1,TL,32
1966,m,17,1,TU,26
1966,m,18,1,TL,44
1966,m,18,1,TU,35
1966,m,19,1,TL,42
1966,m,19,1,TU,36
1966,m,20,1,TL,45
1966,m,20,1,TU,37
1966,m,21,1,TL,35
1966,m,21,1,TU,50
1966,m,22,1,TL,43
1966,m,22,1,TU,27
1966,m,23,1,TL,39
1966,m,23,1,TU,34
1966,m,24,1,TL,35
1966,m,24,1,TU,28
1966,m,25,1,TL,27
1966,m,25,1,TU,20
1966,m,26,1,TL,20
1966,m,26,1,TU,29
1966,m,27,1,TL,25
1966,m,27,1,TU,23
1966,m,28,1,TL,21
1966,m,28,1,TU,28
1966,m,29,1,TL,39
1966,m,29,1,TU,19
1966,m,30,1,TL,19
1966,m,30,1,TU,32
1966,m,31,1,TL,26
1966,m,31,1,TU,34
1966,m,32,1,TL,24
1966,m,32,1,TU,32
1966,m,33,1,TL,32
1966,m,33,1,TU,32
1966,m,34,1,TL,23
1966,m,34,1,TU,39
1966,m,35,1,TL,41
1966,m,35,1,TU,35
1966,m,36,1,TL,47
1966,m,36,1,TU,36
1966,m,37,1,TL,42
1966,m,37,1,TU,41
1966,m,38,1,TL,55
1966,m,38,1,TU,46
1966,m,39,1,TL,48
1966,m,39,1,TU,49
1966,m,40,1,TL,61
1966,m,40,1,TU,54
1966,m,41,1,TL,54
1966,m,41,1,TU,73
1966,m,42,1,TL,49
1966,m,42,1,TU,63
1966,m,43,1,TL,88
1966,m,43,1,TU,71
1966,m,44,1,TL,84
1966,m,44,1,TU,102
1966,m,45,1,TL,92
1966,m,45,1,TU,84
1966,m,46,1,TL,113
1966,m,46,1,TU,83
1966,m,47,1,TL,80
1966,m,47,1,TU,111
1966,m,48,1,TL,111
1966,m,48,1,TU,139
1966,m,49,1,TL,143
1966,m,49,1,TU,132
1966,m,50,1,TL,132
1966,m,50,1,TU,129
1966,m,51,1,TL,148
1966,m,51,1,TU,146
1966,m,52,1,TL,183
1966,m,52,1,TU,174
1966,m,53,1,TL,206
1966,m,53,1,TU,192
1966,m,54,1,TL,212
1966,m,54,1,TU,200
1966,m,55,1,TL,205
1966,m,55,1,TU,215
1966,m,56,1,TL,224
1966,m,56,1,TU,225
1966,m,57,1,TL,277
1966,m,57,1,TU,255
1966,m,58,1,TL,293
1966,m,58,1,TU,278
1966,m,59,1,TL,307
1966,m,59,1,TU,318
1966,m,60,1,TL,319
1966,m,60,1,TU,334
1966,m,61,1,TL,369
1966,m,61,1,TU,360
1966,m,62,1,TL,416
1966,m,62,1,TU,390
1966,m,63,1,TL,421
1966,m,63,1,TU,429
1966,m,64,1,TL,397
1966,m,64,1,TU,416
1966,m,65,1,TL,488
1966,m,65,1,TU,424
1966,m,66,1,TL,498
1966,m,66,1,TU,468
1966,m,67,1,TL,505
1966,m,67,1,TU,484
1966,m,68,1,TL,528
1966,m,68,1,TU,560
1966,m,69,1,TL,631
1966,m,69,1,TU,599
1966,m,70,1,TL,569
1966,m,70,1,TU,612
1966,m,71,1,TL,611
1966,m,71,1,TU,583
1966,m,72,1,TL,636
1966,m,72,1,TU,642
1966,m,73,1,TL,638
1966,m,73,1,TU,602
1966,m,74,1,TL,615
1966,m,74,1,TU,618
1966,m,75,1,TL,702
1966,m,75,1,TU,657
1966,m,76,1,TL,651
1966,m,76,1,TU,636
1966,m,77,1,TL,656
1966,m,77,1,TU,664
1966,m,78,1,TL,736
1966,m,78,1,TU,661
1966,m,79,1,TL,662
1966,m,79,1,TU,739
1966,m,80,1,TL,705
1966,m,80,1,TU,683
1966,m,81,1,TL,663
1966,m,81,1,TU,606
1966,m,82,1,TL,606
1966,m,82,1,TU,593
1966,m,83,1,TL,529
1966,m,83,1,TU,550
1966,m,84,1,TL,481
1966,m,84,1,TU,517
1966,m,85,1,TL,497
1966,m,85,1,TU,448
1966,m,86,1,TL,455
1966,m,86,1,TU,446
1966,m,87,1,TL,407
1966,m,87,1,TU,367
1966,m,88,1,TL,341
1966,m,88,1,TU,301
1966,m,89,1,TL,281
1966,m,89,1,TU,251
1966,m,90,1,TL,218
1966,m,90,1,TU,208
1966,m,91,1,TL,194
1966,m,91,1,TU,156
1966,m,92,1,TL,152
1966,m,92,1,TU,127
1966,m,93,1,TL,100
1966,m,93,1,TU,74
1966,m,94,1,TL,68
1966,m,94,1,TU,56
1966,m,95,1,TL,40
1966,m,95,1,TU,36
1966,m,96,1,TL,29
1966,m,96,1,TU,26
1966,m,97,1,TL,16
1966,m,97,1,TU,17
1966,m,98,1,TL,10
1966,m,98,1,TU,12
1966,m,99,1,TL,6
1966,m,99,1,TU,8
1966,m,100,1,TL,5
1966,m,100,1,TU,2
1966,m,101,1,TL,4
1966,m,101,1,TU,2
1966,m,102,1,TL,1
1966,m,102,1,TU,1
1966,m,103,1,TL,2
1966,m,103,1,TU,1
1966,m,104,1,TU,1
1967,f,0,1,TL,610
1967,f,0,1,TU,58
1967,f,1,1,TL,24
1967,f,1,1,TU,18
1967,f,2,1,TL,12
1967,f,2,1,TU,12
1967,f,3,1,TL,8
1967,f,3,1,TU,5
1967,f,4,1,TL,10
1967,f,4,1,TU,16
1967,f,5,1,TL,6
1967,f,5,1,TU,7
1967,f,6,1,TL,6
1967,f,6,1,TU,8
1967,f,7,1,TL,9
1967,f,7,1,TU,5
1967,f,8,1,TL,5
1967,f,8,1,TU,8
1967,f,9,1,TL,4
1967,f,9,1,TU,7
1967,f,10,1,TL,8
1967,f,10,1,TU,4
1967,f,11,1,TL,5
1967,f,11,1,TU,6
1967,f,12,1,TL,4
1967,f,12,1,TU,1
1967,f,13,1,TL,7
1967,f,13,1,TU,5
1967,f,14,1,TL,13
1967,f,14,1,TU,8
1967,f,15,1,TL,6
1967,f,15,1,TU,8
1967,f,16,1,TL,6
1967,f,16,1,TU,10
1967,f,17,1,TL,10
1967,f,17,1,TU,7
1967,f,18,1,TL,13
1967,f,18,1,TU,8
1967,f,19,1,TL,16
1967,f,19,1,TU,7
1967,f,20,1,TL,8
1967,f,20,1,TU,8
1967,f,21,1,TL,14
1967,f,21,1,TU,17
1967,f,22,1,TL,21
1967,f,22,1,TU,12
1967,f,23,1,TL,24
1967,f,23,1,TU,12
1967,f,24,1,TL,14
1967,f,24,1,TU,18
1967,f,25,1,TL,16
1967,f,25,1,TU,16
1967,f,26,1,TL,12
1967,f,26,1,TU,13
1967,f,27,1,TL,16
1967,f,27,1,TU,20
1967,f,28,1,TL,17
1967,f,28,1,TU,8
